 	SD_GA_percent	SD_GA_count
MSMEG_6402	0.7143	8
MSMEG_6403	0.7857	7
MSMEG_6407	0.7857	8
MSMEG_6412	0.6429	5
MSMEG_6415	0.4286	1
MSMEG_6417	0.6429	4
MSMEG_6421	0.2857	1
MSMEG_6423	0.5	3
MSMEG_6424	0.5714	4
MSMEG_6425	0.6429	4
MSMEG_6429	0.4286	2
MSMEG_6431	0.2143	0
MSMEG_6435	0.3571	2
MSMEG_6436	0.7143	6
MSMEG_6437	0.4286	1
MSMEG_6442	0.6429	5
MSMEG_6443	0.4286	3
MSMEG_6444	0.5	4
MSMEG_6445	0.6429	5
MSMEG_6449	0.4286	5
MSMEG_6450	0.6429	4
MSMEG_6453	0.9286	11
MSMEG_6455	0.5714	3
MSMEG_6458	0.6429	4
MSMEG_6459	0.5714	5
MSMEG_6460	0.5	2
MSMEG_6461	0.4286	1
MSMEG_6462	0.5	5
MSMEG_6463	0.8571	10
MSMEG_6466	0.5714	6
MSMEG_6467	0.7857	7
MSMEG_6469	0.5714	3
MSMEG_6470	0.6429	6
MSMEG_6471	0.4286	4
MSMEG_6472	0.8571	11
MSMEG_6473	0.4286	3
MSMEG_6474	0.6429	6
MSMEG_6476	0.5	1
MSMEG_6478	0.8571	9
MSMEG_6482	0.5	1
MSMEG_6483	0.7143	7
MSMEG_6486	0.5	2
MSMEG_6488	0.7143	8
MSMEG_6489	0.6429	8
MSMEG_6490	0.6429	6
MSMEG_6491	0.7857	8
MSMEG_6492	0.7857	8
MSMEG_6493	0.7857	7
MSMEG_6494	0.6429	6
MSMEG_6495	0.7857	9
MSMEG_6496	0.7857	9
MSMEG_6500	0.4286	2
MSMEG_6501	0.3571	2
MSMEG_6504	0.6429	3
MSMEG_6505	0.5714	5
MSMEG_6506	0.3571	1
MSMEG_6509	0.7857	9
MSMEG_6510	0.7143	7
MSMEG_6512	0.6429	5
MSMEG_6513	0.2857	1
MSMEG_6514	0.7143	6
MSMEG_6516	0.5714	2
MSMEG_6517	0.2857	1
MSMEG_6521	0.6429	5
MSMEG_6522	0.5714	4
MSMEG_6523	0.5	2
MSMEG_6527	0.7857	8
MSMEG_6529	0.7143	6
MSMEG_6530	0.7143	6
MSMEG_6531	0.5714	4
MSMEG_6532	0.5714	2
MSMEG_6533	0.5	3
MSMEG_6534	0.4286	2
MSMEG_6536	0.5	6
MSMEG_6537	0.7143	6
MSMEG_6539	0.7857	8
MSMEG_6542	0.6429	6
MSMEG_6545	0.6429	6
MSMEG_6548	0.7857	9
MSMEG_6549	0.5714	4
MSMEG_6550	0.7143	6
MSMEG_6551	0.6429	4
MSMEG_6553	0.7143	7
MSMEG_6554	0.7857	8
MSMEG_6556	0.4286	2
MSMEG_6558	0.7143	7
MSMEG_6560	0.6429	6
MSMEG_6561	0.7857	9
MSMEG_6562	0.7143	6
MSMEG_6564	0.5	4
MSMEG_6565	0.3571	1
MSMEG_6567	0.6429	4
MSMEG_6569	0.8571	9
MSMEG_6570	0.6429	6
MSMEG_6572	0.5	2
MSMEG_6573	0.5714	4
MSMEG_6575	0.5	5
MSMEG_6576	0.5	2
MSMEG_6578	0.3571	1
MSMEG_6582	0.6429	5
MSMEG_6585	0.7143	8
MSMEG_6586	0.4286	3
MSMEG_6589	0.3571	0
MSMEG_6591	0.5	3
MSMEG_6592	0.5	2
MSMEG_6593	0.7857	8
MSMEG_6594	0.7143	7
MSMEG_6595	0.4286	4
MSMEG_6597	0.4286	3
MSMEG_6600	0.5	5
MSMEG_6602	0.6429	6
MSMEG_6606	0.6429	5
MSMEG_6607	0.6429	5
MSMEG_6608	0.6429	6
MSMEG_6609	0.6429	4
MSMEG_6610	0.6429	6
MSMEG_6611	0.5	1
MSMEG_6612	0.5	2
MSMEG_6613	0.7143	7
MSMEG_6614	0.6429	8
MSMEG_6615	0.5	3
MSMEG_6616	0.8571	9
MSMEG_6621	0.6429	6
MSMEG_6622	0.7143	7
MSMEG_6623	0.5	3
MSMEG_6624	0.7143	8
MSMEG_6625	0.6429	5
MSMEG_6626	0.7143	7
MSMEG_6628	0.7857	8
MSMEG_6629	0.4286	1
MSMEG_6631	0.5	2
MSMEG_6632	0.6429	5
MSMEG_6633	0.7143	8
MSMEG_6641	0.5714	3
MSMEG_6644	0.7857	9
MSMEG_6645	0.5714	4
MSMEG_6646	0.3571	4
MSMEG_6647	0.7857	7
MSMEG_6648	0.5	3
MSMEG_6651	0.5	4
MSMEG_6652	0.5714	2
MSMEG_6655	0.5	2
MSMEG_6656	0.7143	8
MSMEG_6657	0.5	3
MSMEG_6658	0.6429	6
MSMEG_6659	0.3571	2
MSMEG_6662	0.5	2
MSMEG_6664	0.5	3
MSMEG_6665	0.6429	5
MSMEG_6667	0.4286	3
MSMEG_6668	0.7857	8
MSMEG_6669	0.4286	2
MSMEG_6670	0.5714	6
MSMEG_6671	0.6429	5
MSMEG_6672	0.4286	2
MSMEG_6673	0.5	1
MSMEG_6674	0.3571	2
MSMEG_6675	0.6429	4
MSMEG_6676	0.5714	4
MSMEG_6677	0.6429	5
MSMEG_6679	0.7143	6
MSMEG_6680	0.7143	7
MSMEG_6681	0.6429	4
MSMEG_6682	0.6429	6
MSMEG_6683	0.6429	4
MSMEG_6684	0.5	4
MSMEG_6687	0.5714	4
MSMEG_6688	0.5714	3
MSMEG_6689	0.7143	6
MSMEG_6691	0.5714	4
MSMEG_6692	0.5714	4
MSMEG_6693	0.5714	5
MSMEG_6694	0.6429	6
MSMEG_6695	0.5714	5
MSMEG_6696	0.4286	1
MSMEG_6697	0.5	5
MSMEG_6699	0.7857	8
MSMEG_6701	0.7857	8
MSMEG_6702	0.7143	8
MSMEG_6703	0.6429	5
MSMEG_6704	0.7143	6
MSMEG_6705	0.7143	8
MSMEG_6706	0.5	3
MSMEG_6707	0.4286	1
MSMEG_6708	0.7857	9
MSMEG_6709	0.8571	10
MSMEG_6710	0.7143	7
MSMEG_6711	0.5714	5
MSMEG_6712	0.5	4
MSMEG_6713	0.5	3
MSMEG_6714	0.5714	4
MSMEG_6715	0.5714	5
MSMEG_6716	0.5	2
MSMEG_6717	0.6429	5
MSMEG_6718	0.6429	8
MSMEG_6719	0.6429	5
MSMEG_6720	0.7143	7
MSMEG_6721	0.5	3
MSMEG_6722	0.7857	8
MSMEG_6723	0.5714	5
MSMEG_6724	0.5714	5
MSMEG_6725	0.5	2
MSMEG_6728	0.5714	4
MSMEG_6732	0.7143	7
MSMEG_6734	0.6429	5
MSMEG_6735	0.6429	6
MSMEG_6736	0.5714	4
MSMEG_6737	0.5	3
MSMEG_6742	0.4286	2
MSMEG_6748	0.7143	6
MSMEG_6750	0.5714	4
MSMEG_6751	0.6429	4
MSMEG_6755	0.5	1
MSMEG_6756	0.7143	6
MSMEG_6762	0.5	3
MSMEG_6763	0.4286	4
MSMEG_6765	0.5	4
MSMEG_6766	0.7857	8
MSMEG_6767	0.5714	3
MSMEG_6768	0.5714	4
MSMEG_6769	0.5714	5
MSMEG_6770	0.6429	6
MSMEG_6773	0.5714	4
MSMEG_6774	0.6429	7
MSMEG_6775	0.6429	7
MSMEG_6777	0.5	4
MSMEG_6782	0.4286	2
MSMEG_6784	0.5	2
MSMEG_6785	0.4286	0
MSMEG_6788	0.7857	8
MSMEG_6790	0.5714	5
MSMEG_6791	0.5	5
MSMEG_6792	0.7143	8
MSMEG_6793	0.5714	5
MSMEG_6794	0.5714	4
MSMEG_6795	0.6429	7
MSMEG_6796	0.4286	4
MSMEG_6797	0.7143	7
MSMEG_6798	0.5	2
MSMEG_6799	0.6429	6
MSMEG_6801	0.7143	7
MSMEG_6803	0.5714	5
MSMEG_6805	0.3571	3
MSMEG_6806	0.5714	4
MSMEG_6809	0.4286	2
MSMEG_6811	0.7143	8
MSMEG_6813	0.7857	8
MSMEG_6814	0.4286	2
MSMEG_6816	0.5714	5
MSMEG_6817	0.6429	6
MSMEG_6818	0.5714	5
MSMEG_6820	0.8571	10
MSMEG_6823	0.6429	6
MSMEG_6824	0.4286	2
MSMEG_6825	0.4286	1
MSMEG_6827	0.4286	0
MSMEG_6830	0.6429	5
MSMEG_6831	0.7857	10
MSMEG_6832	0.5714	4
MSMEG_6833	0.4286	1
MSMEG_6834	0.7143	6
MSMEG_6835	0.7857	9
MSMEG_6836	0.5	3
MSMEG_6837	0.7143	6
MSMEG_6838	0.4286	2
MSMEG_6840	0.5	2
MSMEG_6841	0.5714	5
MSMEG_6842	0.5	2
MSMEG_6844	0.7143	8
MSMEG_6845	0.5714	5
MSMEG_6846	0.7857	9
MSMEG_6847	0.5714	5
MSMEG_6848	0.7857	8
MSMEG_6849	0.6429	6
MSMEG_6850	0.6429	4
MSMEG_6851	0.7143	6
MSMEG_6852	0.4286	2
MSMEG_6853	0.4286	3
MSMEG_6854	0.6429	7
MSMEG_6855	0.7143	8
MSMEG_6856	0.3571	2
MSMEG_6858	0.6429	7
MSMEG_6860	0.5	3
MSMEG_6863	0.7143	8
MSMEG_6866	0.5714	3
MSMEG_6867	0.5714	4
MSMEG_6870	0.6429	8
MSMEG_6871	0.6429	7
MSMEG_6872	0.6429	6
MSMEG_6875	0.7143	8
MSMEG_6876	0.5	4
MSMEG_6877	0.7857	9
MSMEG_6878	0.7143	7
MSMEG_6879	0.4286	1
MSMEG_6880	0.5	2
MSMEG_6885	0.7143	7
MSMEG_6887	0.7857	8
MSMEG_6888	0.4286	3
MSMEG_6889	0.6429	6
MSMEG_6890	0.5714	4
MSMEG_6893	0.4286	3
MSMEG_6894	0.8571	10
MSMEG_6895	0.8571	10
MSMEG_6898	0.5	2
MSMEG_6899	0.4286	3
MSMEG_6901	0.4286	2
MSMEG_6904	0.2857	2
MSMEG_6908	0.6429	6
MSMEG_6920	0.5	2
MSMEG_6923	0.4286	2
MSMEG_6928	0.6429	5
MSMEG_6929	0.5714	4
MSMEG_6930	0.3571	2
MSMEG_6931	0.4286	3
MSMEG_6938	0.7857	7
MSMEG_6939	0.7857	7
MSMEG_6940	0.5714	5
MSMEG_6944	0.6429	5
MSMEG_6945	0.4286	4
VBIMycSme59918_0010	0.6429	6
VBIMycSme59918_0018	0.6429	4
VBIMycSme59918_0034	0.4286	2
VBIMycSme59918_0035	0.4286	1
VBIMycSme59918_0041	0.7143	7
VBIMycSme59918_0067	0.3571	2
VBIMycSme59918_0071	0.5	1
VBIMycSme59918_0076	0.5	5
VBIMycSme59918_0195	0.5	3
VBIMycSme59918_0296	0.5	3
VBIMycSme59918_0307	0.5714	4
VBIMycSme59918_0325	0.2857	0
VBIMycSme59918_0417	0.5	3
VBIMycSme59918_0486	0.4286	1
VBIMycSme59918_0490	0.3571	1
VBIMycSme59918_0491	0.4286	2
VBIMycSme59918_0517	0.4286	1
VBIMycSme59918_0518	0.5714	5
VBIMycSme59918_0627	0.7857	8
VBIMycSme59918_0649	0.5	4
VBIMycSme59918_0650	0.5	3
VBIMycSme59918_0690	0.6429	7
VBIMycSme59918_0712	0.2857	2
VBIMycSme59918_0718	0.5714	4
VBIMycSme59918_0719	0.4286	2
VBIMycSme59918_0769	0.5714	6
VBIMycSme59918_0792	0.6429	6
VBIMycSme59918_0793	0.5714	4
VBIMycSme59918_0806	0.2857	0
VBIMycSme59918_0830	0.4286	1
VBIMycSme59918_0949	0.5	2
VBIMycSme59918_0991	0.5	3
VBIMycSme59918_1005	0.3571	1
VBIMycSme59918_1007	0.6429	4
VBIMycSme59918_1023	0.4286	2
VBIMycSme59918_1027	0.6429	7
VBIMycSme59918_1043	0.2857	0
VBIMycSme59918_1074	0.7143	7
VBIMycSme59918_1075	0.6429	6
VBIMycSme59918_1087	0.7857	7
VBIMycSme59918_1093	0.5714	5
VBIMycSme59918_1094	0.6429	6
VBIMycSme59918_1119	0.5714	4
VBIMycSme59918_1120	0.5	2
VBIMycSme59918_1121	0.8571	10
VBIMycSme59918_1131	0.4286	2
VBIMycSme59918_1157	0.3571	0
VBIMycSme59918_1158	0.4286	2
VBIMycSme59918_1159	0.5714	5
VBIMycSme59918_1194	0.5714	3
VBIMycSme59918_1202	0.5714	4
VBIMycSme59918_1228	0.7143	8
VBIMycSme59918_1229	0.4286	2
VBIMycSme59918_1240	0.6429	5
VBIMycSme59918_1257	0.5714	6
VBIMycSme59918_1338	0.5	3
VBIMycSme59918_1383	0.2857	1
VBIMycSme59918_1387	0.5	3
VBIMycSme59918_1391	0.5714	5
VBIMycSme59918_1392	0.6429	4
VBIMycSme59918_1393	0.7143	7
VBIMycSme59918_1394	0.2857	1
VBIMycSme59918_1395	0.5714	4
VBIMycSme59918_1435	0.5714	3
VBIMycSme59918_1436	0.6429	5
VBIMycSme59918_1534	0.7143	7
VBIMycSme59918_1535	0.5	3
VBIMycSme59918_1541	0.5	4
VBIMycSme59918_1547	0.6429	5
VBIMycSme59918_1548	0.5	3
VBIMycSme59918_1577	0.3571	0
VBIMycSme59918_1602	0.6429	6
VBIMycSme59918_1603	0.7143	7
VBIMycSme59918_1632	0.7143	8
VBIMycSme59918_1703	0.4286	2
VBIMycSme59918_1726	0.5	0
VBIMycSme59918_1794	0.2857	0
VBIMycSme59918_1796	0.7857	7
VBIMycSme59918_1797	0.4286	2
VBIMycSme59918_1806	0.6429	5
VBIMycSme59918_1809	0.4286	3
VBIMycSme59918_1825	0.7143	9
VBIMycSme59918_1826	0.4286	3
VBIMycSme59918_1831	0.6429	5
VBIMycSme59918_1836	0.4286	3
VBIMycSme59918_1837	0.6429	5
VBIMycSme59918_1950	0.5	2
VBIMycSme59918_1995	0.2857	0
VBIMycSme59918_1996	0.7857	7
VBIMycSme59918_2016	0.5	2
VBIMycSme59918_2017	0.6429	7
VBIMycSme59918_2061	0.5	3
VBIMycSme59918_2062	0.5	3
VBIMycSme59918_2077	0.6429	5
VBIMycSme59918_2116	0.5714	4
VBIMycSme59918_2117	0.5	4
VBIMycSme59918_2129	0.5	2
VBIMycSme59918_2130	0.6429	6
VBIMycSme59918_2177	0.8571	10
VBIMycSme59918_2178	0.7143	7
VBIMycSme59918_2249	0.5	3
VBIMycSme59918_2263	0.3571	1
VBIMycSme59918_2265	0.6429	4
VBIMycSme59918_2281	0.4286	2
VBIMycSme59918_2285	0.4286	3
VBIMycSme59918_2301	0.2857	0
VBIMycSme59918_2310	0.5714	3
VBIMycSme59918_2311	0.5714	4
VBIMycSme59918_2314	0.5	4
VBIMycSme59918_2332	0.8571	9
VBIMycSme59918_2364	0.6429	6
VBIMycSme59918_2366	0.3571	2
VBIMycSme59918_2417	0.7143	6
VBIMycSme59918_2437	0.7143	6
VBIMycSme59918_2438	0.7143	6
VBIMycSme59918_2475	0.7857	8
VBIMycSme59918_2476	0.5714	3
VBIMycSme59918_2480	0.4286	2
VBIMycSme59918_2481	0.5714	5
VBIMycSme59918_2521	0.5714	3
VBIMycSme59918_2639	0.5	3
VBIMycSme59918_2645	0.5	3
VBIMycSme59918_2671	0.6429	6
VBIMycSme59918_2672	0.5	3
VBIMycSme59918_2697	0.7857	7
VBIMycSme59918_2698	0.4286	2
VBIMycSme59918_2712	0.4286	3
VBIMycSme59918_2714	0.5	3
VBIMycSme59918_2715	0.5	4
VBIMycSme59918_2720	0.5	3
VBIMycSme59918_2770	0.5714	4
VBIMycSme59918_2781	0.4286	2
VBIMycSme59918_2782	0.5	4
VBIMycSme59918_2783	0.5714	4
VBIMycSme59918_2784	0.7857	9
VBIMycSme59918_2788	0.5	4
VBIMycSme59918_2789	0.5	3
VBIMycSme59918_2792	0.5	1
VBIMycSme59918_2864	0.5	3
VBIMycSme59918_2865	0.8571	9
VBIMycSme59918_2866	0.6429	6
VBIMycSme59918_2949	0.5714	4
VBIMycSme59918_2985	0.8571	10
VBIMycSme59918_2999	0.6429	4
VBIMycSme59918_3049	0.5	4
VBIMycSme59918_3050	0.6429	6
VBIMycSme59918_3105	0.5714	1
VBIMycSme59918_3122	0.3571	0
VBIMycSme59918_3146	0.4286	3
VBIMycSme59918_3147	0.5	3
VBIMycSme59918_3192	0.5	3
VBIMycSme59918_3205	0.5	4
VBIMycSme59918_3217	0.5	2
VBIMycSme59918_3257	0.5714	4
VBIMycSme59918_3265	0.5	2
VBIMycSme59918_3266	0.5714	4
VBIMycSme59918_3279	0.5	3
VBIMycSme59918_3280	0.7143	7
VBIMycSme59918_3291	0.3571	2
VBIMycSme59918_3292	0.5	3
VBIMycSme59918_3325	0.7857	8
VBIMycSme59918_3326	0.3571	2
VBIMycSme59918_3337	0.6429	5
VBIMycSme59918_3341	0.3571	1
VBIMycSme59918_3349	0.4286	3
VBIMycSme59918_3356	0.5714	3
VBIMycSme59918_3357	0.4286	4
VBIMycSme59918_3364	0.5	4
VBIMycSme59918_3372	0.5714	4
VBIMycSme59918_3392	0.4286	3
VBIMycSme59918_3469	0.7857	9
VBIMycSme59918_3621	0.4286	3
VBIMycSme59918_3638	0.5714	4
VBIMycSme59918_3639	0.4286	3
VBIMycSme59918_3650	0.6429	5
VBIMycSme59918_3662	0.5714	4
VBIMycSme59918_3663	0.6429	4
VBIMycSme59918_3688	0.6429	5
VBIMycSme59918_3690	0.5714	5
VBIMycSme59918_3691	0.7143	6
VBIMycSme59918_3718	0.5714	2
VBIMycSme59918_3769	0.4286	3
VBIMycSme59918_3796	0.5714	5
VBIMycSme59918_3828	0.4286	2
VBIMycSme59918_3829	0.5	4
VBIMycSme59918_3854	0.5	4
VBIMycSme59918_3856	0.4286	3
VBIMycSme59918_3881	0.5	3
VBIMycSme59918_3911	0.5714	5
VBIMycSme59918_3913	0.5	4
VBIMycSme59918_3917	0.2143	1
VBIMycSme59918_3918	0.5	3
VBIMycSme59918_3922	0.3571	1
VBIMycSme59918_3968	0.2857	0
VBIMycSme59918_3990	0.3571	1
VBIMycSme59918_3993	0.5714	5
VBIMycSme59918_3997	0.6429	5
VBIMycSme59918_3999	0.5	3
VBIMycSme59918_4006	0.4286	3
VBIMycSme59918_4047	0.5714	3
VBIMycSme59918_4049	0.7857	9
VBIMycSme59918_4050	0.5714	4
VBIMycSme59918_4053	0.5714	4
VBIMycSme59918_4057	0.4286	2
VBIMycSme59918_4058	0.4286	2
VBIMycSme59918_4063	0.2857	0
VBIMycSme59918_4099	0.5714	3
VBIMycSme59918_4126	0.5714	3
VBIMycSme59918_4127	0.4286	1
VBIMycSme59918_4179	0.7143	6
VBIMycSme59918_4188	0.5	2
VBIMycSme59918_4249	0.5	2
VBIMycSme59918_4281	0.3571	1
VBIMycSme59918_4301	0.5714	3
VBIMycSme59918_4356	0.6429	7
VBIMycSme59918_4404	0.5714	5
VBIMycSme59918_4448	0.5	3
VBIMycSme59918_4449	0.6429	5
VBIMycSme59918_4468	0.4286	1
VBIMycSme59918_4469	0.3571	2
VBIMycSme59918_4499	0.5714	3
VBIMycSme59918_4501	0.5	5
VBIMycSme59918_4502	0.6429	6
VBIMycSme59918_4503	0.6429	6
VBIMycSme59918_4506	0.6429	3
VBIMycSme59918_4507	0.5	2
VBIMycSme59918_4509	0.5	3
VBIMycSme59918_4510	0.6429	5
VBIMycSme59918_4511	0.3571	2
VBIMycSme59918_4524	0.4286	3
VBIMycSme59918_4609	0.3571	1
VBIMycSme59918_4615	0.3571	1
VBIMycSme59918_4644	0.2143	0
VBIMycSme59918_4645	0.2857	0
VBIMycSme59918_4775	0.6429	6
VBIMycSme59918_4807	0.5	3
VBIMycSme59918_4871	0.4286	3
VBIMycSme59918_4908	0.5714	5
VBIMycSme59918_4909	0.4286	1
VBIMycSme59918_4915	0.3571	2
VBIMycSme59918_4988	0.5714	5
VBIMycSme59918_4997	0.7857	8
VBIMycSme59918_4998	0.4286	0
VBIMycSme59918_5004	0.5714	5
VBIMycSme59918_5168	0.5	3
VBIMycSme59918_5199	0.5714	4
VBIMycSme59918_5200	0.5714	6
VBIMycSme59918_5234	0.6429	4
VBIMycSme59918_5247	0.7143	8
VBIMycSme59918_5248	0.3571	2
VBIMycSme59918_5281	0.5714	6
VBIMycSme59918_5346	0.5714	5
VBIMycSme59918_5369	0.5	2
VBIMycSme59918_5370	0.3571	0
VBIMycSme59918_5409	0.3571	2
VBIMycSme59918_5410	0.5714	4
VBIMycSme59918_5415	0.4286	1
VBIMycSme59918_5416	0.5	3
VBIMycSme59918_5503	0.2857	2
VBIMycSme59918_5601	0.6429	5
VBIMycSme59918_5629	0.6429	5
VBIMycSme59918_5676	0.6429	5
VBIMycSme59918_5677	0.6429	7
VBIMycSme59918_5802	0.5	3
VBIMycSme59918_5843	0.4286	2
VBIMycSme59918_5844	0.5	4
VBIMycSme59918_5849	0.4286	3
VBIMycSme59918_5850	0.5714	5
VBIMycSme59918_5887	0.5714	4
VBIMycSme59918_5888	0.6429	5
VBIMycSme59918_5893	0.6429	6
VBIMycSme59918_5894	0.8571	9
VBIMycSme59918_5922	0.4286	0
VBIMycSme59918_5931	0.2857	0
VBIMycSme59918_5984	0.5	3
VBIMycSme59918_5985	0.6429	5
VBIMycSme59918_5987	0.5	3
VBIMycSme59918_6000	0.5	3
VBIMycSme59918_6006	0.6429	5
VBIMycSme59918_6018	0.5714	3
VBIMycSme59918_6071	0.5714	5
VBIMycSme59918_6180	0.6429	6
VBIMycSme59918_6247	0.5	3
VBIMycSme59918_6321	0.5	3
VBIMycSme59918_6367	0.5	3
VBIMycSme59918_6368	0.7857	8
VBIMycSme59918_6395	0.5714	2
VBIMycSme59918_6423	0.5714	3
VBIMycSme59918_6424	0.4286	1
VBIMycSme59918_6441	0.5714	3
VBIMycSme59918_6442	0.4286	2
VBIMycSme59918_6444	0.5714	5
VBIMycSme59918_6476	0.6429	4
VBIMycSme59918_6477	0.4286	2
VBIMycSme59918_6478	0.5714	3
VBIMycSme59918_6492	0.4286	2
VBIMycSme59918_6618	0.5714	4
VBIMycSme59918_6630	0.3571	2
VBIMycSme59918_6632	0.4286	1
VBIMycSme59918_6639	0.5714	4
VBIMycSme59918_6640	0.3571	2
VBIMycSme59918_6654	0.5714	3
VBIMycSme59918_6689	0.5714	4
VBIMycSme59918_6690	0.6429	4
VBIMycSme59918_6695	0.5	3
VBIMycSme59918_6704	0.2857	1
VBIMycSme59918_6709	0.5714	3
VBIMycSme59918_6719	0.4286	1
ORF1	0.5	4
ORF2	0.4286	3
ORF3	0.5	2
ORF4	0.5	4
ORF5	0.3571	2
ORF6	0.3571	2
ORF7	0.4286	1
ORF8	0.5714	5
ORF9	0.5714	4
ORF10	0.4286	1
ORF11	0.2857	1
ORF12	0.5714	4
ORF13	0.5714	4
ORF14	0.5	3
ORF15	0.4286	4
ORF16	0.3571	2
ORF17	0.5	2
ORF18	0.4286	1
ORF19	0.5	3
ORF20	0.7143	7
ORF21	0.5	5
ORF22	0.5	3
ORF23	0.5	3
ORF24	0.3571	1
ORF25	0.4286	1
ORF26	0.5	2
ORF27	0.5	3
ORF28	0.5714	3
ORF29	0.7143	6
ORF30	0.5714	4
ORF31	0.3571	1
ORF32	0.5	2
ORF33	0.6429	6
ORF34	0.4286	0
ORF35	0.7143	6
ORF36	0.6429	4
ORF37	0.5714	4
ORF38	0.2857	0
ORF39	0.5714	3
ORF40	0.3571	1
ORF41	0.6429	4
ORF42	0.5714	3
ORF43	0.5714	2
ORF44	0.7857	8
ORF45	0.5	3
ORF46	0.3571	1
ORF47	0.5714	3
ORF48	0.5714	3
ORF49	0.5714	4
ORF50	0.5	2
ORF51	0.4286	2
ORF52	0.6429	4
ORF53	0.2143	1
ORF54	0.3571	0
ORF55	0.5	2
ORF56	0.7143	6
ORF57	0.5714	1
ORF58	0.5	2
ORF59	0.5	2
ORF60	0.6429	4
ORF61	0.4286	2
ORF62	0.5	3
ORF63	0.5	4
ORF64	0.5	2
ORF65	0.5714	4
ORF66	0.5	4
