 	Nucl_A_5pUTR	Nucl_T_5pUTR	Nucl_G_5pUTR	Nucl_C_5pUTR
MSMEG_0608	0.1277	0.2128	0.4043	0.2553
MSMEG_0609	NA	NA	NA	NA
MSMEG_0610	NA	NA	NA	NA
MSMEG_0611	NA	NA	NA	NA
MSMEG_0612	NA	NA	NA	NA
MSMEG_0613	NA	NA	NA	NA
MSMEG_0614	NA	NA	NA	NA
MSMEG_0615	0.1842	0.1491	0.3684	0.2982
MSMEG_0616	NA	NA	NA	NA
MSMEG_0617	NA	NA	NA	NA
MSMEG_0618	NA	NA	NA	NA
MSMEG_0619	NA	NA	NA	NA
MSMEG_0620	NA	NA	NA	NA
MSMEG_0621	NA	NA	NA	NA
MSMEG_0622	NA	NA	NA	NA
MSMEG_0623	0.239	0.122	0.2732	0.3659
MSMEG_0624	NA	NA	NA	NA
MSMEG_0625	NA	NA	NA	NA
MSMEG_0626	NA	NA	NA	NA
MSMEG_0627	NA	NA	NA	NA
MSMEG_0628	NA	NA	NA	NA
MSMEG_0629	NA	NA	NA	NA
MSMEG_0630	NA	NA	NA	NA
MSMEG_0632	NA	NA	NA	NA
MSMEG_0633	NA	NA	NA	NA
MSMEG_0634	NA	NA	NA	NA
MSMEG_0635	NA	NA	NA	NA
MSMEG_0636	NA	NA	NA	NA
MSMEG_0637	NA	NA	NA	NA
MSMEG_0638	0	0.6667	0.3333	0
MSMEG_0639	NA	NA	NA	NA
MSMEG_0640	NA	NA	NA	NA
MSMEG_0641	0.2067	0.2	0.2667	0.3267
MSMEG_0642	NA	NA	NA	NA
MSMEG_0643	0.3333	0.1818	0.3333	0.1515
MSMEG_0644	NA	NA	NA	NA
MSMEG_0645	NA	NA	NA	NA
MSMEG_0646	NA	NA	NA	NA
MSMEG_0647	NA	NA	NA	NA
MSMEG_0648	NA	NA	NA	NA
MSMEG_0649	NA	NA	NA	NA
MSMEG_0650	NA	NA	NA	NA
MSMEG_0651	NA	NA	NA	NA
MSMEG_0652	NA	NA	NA	NA
MSMEG_0654	NA	NA	NA	NA
MSMEG_0655	NA	NA	NA	NA
MSMEG_0656	0.5	0	0	0.5
MSMEG_0657	NA	NA	NA	NA
MSMEG_0658	NA	NA	NA	NA
MSMEG_0659	NA	NA	NA	NA
MSMEG_0660	0.2581	0.0323	0.4194	0.2903
MSMEG_0661	0.2667	0.2533	0.24	0.24
MSMEG_0662	0.1503	0.1606	0.3368	0.3523
MSMEG_0663	0.25	0.175	0.375	0.2
MSMEG_0664	NA	NA	NA	NA
MSMEG_0665	NA	NA	NA	NA
MSMEG_0666	NA	NA	NA	NA
MSMEG_0667	0.275	0.15	0.3125	0.2625
MSMEG_0668	NA	NA	NA	NA
MSMEG_0669	NA	NA	NA	NA
MSMEG_0670	NA	NA	NA	NA
MSMEG_0671	0.2308	0.2308	0.2821	0.2564
MSMEG_0672	NA	NA	NA	NA
MSMEG_0673	0.2258	0.2366	0.2796	0.2581
MSMEG_0674	0.3571	0.1905	0.2619	0.1905
MSMEG_0675	NA	NA	NA	NA
MSMEG_0676	0.1739	0.2609	0.4783	0.087
MSMEG_0678	NA	NA	NA	NA
MSMEG_0679	0.2102	0.2045	0.3523	0.233
MSMEG_0680	NA	NA	NA	NA
MSMEG_0681	NA	NA	NA	NA
MSMEG_0682	NA	NA	NA	NA
MSMEG_0683	NA	NA	NA	NA
MSMEG_0684	NA	NA	NA	NA
MSMEG_0685	NA	NA	NA	NA
MSMEG_0686	NA	NA	NA	NA
MSMEG_0687	NA	NA	NA	NA
MSMEG_0688	NA	NA	NA	NA
MSMEG_0689	0.3472	0.125	0.2917	0.2361
MSMEG_0690	0.28	0.1733	0.28	0.2667
MSMEG_0691	NA	NA	NA	NA
MSMEG_0692	0.2857	0.0714	0.3571	0.2857
MSMEG_0693	NA	NA	NA	NA
MSMEG_0695	NA	NA	NA	NA
MSMEG_0696	NA	NA	NA	NA
MSMEG_0697	NA	NA	NA	NA
MSMEG_0698	0.1842	0.2105	0.3684	0.2368
MSMEG_0699	NA	NA	NA	NA
MSMEG_0700	0.1939	0.1204	0.3122	0.3735
MSMEG_0701	NA	NA	NA	NA
MSMEG_0702	NA	NA	NA	NA
MSMEG_0703	0.2137	0.1492	0.3669	0.2702
MSMEG_0704	0	0	1.0	0
MSMEG_0705	NA	NA	NA	NA
MSMEG_0706	NA	NA	NA	NA
MSMEG_0707	NA	NA	NA	NA
MSMEG_0708	NA	NA	NA	NA
MSMEG_0709	0.2793	0.1712	0.3063	0.2432
MSMEG_0710	NA	NA	NA	NA
MSMEG_0711	0.2222	0.1111	0.5	0.1667
MSMEG_0712	0.3214	0.0714	0.3571	0.25
MSMEG_0713	NA	NA	NA	NA
MSMEG_0714	NA	NA	NA	NA
MSMEG_0715	NA	NA	NA	NA
MSMEG_0716	0.1902	0.1924	0.2975	0.3199
MSMEG_0717	NA	NA	NA	NA
MSMEG_0718	NA	NA	NA	NA
MSMEG_0719	NA	NA	NA	NA
MSMEG_0720	NA	NA	NA	NA
MSMEG_0722	0.2437	0.2125	0.3063	0.2375
MSMEG_0723	NA	NA	NA	NA
MSMEG_0724	NA	NA	NA	NA
MSMEG_0725	NA	NA	NA	NA
MSMEG_0726	0.15	0.2	0.55	0.1
MSMEG_0727	NA	NA	NA	NA
MSMEG_0728	0.2339	0.1754	0.3275	0.2632
MSMEG_0729	NA	NA	NA	NA
MSMEG_0730	NA	NA	NA	NA
MSMEG_0731	NA	NA	NA	NA
MSMEG_0732	0.2857	0.2286	0.2857	0.2
MSMEG_0733	NA	NA	NA	NA
MSMEG_0734	0.6	0	0.4	0
MSMEG_0735	0	0	1.0	0
MSMEG_0736	0	0	1.0	0
MSMEG_0737	NA	NA	NA	NA
MSMEG_0738	NA	NA	NA	NA
MSMEG_0739	0.1382	0.1436	0.355	0.3631
MSMEG_0740	0.1594	0.1643	0.3382	0.3382
MSMEG_0741	NA	NA	NA	NA
MSMEG_0742	NA	NA	NA	NA
MSMEG_0743	NA	NA	NA	NA
MSMEG_0744	NA	NA	NA	NA
MSMEG_0745	NA	NA	NA	NA
MSMEG_0746	NA	NA	NA	NA
MSMEG_0747	NA	NA	NA	NA
MSMEG_0748	NA	NA	NA	NA
MSMEG_0749	NA	NA	NA	NA
MSMEG_0750	NA	NA	NA	NA
MSMEG_0751	NA	NA	NA	NA
MSMEG_0752	0.2292	0.1562	0.3229	0.2917
MSMEG_0753	0.3214	0.0357	0.4286	0.2143
MSMEG_0754	NA	NA	NA	NA
MSMEG_0755	NA	NA	NA	NA
MSMEG_0756	NA	NA	NA	NA
MSMEG_0757	NA	NA	NA	NA
MSMEG_0758	0.1579	0.218	0.3083	0.3158
MSMEG_0759	0.2045	0.1136	0.3864	0.2955
MSMEG_0760	NA	NA	NA	NA
MSMEG_0761	0	0	0.3333	0.6667
MSMEG_0762	NA	NA	NA	NA
MSMEG_0763	NA	NA	NA	NA
MSMEG_0764	0.1818	0.2061	0.3576	0.2545
MSMEG_0765	NA	NA	NA	NA
MSMEG_0766	0	0	0.6667	0.3333
MSMEG_0767	NA	NA	NA	NA
MSMEG_0768	NA	NA	NA	NA
MSMEG_0769	NA	NA	NA	NA
MSMEG_0770	NA	NA	NA	NA
MSMEG_0771	NA	NA	NA	NA
MSMEG_0772	NA	NA	NA	NA
MSMEG_0773	NA	NA	NA	NA
MSMEG_0775	NA	NA	NA	NA
MSMEG_0776	0.4118	0	0.2353	0.3529
MSMEG_0777	NA	NA	NA	NA
MSMEG_0778	NA	NA	NA	NA
MSMEG_0779	NA	NA	NA	NA
MSMEG_0780	NA	NA	NA	NA
MSMEG_0781	0.2667	0.2	0.2444	0.2889
MSMEG_0782	NA	NA	NA	NA
MSMEG_0783	NA	NA	NA	NA
MSMEG_0784	NA	NA	NA	NA
MSMEG_0785	NA	NA	NA	NA
MSMEG_0786	NA	NA	NA	NA
MSMEG_0787	0.1983	0.1294	0.3361	0.3361
MSMEG_0788	0.2692	0.1346	0.3654	0.2308
MSMEG_0789	NA	NA	NA	NA
MSMEG_0790	NA	NA	NA	NA
MSMEG_0791	0.2041	0.1327	0.3673	0.2959
MSMEG_0792	NA	NA	NA	NA
MSMEG_0793	NA	NA	NA	NA
MSMEG_0794	NA	NA	NA	NA
MSMEG_0795	NA	NA	NA	NA
MSMEG_0796	0.1678	0.1537	0.357	0.3215
MSMEG_0798	0.122	0.2195	0.3902	0.2683
MSMEG_0799	0.2585	0.2449	0.2721	0.2245
MSMEG_0800	NA	NA	NA	NA
MSMEG_0801	0.2243	0.1869	0.4206	0.1682
MSMEG_0802	NA	NA	NA	NA
MSMEG_0803	0.5	0	0	0.5
MSMEG_0804	NA	NA	NA	NA
MSMEG_0805	NA	NA	NA	NA
MSMEG_0806	0.1915	0.1517	0.3109	0.3458
MSMEG_0807	0.2137	0.1221	0.3053	0.3588
MSMEG_0808	NA	NA	NA	NA
MSMEG_0809	NA	NA	NA	NA
MSMEG_0810	NA	NA	NA	NA
MSMEG_0811	NA	NA	NA	NA
MSMEG_0812	NA	NA	NA	NA
MSMEG_0813	NA	NA	NA	NA
MSMEG_0814	0.2091	0.1545	0.3091	0.3273
MSMEG_0815	NA	NA	NA	NA
MSMEG_0816	NA	NA	NA	NA
MSMEG_0817	NA	NA	NA	NA
MSMEG_0818	0.2333	0.1667	0.2	0.4
MSMEG_0819	NA	NA	NA	NA
MSMEG_0820	NA	NA	NA	NA
MSMEG_0821	NA	NA	NA	NA
MSMEG_0822	NA	NA	NA	NA
MSMEG_0823	NA	NA	NA	NA
MSMEG_0824	NA	NA	NA	NA
MSMEG_0825	NA	NA	NA	NA
MSMEG_0826	0.2061	0.1576	0.3394	0.297
MSMEG_0827	NA	NA	NA	NA
MSMEG_0828	0.1974	0.1711	0.3289	0.3026
MSMEG_0829	NA	NA	NA	NA
MSMEG_0830	NA	NA	NA	NA
MSMEG_0831	NA	NA	NA	NA
MSMEG_0832	NA	NA	NA	NA
MSMEG_0833	0.28	0.2	0.32	0.2
MSMEG_0834	NA	NA	NA	NA
MSMEG_0835	NA	NA	NA	NA
MSMEG_0836	NA	NA	NA	NA
MSMEG_0837	NA	NA	NA	NA
MSMEG_0838	NA	NA	NA	NA
MSMEG_0839	0.1408	0.1408	0.3239	0.3944
MSMEG_0840	0.2011	0.2291	0.3128	0.257
MSMEG_0842	0.4583	0.0417	0.3333	0.1667
MSMEG_0843	NA	NA	NA	NA
MSMEG_0844	0.1667	0.1795	0.3333	0.3205
MSMEG_0845	NA	NA	NA	NA
MSMEG_0846	NA	NA	NA	NA
MSMEG_0847	NA	NA	NA	NA
MSMEG_0848	NA	NA	NA	NA
MSMEG_0849	0.1957	0.1087	0.4348	0.2609
MSMEG_0850	NA	NA	NA	NA
MSMEG_0851	NA	NA	NA	NA
MSMEG_0852	NA	NA	NA	NA
MSMEG_0853	NA	NA	NA	NA
MSMEG_0854	NA	NA	NA	NA
MSMEG_0855	0.2143	0.1429	0.3214	0.3214
MSMEG_0856	NA	NA	NA	NA
MSMEG_0857	NA	NA	NA	NA
MSMEG_0858	NA	NA	NA	NA
MSMEG_0859	0.359	0.2308	0.2308	0.1795
MSMEG_0860	NA	NA	NA	NA
MSMEG_0861	0	0	1.0	0
MSMEG_0862	0.1778	0.2	0.3111	0.3111
MSMEG_0863	NA	NA	NA	NA
MSMEG_0864	NA	NA	NA	NA
MSMEG_0865	NA	NA	NA	NA
MSMEG_0866	0.3158	0.1053	0.3684	0.2105
MSMEG_0867	NA	NA	NA	NA
MSMEG_0868	NA	NA	NA	NA
MSMEG_0869	NA	NA	NA	NA
MSMEG_0870	NA	NA	NA	NA
MSMEG_0871	NA	NA	NA	NA
MSMEG_0872	NA	NA	NA	NA
MSMEG_0873	NA	NA	NA	NA
MSMEG_0874	NA	NA	NA	NA
MSMEG_0875	NA	NA	NA	NA
MSMEG_0876	0.1628	0.1395	0.3023	0.3953
MSMEG_0877	NA	NA	NA	NA
MSMEG_0878	NA	NA	NA	NA
MSMEG_0879	NA	NA	NA	NA
MSMEG_0880	0.1799	0.1367	0.3237	0.3597
MSMEG_0881	NA	NA	NA	NA
MSMEG_0882	NA	NA	NA	NA
MSMEG_0883	NA	NA	NA	NA
MSMEG_0884	NA	NA	NA	NA
MSMEG_0885	NA	NA	NA	NA
MSMEG_0886	NA	NA	NA	NA
MSMEG_0887	NA	NA	NA	NA
MSMEG_0888	NA	NA	NA	NA
MSMEG_0889	NA	NA	NA	NA
MSMEG_0890	NA	NA	NA	NA
MSMEG_0891	NA	NA	NA	NA
MSMEG_0892	0.2066	0.1488	0.3719	0.2727
MSMEG_0893	NA	NA	NA	NA
MSMEG_0894	0.2982	0.1754	0.2456	0.2807
MSMEG_0895	0.2075	0.0377	0.3208	0.434
MSMEG_0896	0.2188	0.1679	0.2799	0.3333
MSMEG_0897	NA	NA	NA	NA
MSMEG_0898	NA	NA	NA	NA
MSMEG_0899	NA	NA	NA	NA
MSMEG_0900	0.2647	0.1765	0.3529	0.2059
MSMEG_0901	0.2512	0.1349	0.3163	0.2977
MSMEG_0902	NA	NA	NA	NA
MSMEG_0903	NA	NA	NA	NA
MSMEG_0904	NA	NA	NA	NA
MSMEG_0905	NA	NA	NA	NA
MSMEG_0906	NA	NA	NA	NA
MSMEG_0907	NA	NA	NA	NA
MSMEG_0908	NA	NA	NA	NA
MSMEG_0909	0.2449	0.0816	0.3878	0.2857
MSMEG_0910	NA	NA	NA	NA
MSMEG_0911	0.303	0.1515	0.2576	0.2879
MSMEG_0912	0.2462	0.1231	0.3846	0.2462
MSMEG_0913	0.2708	0.1562	0.2812	0.2917
MSMEG_0914	NA	NA	NA	NA
MSMEG_0915	NA	NA	NA	NA
MSMEG_0916	0.3929	0.1071	0.2857	0.2143
MSMEG_0917	NA	NA	NA	NA
MSMEG_0918	0.2571	0.1143	0.3714	0.2571
MSMEG_0919	0.3396	0.0755	0.2358	0.3491
MSMEG_0920	NA	NA	NA	NA
MSMEG_0921	NA	NA	NA	NA
MSMEG_0922	NA	NA	NA	NA
MSMEG_0923	NA	NA	NA	NA
MSMEG_0924	NA	NA	NA	NA
MSMEG_0925	NA	NA	NA	NA
MSMEG_0926	NA	NA	NA	NA
MSMEG_0927	NA	NA	NA	NA
MSMEG_0928	NA	NA	NA	NA
MSMEG_0929	NA	NA	NA	NA
MSMEG_0930	NA	NA	NA	NA
MSMEG_0931	NA	NA	NA	NA
MSMEG_0932	0.122	0.1777	0.2857	0.4146
MSMEG_0933	NA	NA	NA	NA
MSMEG_0934	NA	NA	NA	NA
MSMEG_0935	NA	NA	NA	NA
MSMEG_0936	NA	NA	NA	NA
MSMEG_0937	NA	NA	NA	NA
MSMEG_0938	NA	NA	NA	NA
MSMEG_0939	NA	NA	NA	NA
MSMEG_0940	0.2033	0.1585	0.3618	0.2764
MSMEG_0941	0.1517	0.1697	0.383	0.2956
MSMEG_0942	0.2115	0.1923	0.3077	0.2885
MSMEG_0943	NA	NA	NA	NA
MSMEG_0944	0.1026	0.2308	0.4359	0.2308
MSMEG_0945	0.2564	0.2308	0.3077	0.2051
MSMEG_0946	NA	NA	NA	NA
MSMEG_0947	0.1677	0.2112	0.4099	0.2112
MSMEG_0948	0.3023	0.093	0.3953	0.2093
MSMEG_0949	NA	NA	NA	NA
MSMEG_0950	NA	NA	NA	NA
MSMEG_0951	0.1641	0.1368	0.3374	0.3617
MSMEG_0952	0.2143	0.2143	0.4286	0.1429
MSMEG_0953	NA	NA	NA	NA
MSMEG_0954	NA	NA	NA	NA
MSMEG_0955	NA	NA	NA	NA
MSMEG_0956	NA	NA	NA	NA
MSMEG_0957	NA	NA	NA	NA
MSMEG_0958	NA	NA	NA	NA
MSMEG_0959	NA	NA	NA	NA
MSMEG_0960	NA	NA	NA	NA
MSMEG_0962	0.2432	0.1351	0.2973	0.3243
MSMEG_0963	NA	NA	NA	NA
MSMEG_0964	NA	NA	NA	NA
MSMEG_0965	0.2667	0.1852	0.3259	0.2222
MSMEG_0966	NA	NA	NA	NA
MSMEG_0967	NA	NA	NA	NA
MSMEG_0968	NA	NA	NA	NA
MSMEG_0969	NA	NA	NA	NA
MSMEG_0970	NA	NA	NA	NA
MSMEG_0971	NA	NA	NA	NA
MSMEG_0972	0.1763	0.1515	0.3257	0.3465
MSMEG_0973	NA	NA	NA	NA
MSMEG_0974	0.2101	0.1176	0.4202	0.2521
MSMEG_0975	0.2222	0.2222	0.4444	0.1111
MSMEG_0976	0.25	0.25	0.4167	0.0833
MSMEG_0977	NA	NA	NA	NA
MSMEG_0978	NA	NA	NA	NA
MSMEG_0979	NA	NA	NA	NA
MSMEG_0980	NA	NA	NA	NA
MSMEG_0981	NA	NA	NA	NA
MSMEG_0982	NA	NA	NA	NA
MSMEG_0983	NA	NA	NA	NA
MSMEG_0984	NA	NA	NA	NA
MSMEG_0985	0.1818	0.1515	0.3939	0.2727
MSMEG_0986	0.3333	0.0303	0.303	0.3333
MSMEG_0987	0.2571	0.2	0.4	0.1429
MSMEG_0988	NA	NA	NA	NA
MSMEG_0989	NA	NA	NA	NA
MSMEG_0990	0.1905	0.0952	0.381	0.3333
MSMEG_0991	0.1468	0.1988	0.3486	0.3058
MSMEG_0992	NA	NA	NA	NA
MSMEG_0993	NA	NA	NA	NA
MSMEG_0994	NA	NA	NA	NA
MSMEG_0995	NA	NA	NA	NA
MSMEG_0996	NA	NA	NA	NA
MSMEG_0997	NA	NA	NA	NA
MSMEG_0998	NA	NA	NA	NA
MSMEG_0999	0.2	0.1636	0.2909	0.3455
MSMEG_1000	NA	NA	NA	NA
MSMEG_1001	NA	NA	NA	NA
MSMEG_1002	0.2243	0.1869	0.4206	0.1682
MSMEG_1003	0.1737	0.2239	0.332	0.2703
MSMEG_1004	NA	NA	NA	NA
MSMEG_1005	0.3333	0.0833	0.25	0.3333
MSMEG_1006	NA	NA	NA	NA
MSMEG_1007	0.1818	0.0909	0.4545	0.2727
MSMEG_1008	0.1897	0.2069	0.2931	0.3103
MSMEG_1009	NA	NA	NA	NA
MSMEG_1010	NA	NA	NA	NA
MSMEG_1011	NA	NA	NA	NA
MSMEG_1012	0.325	0.175	0.225	0.275
MSMEG_1013	NA	NA	NA	NA
MSMEG_1014	NA	NA	NA	NA
MSMEG_1015	NA	NA	NA	NA
MSMEG_1016	NA	NA	NA	NA
MSMEG_1017	0.2039	0.1505	0.3204	0.3252
MSMEG_1019	0.2759	0.0862	0.2414	0.3966
MSMEG_1021	NA	NA	NA	NA
MSMEG_1022	NA	NA	NA	NA
MSMEG_1023	0.1705	0.1591	0.3295	0.3409
MSMEG_1024	NA	NA	NA	NA
MSMEG_1025	0.2308	0.1846	0.2923	0.2923
MSMEG_1026	NA	NA	NA	NA
MSMEG_1027	0.1176	0.2059	0.3382	0.3382
MSMEG_1028	0.3462	0.1154	0.2308	0.3077
MSMEG_1029	NA	NA	NA	NA
MSMEG_1030	0.2698	0.1111	0.2698	0.3492
MSMEG_1031	NA	NA	NA	NA
MSMEG_1032	NA	NA	NA	NA
MSMEG_1033	0.2545	0.1273	0.3636	0.2545
MSMEG_1034	0	0	1.0	0
MSMEG_1035	NA	NA	NA	NA
MSMEG_1037	0.2126	0.1969	0.315	0.2756
MSMEG_1038	NA	NA	NA	NA
MSMEG_1039	NA	NA	NA	NA
MSMEG_1041	NA	NA	NA	NA
MSMEG_1042	NA	NA	NA	NA
MSMEG_1043	NA	NA	NA	NA
MSMEG_1044	NA	NA	NA	NA
MSMEG_1045	NA	NA	NA	NA
MSMEG_1046	NA	NA	NA	NA
MSMEG_1047	NA	NA	NA	NA
MSMEG_1048	NA	NA	NA	NA
MSMEG_1049	NA	NA	NA	NA
MSMEG_1050	NA	NA	NA	NA
MSMEG_1051	0.1538	0.1731	0.4231	0.25
MSMEG_1052	0.3478	0.1739	0.2826	0.1957
MSMEG_1053	0.2667	0.1778	0.2	0.3556
MSMEG_1054	NA	NA	NA	NA
MSMEG_1055	NA	NA	NA	NA
MSMEG_1057	NA	NA	NA	NA
MSMEG_1058	0.1923	0.1923	0.4231	0.1923
MSMEG_1059	NA	NA	NA	NA
MSMEG_1060	0.3871	0.129	0.2581	0.2258
MSMEG_1061	NA	NA	NA	NA
MSMEG_1062	0.185	0.1442	0.3417	0.3292
MSMEG_1063	0.1389	0.1667	0.2778	0.4167
MSMEG_1064	NA	NA	NA	NA
MSMEG_1065	0.1522	0.1739	0.3043	0.3696
MSMEG_1066	NA	NA	NA	NA
MSMEG_1067	NA	NA	NA	NA
MSMEG_1068	NA	NA	NA	NA
MSMEG_1069	NA	NA	NA	NA
MSMEG_1070	NA	NA	NA	NA
MSMEG_1071	NA	NA	NA	NA
MSMEG_1072	NA	NA	NA	NA
MSMEG_1073	NA	NA	NA	NA
MSMEG_1074	0.2273	0.2727	0.3182	0.1818
MSMEG_1075	NA	NA	NA	NA
MSMEG_1076	0.2619	0.1667	0.3333	0.2381
MSMEG_1077	NA	NA	NA	NA
MSMEG_1078	NA	NA	NA	NA
MSMEG_1079	NA	NA	NA	NA
MSMEG_1080	NA	NA	NA	NA
MSMEG_1081	NA	NA	NA	NA
MSMEG_1082	0.2432	0.1081	0.4595	0.1892
MSMEG_1083	NA	NA	NA	NA
MSMEG_1084	NA	NA	NA	NA
MSMEG_1085	NA	NA	NA	NA
MSMEG_1086	NA	NA	NA	NA
MSMEG_1088	NA	NA	NA	NA
MSMEG_1089	0.1456	0.1262	0.3786	0.3495
MSMEG_1090	NA	NA	NA	NA
MSMEG_1091	NA	NA	NA	NA
MSMEG_1092	NA	NA	NA	NA
MSMEG_1093	NA	NA	NA	NA
MSMEG_1094	NA	NA	NA	NA
MSMEG_1095	NA	NA	NA	NA
MSMEG_1096	NA	NA	NA	NA
MSMEG_1097	NA	NA	NA	NA
MSMEG_1098	NA	NA	NA	NA
MSMEG_1099	NA	NA	NA	NA
MSMEG_1100	NA	NA	NA	NA
MSMEG_1101	NA	NA	NA	NA
MSMEG_1102	NA	NA	NA	NA
MSMEG_1103	NA	NA	NA	NA
MSMEG_1104	NA	NA	NA	NA
MSMEG_1106	NA	NA	NA	NA
MSMEG_1107	NA	NA	NA	NA
MSMEG_1108	NA	NA	NA	NA
MSMEG_1109	NA	NA	NA	NA
MSMEG_1110	NA	NA	NA	NA
MSMEG_1111	NA	NA	NA	NA
MSMEG_1112	0.1739	0.1087	0.3478	0.3696
MSMEG_1113	NA	NA	NA	NA
MSMEG_1114	0.3333	0.1667	0.375	0.125
MSMEG_1115	NA	NA	NA	NA
MSMEG_1116	0.25	0.3056	0.1944	0.25
MSMEG_1117	NA	NA	NA	NA
MSMEG_1118	0.2941	0.1765	0.2059	0.3235
MSMEG_1119	NA	NA	NA	NA
MSMEG_1120	NA	NA	NA	NA
MSMEG_1121	NA	NA	NA	NA
MSMEG_1122	NA	NA	NA	NA
MSMEG_1123	NA	NA	NA	NA
MSMEG_1124	NA	NA	NA	NA
MSMEG_1125	NA	NA	NA	NA
MSMEG_1126	NA	NA	NA	NA
MSMEG_1127	NA	NA	NA	NA
MSMEG_1128	NA	NA	NA	NA
MSMEG_1129	NA	NA	NA	NA
MSMEG_1130	NA	NA	NA	NA
MSMEG_1131	NA	NA	NA	NA
MSMEG_1132	NA	NA	NA	NA
MSMEG_1133	NA	NA	NA	NA
MSMEG_1134	0.2449	0.2449	0.3061	0.2041
MSMEG_1135	NA	NA	NA	NA
MSMEG_1136	NA	NA	NA	NA
MSMEG_1137	NA	NA	NA	NA
MSMEG_1138	0.2419	0.1935	0.3226	0.2419
MSMEG_1139	0.3204	0.1748	0.301	0.2039
MSMEG_1140	NA	NA	NA	NA
MSMEG_1141	0.1714	0.1857	0.4286	0.2143
MSMEG_1142	NA	NA	NA	NA
MSMEG_1143	NA	NA	NA	NA
MSMEG_1144	NA	NA	NA	NA
MSMEG_1145	NA	NA	NA	NA
MSMEG_1146	NA	NA	NA	NA
MSMEG_1147	NA	NA	NA	NA
MSMEG_1148	NA	NA	NA	NA
MSMEG_1149	NA	NA	NA	NA
MSMEG_1150	NA	NA	NA	NA
MSMEG_1151	NA	NA	NA	NA
MSMEG_1152	NA	NA	NA	NA
MSMEG_1153	0.2292	0.125	0.3125	0.3333
MSMEG_1154	NA	NA	NA	NA
MSMEG_1155	NA	NA	NA	NA
MSMEG_1156	NA	NA	NA	NA
MSMEG_1157	NA	NA	NA	NA
MSMEG_1158	NA	NA	NA	NA
MSMEG_1159	NA	NA	NA	NA
MSMEG_1160	NA	NA	NA	NA
MSMEG_1161	NA	NA	NA	NA
MSMEG_1162	NA	NA	NA	NA
MSMEG_1163	NA	NA	NA	NA
MSMEG_1165	0.3208	0.0755	0.3208	0.283
MSMEG_1167	0.2195	0.1951	0.3415	0.2439
MSMEG_1168	0.2353	0.1961	0.3725	0.1961
MSMEG_1169	0.2154	0.1692	0.2769	0.3385
MSMEG_1170	NA	NA	NA	NA
MSMEG_1171	NA	NA	NA	NA
MSMEG_1172	NA	NA	NA	NA
MSMEG_1173	NA	NA	NA	NA
MSMEG_1174	0.3182	0.1818	0.2273	0.2727
MSMEG_1175	NA	NA	NA	NA
MSMEG_1176	0	0.2	0.4	0.4
MSMEG_1177	0.1515	0.197	0.303	0.3485
MSMEG_1178	NA	NA	NA	NA
MSMEG_1179	NA	NA	NA	NA
MSMEG_1180	NA	NA	NA	NA
MSMEG_1181	NA	NA	NA	NA
MSMEG_1182	NA	NA	NA	NA
MSMEG_1183	NA	NA	NA	NA
MSMEG_1184	0.1429	0	0.8571	0
MSMEG_1185	0.2564	0.2821	0.2051	0.2564
MSMEG_1186	NA	NA	NA	NA
MSMEG_1187	NA	NA	NA	NA
MSMEG_1188	0.3333	0.0667	0.3333	0.2667
MSMEG_1189	0.2022	0.1798	0.3483	0.2697
MSMEG_1190	NA	NA	NA	NA
MSMEG_1191	0.3438	0.0312	0.3125	0.3125
MSMEG_1192	NA	NA	NA	NA
MSMEG_1193	0.1889	0.1922	0.2866	0.3322
MSMEG_1194	NA	NA	NA	NA
MSMEG_1195	0.2692	0.1538	0.3846	0.1923
MSMEG_1196	NA	NA	NA	NA
MSMEG_1197	NA	NA	NA	NA
MSMEG_1198	NA	NA	NA	NA
MSMEG_1199	0.375	0	0.4375	0.1875
MSMEG_1200	0.2955	0.1136	0.2955	0.2955
MSMEG_1201	0.3846	0	0.3846	0.2308
MSMEG_1202	NA	NA	NA	NA
MSMEG_1203	NA	NA	NA	NA
MSMEG_1204	0.3176	0.1294	0.3059	0.2471
MSMEG_1205	0.1786	0.2143	0.3393	0.2679
MSMEG_1206	0.2308	0.1026	0.2564	0.4103
MSMEG_1207	0.2144	0.151	0.3282	0.3063
MSMEG_1208	NA	NA	NA	NA
MSMEG_1209	NA	NA	NA	NA
MSMEG_1210	NA	NA	NA	NA
MSMEG_1211	0.2	0.0833	0.2333	0.4833
MSMEG_1212	0.3898	0.0678	0.2542	0.2881
MSMEG_1213	NA	NA	NA	NA
MSMEG_1214	NA	NA	NA	NA
MSMEG_1215	NA	NA	NA	NA
MSMEG_1216	NA	NA	NA	NA
MSMEG_1217	NA	NA	NA	NA
MSMEG_1218	NA	NA	NA	NA
MSMEG_1219	NA	NA	NA	NA
MSMEG_1220	0.2252	0.1656	0.2583	0.351
MSMEG_1221	NA	NA	NA	NA
MSMEG_1222	NA	NA	NA	NA
MSMEG_1223	0.2134	0.1825	0.2956	0.3085
MSMEG_1224	NA	NA	NA	NA
MSMEG_1225	NA	NA	NA	NA
MSMEG_1226	NA	NA	NA	NA
MSMEG_1227	NA	NA	NA	NA
MSMEG_1228	NA	NA	NA	NA
MSMEG_1229	NA	NA	NA	NA
MSMEG_1230	NA	NA	NA	NA
MSMEG_1231	NA	NA	NA	NA
MSMEG_1232	NA	NA	NA	NA
MSMEG_1234	NA	NA	NA	NA
