 	adja_AA_5pUTR	adja_AC_5pUTR	adja_AG_5pUTR	adja_AU_5pUTR	adja_CA_5pUTR	adja_CC_5pUTR	adja_CG_5pUTR	adja_CU_5pUTR	adja_GA_5pUTR	adja_GC_5pUTR	adja_GG_5pUTR	adja_GU_5pUTR	adja_UA_5pUTR	adja_UC_5pUTR	adja_UG_5pUTR	adja_UU_5pUTR
MSMEG_0210	0.0168	0.0812	0.0308	0.0336	0.0504	0.0756	0.1261	0.0588	0.07	0.0924	0.1008	0.0644	0.0252	0.0588	0.07	0.0448
MSMEG_0211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0218	0.1034	0.1379	0.1379	0.0	0.069	0.1379	0.069	0.0	0.2069	0.0345	0.0345	0.0345	0.0	0.0	0.0345	0.0
MSMEG_0219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0222	0.0541	0.1081	0.1081	0.027	0.1081	0.0	0.0541	0.0541	0.1081	0.027	0.027	0.1081	0.027	0.0811	0.0811	0.027
MSMEG_0223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0226	0.036	0.0647	0.0576	0.0216	0.0791	0.1295	0.0935	0.0647	0.0576	0.1367	0.0863	0.0288	0.0072	0.0432	0.0647	0.0288
MSMEG_0227	0.05	0.05	0.075	0.025	0.025	0.0625	0.1125	0.025	0.1	0.0625	0.1625	0.1	0.0125	0.05	0.075	0.0125
MSMEG_0228	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.0	0.0	0.2	0.1
MSMEG_0229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0232	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSMEG_0233	0.0	0.0952	0.0952	0.0	0.0476	0.0476	0.0	0.0952	0.0476	0.0476	0.0952	0.1429	0.0476	0.0476	0.1429	0.0476
MSMEG_0234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0240	0.0517	0.0517	0.069	0.023	0.0517	0.0805	0.1207	0.0287	0.0862	0.1092	0.1149	0.0747	0.0057	0.0402	0.0805	0.0115
MSMEG_0241	0.0294	0.0735	0.1324	0.0441	0.1029	0.0735	0.0735	0.0294	0.1176	0.0882	0.1029	0.0147	0.0147	0.0588	0.0147	0.0294
MSMEG_0242	0.0235	0.0657	0.0329	0.0516	0.0516	0.0751	0.1408	0.0282	0.0704	0.0751	0.0986	0.0657	0.0282	0.0798	0.0376	0.0751
MSMEG_0243	0.0366	0.0488	0.0366	0.0488	0.0366	0.0976	0.1098	0.061	0.0854	0.1098	0.061	0.0366	0.0244	0.0488	0.0732	0.0854
MSMEG_0244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0245	0.0355	0.0709	0.0284	0.0355	0.0426	0.1135	0.1064	0.0496	0.0851	0.0851	0.078	0.0709	0.0071	0.0426	0.0993	0.0496
MSMEG_0246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0250	0.0351	0.0658	0.057	0.0329	0.0614	0.0636	0.1118	0.0592	0.0789	0.1053	0.0921	0.0526	0.0175	0.0614	0.0658	0.0395
MSMEG_0251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0253	0.0312	0.0625	0.0521	0.0521	0.0938	0.1146	0.0729	0.0417	0.0625	0.0729	0.0833	0.0521	0.0104	0.0625	0.0625	0.0729
MSMEG_0254	0.0	0.0	0.0	0.0	0.0	0.0	0.4444	0.0	0.0	0.3333	0.2222	0.0	0.0	0.0	0.0	0.0
MSMEG_0255	0.0938	0.0625	0.0781	0.0156	0.0625	0.0625	0.0781	0.0312	0.0625	0.0781	0.1094	0.0781	0.0312	0.0312	0.0625	0.0625
MSMEG_0256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0264	0.0108	0.0486	0.0378	0.0378	0.0649	0.0432	0.1351	0.0432	0.0541	0.1189	0.1514	0.0757	0.0054	0.0757	0.0757	0.0216
MSMEG_0265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0268	0.0385	0.0385	0.0385	0.0385	0.0385	0.0385	0.1154	0.0385	0.0385	0.1154	0.2308	0.0769	0.0385	0.0385	0.0769	0.0
MSMEG_0269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0270	0.0174	0.0783	0.0522	0.0609	0.087	0.0435	0.1304	0.0348	0.0957	0.1217	0.0957	0.0435	0.0087	0.0522	0.0783	0.0
MSMEG_0271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0282	0.0299	0.0896	0.0448	0.0299	0.0746	0.1194	0.1642	0.0597	0.0746	0.1343	0.0299	0.0299	0.0149	0.0746	0.0299	0.0
MSMEG_0283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0285	0.0	0.0189	0.1509	0.0377	0.0377	0.0377	0.1321	0.0189	0.1321	0.1321	0.1321	0.0566	0.0377	0.0377	0.0377	0.0
MSMEG_0286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0290	0.0596	0.0861	0.0464	0.0464	0.0795	0.0728	0.1126	0.0331	0.0795	0.0927	0.1391	0.0199	0.0199	0.0464	0.0331	0.0331
MSMEG_0291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0296	0.0	0.15	0.1	0.0	0.1	0.0	0.15	0.0	0.15	0.15	0.2	0.0	0.0	0.0	0.0	0.0
MSMEG_0297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0299	0.0469	0.0781	0.0469	0.0469	0.1094	0.0938	0.1562	0.0156	0.0625	0.1406	0.0938	0.0312	0.0	0.0625	0.0156	0.0
MSMEG_0300	0.032	0.032	0.072	0.032	0.048	0.048	0.128	0.048	0.08	0.12	0.112	0.08	0.008	0.08	0.072	0.008
MSMEG_0301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0303	0.0667	0.0667	0.0667	0.0667	0.0	0.0	0.0667	0.0	0.2667	0.0	0.1333	0.0667	0.0	0.0	0.1333	0.0667
MSMEG_0304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0305	0.0606	0.1212	0.0606	0.0303	0.1212	0.1515	0.0606	0.0	0.0606	0.0	0.1212	0.0606	0.0	0.0909	0.0	0.0606
MSMEG_0306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0309	0.0588	0.0588	0.1471	0.0	0.0882	0.0	0.0294	0.0294	0.0882	0.0	0.1176	0.1471	0.0294	0.0882	0.0294	0.0882
MSMEG_0311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0314	0.012	0.0	0.0723	0.0964	0.0482	0.1566	0.0602	0.1325	0.0723	0.0723	0.0241	0.0	0.0482	0.1687	0.0241	0.012
MSMEG_0315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0317	0.0351	0.0702	0.1053	0.0	0.0702	0.0877	0.0877	0.0175	0.0877	0.0526	0.1579	0.0877	0.0175	0.0526	0.0175	0.0526
MSMEG_0318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0321	0.0233	0.0698	0.1163	0.0	0.0	0.0465	0.1395	0.0233	0.186	0.0698	0.186	0.0698	0.0	0.0233	0.0465	0.0
MSMEG_0323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0331	0.1111	0.1111	0.037	0.0	0.0	0.0741	0.1852	0.037	0.037	0.1111	0.0	0.0741	0.0741	0.037	0.0	0.1111
MSMEG_0332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0341	0.065	0.1057	0.0569	0.0163	0.0976	0.0732	0.0976	0.065	0.0732	0.0976	0.065	0.0325	0.0163	0.0569	0.0407	0.0407
MSMEG_0342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MSMEG_0344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0348	0.069	0.0966	0.0552	0.0345	0.0759	0.0621	0.069	0.0828	0.069	0.069	0.0966	0.0345	0.0345	0.0621	0.0552	0.0345
MSMEG_0349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0358	0.0	0.0714	0.1071	0.0357	0.1786	0.0357	0.0714	0.0357	0.0357	0.0357	0.0714	0.1071	0.0	0.1786	0.0	0.0357
MSMEG_0359	0.0226	0.0339	0.0452	0.0169	0.0395	0.0847	0.1299	0.0734	0.0395	0.1299	0.1017	0.0791	0.0113	0.0791	0.0791	0.0339
MSMEG_0360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0363	0.0	0.1429	0.0	0.0	0.0	0.2857	0.0	0.1429	0.0	0.0	0.0	0.1429	0.1429	0.0	0.0	0.1429
MSMEG_0364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0366	0.025	0.075	0.05	0.025	0.05	0.1	0.125	0.025	0.1	0.075	0.15	0.075	0.0	0.05	0.075	0.0
MSMEG_0367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0368	0.0323	0.0968	0.0645	0.0645	0.0645	0.0	0.129	0.0323	0.1613	0.129	0.129	0.0	0.0	0.0323	0.0645	0.0
MSMEG_0369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0372	0.1212	0.0606	0.1515	0.0	0.0606	0.0303	0.0909	0.0303	0.1212	0.1212	0.0606	0.0606	0.0606	0.0	0.0303	0.0
MSMEG_0373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0376	0.0	0.0556	0.0556	0.0556	0.0556	0.1111	0.0833	0.0833	0.0556	0.1111	0.0833	0.0278	0.0556	0.0833	0.0278	0.0556
MSMEG_0377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0380	0.0	0.0206	0.0619	0.0619	0.0412	0.1031	0.0928	0.0412	0.0825	0.1134	0.1031	0.0619	0.0206	0.0515	0.0928	0.0515
MSMEG_0381	0.1194	0.0597	0.0746	0.0149	0.0597	0.1343	0.0597	0.0896	0.0896	0.0746	0.0448	0.0299	0.0	0.0896	0.0448	0.0149
MSMEG_0382	0.0254	0.0416	0.0416	0.0485	0.0647	0.0716	0.1062	0.0624	0.0577	0.0901	0.0878	0.0831	0.0092	0.1016	0.0808	0.0277
MSMEG_0383	0.0579	0.0661	0.0661	0.0165	0.0496	0.0496	0.0826	0.0331	0.0909	0.0331	0.0992	0.0909	0.0	0.0744	0.0661	0.124
MSMEG_0384	0.0602	0.0964	0.0843	0.0241	0.0964	0.1205	0.0723	0.0602	0.0843	0.0964	0.0361	0.0361	0.0241	0.0482	0.0482	0.012
MSMEG_0385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0386	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSMEG_0387	0.0435	0.058	0.058	0.029	0.058	0.0725	0.1304	0.0507	0.058	0.1014	0.0435	0.0652	0.0217	0.0797	0.0435	0.087
MSMEG_0388	0.0174	0.087	0.0696	0.0609	0.0261	0.0609	0.087	0.0609	0.1478	0.0609	0.0435	0.0435	0.0435	0.0348	0.087	0.0696
MSMEG_0389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0392	0.0268	0.047	0.0604	0.0268	0.0201	0.0604	0.1342	0.0604	0.0738	0.0805	0.0604	0.094	0.0403	0.0872	0.0537	0.0738
MSMEG_0393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0398	0.0373	0.0224	0.1194	0.0149	0.0224	0.0075	0.0821	0.0672	0.1119	0.1045	0.1194	0.0746	0.0224	0.0448	0.0896	0.0597
MSMEG_0399	0.1	0.0625	0.0375	0.05	0.025	0.075	0.1125	0.025	0.075	0.1	0.05	0.075	0.0375	0.0125	0.1	0.0625
MSMEG_0400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0402	0.049	0.085	0.0523	0.0556	0.0882	0.0556	0.0915	0.0327	0.0719	0.0719	0.0784	0.0621	0.0294	0.0588	0.0621	0.0556
MSMEG_0403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0404	0.1538	0.0769	0.1538	0.0	0.0	0.1538	0.0	0.0	0.2308	0.0	0.2308	0.0	0.0	0.0	0.0	0.0
MSMEG_0405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0406	0.0843	0.0602	0.0723	0.0361	0.0482	0.0602	0.0602	0.0482	0.0602	0.0361	0.1084	0.0964	0.0723	0.0602	0.0482	0.0482
MSMEG_0407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0408	0.0513	0.0513	0.0513	0.0513	0.0641	0.0769	0.1154	0.0256	0.0769	0.0769	0.141	0.0513	0.0128	0.0897	0.0256	0.0385
MSMEG_0409	0.0517	0.0517	0.0517	0.0345	0.0517	0.0862	0.1207	0.0345	0.069	0.1379	0.1897	0.0172	0.0172	0.0172	0.0345	0.0345
MSMEG_0410	0.0326	0.0591	0.0346	0.0631	0.0713	0.0896	0.1202	0.0407	0.057	0.0957	0.0916	0.053	0.0285	0.0794	0.0509	0.0326
MSMEG_0411	0.05	0.1	0.05	0.0667	0.1167	0.0667	0.1167	0.05	0.0667	0.0667	0.0333	0.05	0.0167	0.1167	0.0333	0.0
MSMEG_0412	0.0	0.0741	0.1481	0.0	0.037	0.037	0.0741	0.0	0.1111	0.0741	0.1481	0.1481	0.037	0.0	0.1111	0.0
MSMEG_0413	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSMEG_0414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5
MSMEG_0416	0.1935	0.0645	0.129	0.0323	0.129	0.0645	0.0645	0.0323	0.0968	0.129	0.0323	0.0	0.0	0.0323	0.0	0.0
MSMEG_0417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0419	0.0523	0.1144	0.0392	0.0294	0.0686	0.098	0.1536	0.0294	0.1013	0.0882	0.0719	0.0392	0.0131	0.0523	0.0327	0.0163
MSMEG_0420	0.0	0.12	0.12	0.0	0.12	0.16	0.04	0.04	0.12	0.04	0.08	0.04	0.0	0.08	0.0	0.04
MSMEG_0421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
