 	fprUTRlast30nt_plusStartCodon_all_StartCodon_UnpairedProb
MSMEG_4613	NA
MSMEG_4614	0.9847
MSMEG_4617	NA
MSMEG_4618	0.4252
MSMEG_4619	NA
MSMEG_4620	NA
MSMEG_4621	NA
MSMEG_4622	NA
MSMEG_4623	NA
MSMEG_4624	NA
MSMEG_4625	0.9450
MSMEG_4626	0.2951
MSMEG_4627	NA
MSMEG_4628	0.9972
MSMEG_4630	NA
MSMEG_4631	0.9804
MSMEG_4632	NA
MSMEG_4633	NA
MSMEG_4634	NA
MSMEG_4635	NA
MSMEG_4636	NA
MSMEG_4637	NA
MSMEG_4638	NA
MSMEG_4639	NA
MSMEG_4640	0.9979
MSMEG_4641	NA
MSMEG_4642	NA
MSMEG_4643	0.5935
MSMEG_4644	NA
MSMEG_4645	0.9169
MSMEG_4646	0.7166
MSMEG_4647	0.0033
MSMEG_4648	NA
MSMEG_4649	NA
MSMEG_4650	NA
MSMEG_4651	NA
MSMEG_4652	NA
MSMEG_4653	NA
MSMEG_4654	0.8073
MSMEG_4655	0.9589
MSMEG_4656	NA
MSMEG_4657	0.9960
MSMEG_4658	0.9946
MSMEG_4659	0.9172
MSMEG_4660	NA
MSMEG_4661	0.3959
MSMEG_4662	NA
MSMEG_4663	NA
MSMEG_4664	NA
MSMEG_4665	NA
MSMEG_4666	NA
MSMEG_4667	NA
MSMEG_4668	NA
MSMEG_4669	NA
MSMEG_4670	NA
MSMEG_4671	0.9697
MSMEG_4672	NA
MSMEG_4673	0.6257
MSMEG_4674	NA
MSMEG_4677	NA
MSMEG_4678	NA
MSMEG_4679	0.9540
MSMEG_4680	NA
MSMEG_4681	NA
MSMEG_4682	NA
MSMEG_4683	NA
MSMEG_4684	NA
MSMEG_4685	NA
MSMEG_4686	NA
MSMEG_4687	NA
MSMEG_4688	0.9605
MSMEG_4689	0.9446
MSMEG_4690	NA
MSMEG_4691	NA
MSMEG_4692	NA
MSMEG_4693	NA
MSMEG_4694	0.1211
MSMEG_4695	NA
MSMEG_4696	NA
MSMEG_4697	NA
MSMEG_4698	0.8454
MSMEG_4699	0.9932
MSMEG_4700	0.9253
MSMEG_4701	NA
MSMEG_4702	NA
MSMEG_4703	NA
MSMEG_4704	NA
MSMEG_4705	0.9469
MSMEG_4707	NA
MSMEG_4708	NA
MSMEG_4709	NA
MSMEG_4710	NA
MSMEG_4711	NA
MSMEG_4712	0.0008
MSMEG_4713	NA
MSMEG_4714	NA
MSMEG_4715	NA
MSMEG_4716	NA
MSMEG_4717	0.9905
MSMEG_4718	0.8218
MSMEG_4719	NA
MSMEG_4720	NA
MSMEG_4721	NA
MSMEG_4722	NA
MSMEG_4723	0.9959
MSMEG_4724	NA
MSMEG_4726	NA
MSMEG_4727	NA
MSMEG_4728	NA
MSMEG_4729	NA
MSMEG_4730	NA
MSMEG_4731	NA
MSMEG_4732	NA
MSMEG_4733	NA
MSMEG_4734	NA
MSMEG_4735	NA
MSMEG_4736	NA
MSMEG_4737	0.1227
MSMEG_4738	0.6882
MSMEG_4739	NA
MSMEG_4740	0.7375
MSMEG_4741	0.9946
MSMEG_4742	0.9911
MSMEG_4743	0.4285
MSMEG_4744	NA
MSMEG_4745	NA
MSMEG_4747	NA
MSMEG_4748	0.1018
MSMEG_4749	NA
MSMEG_4750	NA
MSMEG_4751	0.4082
MSMEG_4752	0.0719
MSMEG_4753	0.9906
MSMEG_4754	NA
MSMEG_4755	NA
MSMEG_4756	NA
MSMEG_4757	NA
MSMEG_4758	NA
MSMEG_4759	NA
MSMEG_4760	NA
MSMEG_4761	NA
MSMEG_4762	NA
MSMEG_4763	0.5866
MSMEG_4764	NA
MSMEG_4765	NA
MSMEG_4766	NA
MSMEG_4767	0.0480
MSMEG_4768	NA
MSMEG_4769	NA
MSMEG_4770	NA
MSMEG_4771	0.9874
MSMEG_4772	NA
MSMEG_4773	NA
MSMEG_4774	NA
MSMEG_4775	NA
MSMEG_4776	0.9661
MSMEG_4777	NA
MSMEG_4778	NA
MSMEG_4779	0.8708
MSMEG_4780	NA
MSMEG_4781	NA
MSMEG_4782	NA
MSMEG_4783	NA
MSMEG_4784	0.2307
MSMEG_4785	NA
MSMEG_4786	NA
MSMEG_4787	NA
MSMEG_4788	NA
MSMEG_4789	NA
MSMEG_4790	NA
MSMEG_4791	0.9541
MSMEG_4792	NA
MSMEG_4793	NA
MSMEG_4794	NA
MSMEG_4795	NA
MSMEG_4796	NA
MSMEG_4797	0.9972
MSMEG_4798	NA
MSMEG_4799	NA
MSMEG_4800	0.8025
MSMEG_4801	NA
MSMEG_4802	NA
MSMEG_4803	NA
MSMEG_4804	0.9673
MSMEG_4805	NA
MSMEG_4806	NA
MSMEG_4807	0.0199
MSMEG_4808	NA
MSMEG_4809	NA
MSMEG_4810	NA
MSMEG_4811	NA
MSMEG_4812	NA
MSMEG_4813	NA
MSMEG_4814	NA
MSMEG_4815	NA
MSMEG_4816	NA
MSMEG_4817	NA
MSMEG_4818	NA
MSMEG_4819	NA
MSMEG_4820	NA
MSMEG_4821	NA
MSMEG_4822	NA
MSMEG_4823	NA
MSMEG_4824	NA
MSMEG_4825	NA
MSMEG_4826	NA
MSMEG_4827	NA
MSMEG_4828	NA
MSMEG_4829	0.9194
MSMEG_4830	NA
MSMEG_4831	NA
MSMEG_4832	NA
MSMEG_4833	NA
MSMEG_4834	NA
MSMEG_4835	0.9097
MSMEG_4836	NA
MSMEG_4837	NA
MSMEG_4838	NA
MSMEG_4839	0.4285
MSMEG_4840	NA
MSMEG_4841	NA
MSMEG_4842	NA
MSMEG_4843	NA
MSMEG_4844	NA
MSMEG_4845	NA
MSMEG_4846	NA
MSMEG_4847	0.7941
MSMEG_4848	NA
MSMEG_4849	0.9736
MSMEG_4850	NA
MSMEG_4851	NA
MSMEG_4852	NA
MSMEG_4853	NA
MSMEG_4854	NA
MSMEG_4855	NA
MSMEG_4856	NA
MSMEG_4857	NA
MSMEG_4858	NA
MSMEG_4859	NA
MSMEG_4860	NA
MSMEG_4861	NA
MSMEG_4862	NA
MSMEG_4863	NA
MSMEG_4864	NA
MSMEG_4865	NA
MSMEG_4866	NA
MSMEG_4867	NA
MSMEG_4868	0.1684
MSMEG_4869	NA
MSMEG_4870	NA
MSMEG_4871	NA
MSMEG_4872	NA
MSMEG_4873	NA
MSMEG_4874	NA
MSMEG_4875	NA
MSMEG_4876	NA
MSMEG_4877	NA
MSMEG_4878	NA
MSMEG_4879	NA
MSMEG_4880	0.9993
MSMEG_4881	NA
MSMEG_4882	NA
MSMEG_4883	NA
MSMEG_4884	NA
MSMEG_4885	NA
MSMEG_4886	NA
MSMEG_4887	NA
MSMEG_4888	NA
MSMEG_4889	NA
MSMEG_4890	NA
MSMEG_4891	0.7383
MSMEG_4892	NA
MSMEG_4893	NA
MSMEG_4894	NA
MSMEG_4895	NA
MSMEG_4896	NA
MSMEG_4898	NA
MSMEG_4899	NA
MSMEG_4900	NA
MSMEG_4901	NA
MSMEG_4902	NA
MSMEG_4903	NA
MSMEG_4904	0.9983
MSMEG_4905	NA
MSMEG_4906	NA
MSMEG_4907	0.9973
MSMEG_4908	NA
MSMEG_4909	NA
MSMEG_4910	NA
MSMEG_4911	NA
MSMEG_4912	NA
MSMEG_4913	NA
MSMEG_4914	NA
MSMEG_4915	NA
MSMEG_4916	0.0823
MSMEG_4917	0.0316
MSMEG_4918	NA
MSMEG_4919	NA
MSMEG_4920	NA
MSMEG_4921	NA
MSMEG_4922	NA
MSMEG_4923	NA
MSMEG_4924	NA
MSMEG_4925	NA
MSMEG_4926	0.2654
MSMEG_4927	0.9541
MSMEG_4928	NA
MSMEG_4932	NA
MSMEG_4933	0.6668
MSMEG_4934	NA
MSMEG_4935	0.8769
MSMEG_4936	NA
MSMEG_4937	NA
MSMEG_4938	0.9596
MSMEG_4939	0.9335
MSMEG_4940	NA
MSMEG_4941	0.9876
MSMEG_4942	NA
MSMEG_4943	0.0988
MSMEG_4944	NA
MSMEG_4945	0.2654
MSMEG_4946	0.9541
MSMEG_4947	NA
MSMEG_4948	NA
MSMEG_4949	NA
MSMEG_4950	NA
MSMEG_4951	0.9260
MSMEG_4952	NA
MSMEG_4953	0.1933
MSMEG_4954	0.0288
MSMEG_4955	NA
MSMEG_4956	0.9898
MSMEG_4957	NA
MSMEG_4958	0.9915
MSMEG_4959	NA
MSMEG_4961	0.9966
MSMEG_4962	NA
MSMEG_4963	NA
MSMEG_4964	NA
MSMEG_4965	NA
MSMEG_4966	NA
MSMEG_4967	NA
MSMEG_4968	NA
MSMEG_4969	NA
MSMEG_4970	NA
MSMEG_4971	0.7308
MSMEG_4972	NA
MSMEG_4973	NA
MSMEG_4974	NA
MSMEG_4975	NA
MSMEG_4976	NA
MSMEG_4977	NA
MSMEG_4978	NA
MSMEG_4979	0.6509
MSMEG_4980	NA
MSMEG_4981	NA
MSMEG_4982	NA
MSMEG_4983	NA
MSMEG_4984	NA
MSMEG_4985	NA
MSMEG_4986	NA
MSMEG_4987	NA
MSMEG_4988	NA
MSMEG_4989	0.1132
MSMEG_4990	NA
MSMEG_4991	1.0000
MSMEG_4992	NA
MSMEG_4993	0.5625
MSMEG_4994	NA
MSMEG_4995	NA
MSMEG_4996	NA
MSMEG_4997	NA
MSMEG_4998	NA
MSMEG_4999	NA
MSMEG_5000	0.8359
MSMEG_5001	NA
MSMEG_5002	NA
MSMEG_5003	NA
MSMEG_5004	0.7025
MSMEG_5005	NA
MSMEG_5006	NA
MSMEG_5007	NA
MSMEG_5008	NA
MSMEG_5009	NA
MSMEG_5010	NA
MSMEG_5011	NA
MSMEG_5012	NA
MSMEG_5013	0.9964
MSMEG_5014	NA
MSMEG_5015	NA
MSMEG_5016	0.8847
MSMEG_5017	NA
MSMEG_5018	NA
MSMEG_5019	NA
MSMEG_5020	NA
MSMEG_5021	NA
MSMEG_5022	NA
MSMEG_5023	NA
MSMEG_5024	NA
MSMEG_5025	NA
MSMEG_5026	NA
MSMEG_5027	NA
MSMEG_5028	NA
MSMEG_5029	NA
MSMEG_5030	NA
MSMEG_5031	NA
MSMEG_5032	NA
MSMEG_5034	NA
MSMEG_5035	NA
MSMEG_5036	NA
MSMEG_5037	NA
MSMEG_5038	NA
MSMEG_5039	NA
MSMEG_5040	NA
MSMEG_5041	NA
MSMEG_5042	NA
MSMEG_5043	NA
MSMEG_5044	NA
MSMEG_5045	NA
MSMEG_5046	NA
MSMEG_5047	NA
MSMEG_5048	0.9917
MSMEG_5049	0.9898
MSMEG_5050	NA
MSMEG_5051	NA
MSMEG_5052	NA
MSMEG_5053	0.0043
MSMEG_5054	0.8703
MSMEG_5055	NA
MSMEG_5056	NA
MSMEG_5057	0.8431
MSMEG_5058	NA
MSMEG_5059	0.9646
MSMEG_5060	0.5391
MSMEG_5061	0.7418
MSMEG_5062	0.9505
MSMEG_5063	NA
MSMEG_5064	NA
MSMEG_5065	NA
MSMEG_5066	NA
MSMEG_5067	0.1743
MSMEG_5068	NA
MSMEG_5069	NA
MSMEG_5070	0.3779
MSMEG_5071	NA
MSMEG_5072	0.1141
MSMEG_5073	0.9989
MSMEG_5074	NA
MSMEG_5075	NA
MSMEG_5076	NA
MSMEG_5077	NA
MSMEG_5078	NA
MSMEG_5079	NA
MSMEG_5080	0.9407
MSMEG_5081	0.8102
MSMEG_5082	NA
MSMEG_5083	NA
MSMEG_5084	NA
MSMEG_5085	NA
MSMEG_5086	0.7143
MSMEG_5087	NA
MSMEG_5088	NA
MSMEG_5089	NA
MSMEG_5090	0.7855
MSMEG_5091	0.8965
MSMEG_5092	NA
MSMEG_5093	NA
MSMEG_5094	NA
MSMEG_5095	NA
MSMEG_5096	NA
MSMEG_5097	NA
MSMEG_5098	NA
MSMEG_5099	NA
MSMEG_5100	0.2735
MSMEG_5101	NA
MSMEG_5102	0.9948
MSMEG_5103	NA
MSMEG_5104	NA
MSMEG_5105	NA
MSMEG_5106	NA
MSMEG_5107	NA
MSMEG_5108	NA
MSMEG_5109	NA
MSMEG_5110	NA
MSMEG_5111	0.9004
MSMEG_5112	NA
MSMEG_5114	NA
MSMEG_5115	NA
MSMEG_5116	NA
MSMEG_5117	NA
MSMEG_5118	NA
MSMEG_5119	0.9214
MSMEG_5120	NA
MSMEG_5121	NA
MSMEG_5122	0.2463
MSMEG_5124	0.0480
MSMEG_5125	NA
MSMEG_5126	NA
MSMEG_5127	0.7203
MSMEG_5128	0.0667
MSMEG_5129	NA
MSMEG_5130	NA
MSMEG_5131	0.7631
MSMEG_5132	NA
MSMEG_5133	NA
MSMEG_5134	0.0670
MSMEG_5135	NA
MSMEG_5136	NA
MSMEG_5137	NA
MSMEG_5138	NA
MSMEG_5139	NA
MSMEG_5140	NA
MSMEG_5141	NA
MSMEG_5142	NA
MSMEG_5143	NA
MSMEG_5144	0.5925
MSMEG_5145	0.4515
MSMEG_5146	NA
MSMEG_5147	NA
MSMEG_5148	NA
MSMEG_5149	0.0076
MSMEG_5150	NA
MSMEG_5151	NA
MSMEG_5152	NA
MSMEG_5153	NA
MSMEG_5154	0.9821
MSMEG_5155	NA
MSMEG_5156	NA
MSMEG_5157	0.8868
MSMEG_5158	NA
MSMEG_5159	0.9959
MSMEG_5160	NA
MSMEG_5161	NA
MSMEG_5162	0.6970
MSMEG_5163	NA
MSMEG_5164	NA
MSMEG_5165	0.0121
MSMEG_5166	NA
MSMEG_5167	NA
MSMEG_5168	NA
MSMEG_5169	NA
MSMEG_5170	NA
MSMEG_5171	NA
MSMEG_5172	NA
MSMEG_5173	0.6766
MSMEG_5174	NA
MSMEG_5175	NA
MSMEG_5176	NA
MSMEG_5177	NA
MSMEG_5178	NA
MSMEG_5179	NA
MSMEG_5180	NA
MSMEG_5181	NA
MSMEG_5182	NA
MSMEG_5183	NA
MSMEG_5184	0.8992
MSMEG_5185	NA
MSMEG_5186	NA
MSMEG_5187	NA
MSMEG_5188	NA
MSMEG_5189	NA
MSMEG_5190	NA
MSMEG_5191	NA
MSMEG_5192	NA
MSMEG_5193	NA
MSMEG_5194	NA
MSMEG_5195	NA
MSMEG_5196	0.9643
MSMEG_5197	NA
MSMEG_5198	NA
MSMEG_5199	0.7348
MSMEG_5200	NA
MSMEG_5201	NA
MSMEG_5202	NA
MSMEG_5203	NA
MSMEG_5204	NA
MSMEG_5205	NA
MSMEG_5206	NA
MSMEG_5207	0.8712
MSMEG_5208	0.1128
MSMEG_5209	NA
MSMEG_5210	NA
MSMEG_5211	0.0196
MSMEG_5212	NA
MSMEG_5213	NA
MSMEG_5214	NA
MSMEG_5215	NA
MSMEG_5216	0.8336
MSMEG_5217	NA
MSMEG_5218	NA
MSMEG_5219	0.3260
MSMEG_5220	0.9900
MSMEG_5221	NA
MSMEG_5222	NA
MSMEG_5223	NA
MSMEG_5224	NA
MSMEG_5225	NA
MSMEG_5226	NA
MSMEG_5227	NA
MSMEG_5228	NA
MSMEG_5229	0.7156
MSMEG_5230	NA
MSMEG_5231	0.5713
MSMEG_5232	NA
MSMEG_5233	1.0000
MSMEG_5234	NA
MSMEG_5235	NA
MSMEG_5236	0.8319
MSMEG_5237	NA
MSMEG_5238	NA
MSMEG_5239	NA
MSMEG_5240	NA
MSMEG_5241	0.9604
MSMEG_5242	NA
MSMEG_5243	NA
MSMEG_5244	NA
MSMEG_5245	NA
MSMEG_5246	NA
MSMEG_5247	NA
MSMEG_5248	NA
MSMEG_5249	NA
MSMEG_5250	NA
MSMEG_5251	NA
MSMEG_5252	NA
MSMEG_5253	NA
MSMEG_5254	NA
MSMEG_5255	NA
MSMEG_5256	NA
MSMEG_5257	0.4180
MSMEG_5258	NA
MSMEG_5259	NA
MSMEG_5260	NA
MSMEG_5261	0.9321
MSMEG_5262	NA
MSMEG_5263	0.9851
MSMEG_5264	NA
MSMEG_5265	NA
MSMEG_5266	NA
MSMEG_5267	NA
MSMEG_5268	0.9144
MSMEG_5269	NA
MSMEG_5270	NA
MSMEG_5271	0.0380
MSMEG_5272	NA
MSMEG_5273	NA
MSMEG_5274	NA
MSMEG_5275	0.0402
MSMEG_5276	NA
MSMEG_5277	NA
MSMEG_5278	0.0002
MSMEG_5279	NA
MSMEG_5280	0.9896
MSMEG_5281	NA
MSMEG_5282	NA
MSMEG_5283	NA
MSMEG_5284	NA
MSMEG_5285	NA
MSMEG_5286	NA
MSMEG_5287	0.9995
MSMEG_5288	0.8113
MSMEG_5289	NA
MSMEG_5290	NA
MSMEG_5291	NA
MSMEG_5292	0.2950
MSMEG_5293	NA
MSMEG_5294	NA
MSMEG_5295	NA
MSMEG_5296	NA
MSMEG_5297	NA
MSMEG_5298	NA
MSMEG_5299	NA
MSMEG_5300	NA
MSMEG_5301	0.9750
MSMEG_5302	0.7305
MSMEG_5303	0.9710
MSMEG_5304	NA
MSMEG_5305	NA
MSMEG_5306	NA
MSMEG_5307	NA
MSMEG_5308	0.9976
MSMEG_5309	NA
MSMEG_5310	NA
MSMEG_5311	NA
MSMEG_5312	NA
MSMEG_5313	NA
MSMEG_5314	NA
MSMEG_5315	NA
MSMEG_5316	NA
MSMEG_5317	NA
MSMEG_5318	0.9913
MSMEG_5319	NA
MSMEG_5320	NA
MSMEG_5321	NA
MSMEG_5322	NA
MSMEG_5323	NA
MSMEG_5324	0.3409
MSMEG_5325	NA
MSMEG_5326	NA
MSMEG_5327	0.9956
MSMEG_5328	0.9364
MSMEG_5329	0.9685
MSMEG_5330	NA
MSMEG_5332	NA
MSMEG_5333	0.9818
MSMEG_5334	NA
MSMEG_5335	NA
MSMEG_5336	NA
MSMEG_5338	0.9883
MSMEG_5339	0.4557
MSMEG_5340	NA
MSMEG_5341	NA
MSMEG_5342	NA
MSMEG_5343	NA
MSMEG_5344	NA
MSMEG_5345	NA
MSMEG_5346	0.3672
MSMEG_5347	0.4394
MSMEG_5348	NA
MSMEG_5349	NA
MSMEG_5350	NA
MSMEG_5351	NA
MSMEG_5352	NA
MSMEG_5353	NA
MSMEG_5354	0.9651
MSMEG_5355	0.7774
MSMEG_5356	NA
MSMEG_5357	NA
MSMEG_5358	NA
MSMEG_5359	NA
MSMEG_5360	0.2029
MSMEG_5361	NA
MSMEG_5362	NA
MSMEG_5363	NA
MSMEG_5364	NA
MSMEG_5365	NA
MSMEG_5366	NA
MSMEG_5367	NA
MSMEG_5368	0.8897
MSMEG_5369	NA
MSMEG_5370	0.0879
MSMEG_5371	NA
MSMEG_5372	0.9579
MSMEG_5373	NA
MSMEG_5374	NA
MSMEG_5375	0.9760
MSMEG_5376	0.9484
MSMEG_5377	NA
MSMEG_5378	0.2654
MSMEG_5379	0.9541
MSMEG_5381	NA
MSMEG_5383	NA
MSMEG_5384	NA
MSMEG_5385	NA
MSMEG_5386	NA
MSMEG_5387	NA
MSMEG_5388	0.8736
MSMEG_5389	NA
MSMEG_5390	NA
MSMEG_5391	NA
MSMEG_5392	NA
MSMEG_5393	NA
MSMEG_5394	NA
MSMEG_5395	NA
MSMEG_5396	NA
MSMEG_5397	0.0045
MSMEG_5398	NA
MSMEG_5399	NA
MSMEG_5400	NA
MSMEG_5401	0.9527
MSMEG_5402	NA
MSMEG_5403	NA
MSMEG_5404	NA
MSMEG_5405	NA
MSMEG_5406	0.4816
MSMEG_5407	NA
MSMEG_5408	NA
MSMEG_5409	0.2695
MSMEG_5410	NA
MSMEG_5411	NA
MSMEG_5412	0.9711
MSMEG_5413	NA
MSMEG_5414	0.5011
MSMEG_5415	0.8283
MSMEG_5416	0.2173
MSMEG_5417	NA
MSMEG_5418	0.9698
MSMEG_5420	0.0100
MSMEG_5421	NA
MSMEG_5422	NA
MSMEG_5423	NA
MSMEG_5424	NA
MSMEG_5426	NA
MSMEG_5427	0.7779
MSMEG_5428	NA
MSMEG_5429	0.1015
MSMEG_5430	NA
MSMEG_5431	0.7832
MSMEG_5432	NA
MSMEG_5433	NA
MSMEG_5434	NA
MSMEG_5435	0.0028
MSMEG_5436	NA
MSMEG_5437	NA
MSMEG_5438	0.9776
MSMEG_5439	0.0082
MSMEG_5440	NA
MSMEG_5441	NA
MSMEG_5442	NA
MSMEG_5443	NA
MSMEG_5444	0.8066
MSMEG_5445	NA
MSMEG_5446	NA
MSMEG_5447	NA
MSMEG_5448	NA
MSMEG_5449	NA
MSMEG_5450	NA
MSMEG_5451	NA
MSMEG_5452	NA
MSMEG_5453	NA
MSMEG_5454	NA
MSMEG_5455	NA
MSMEG_5456	NA
MSMEG_5457	NA
MSMEG_5458	NA
MSMEG_5459	NA
MSMEG_5460	0.9991
MSMEG_5461	NA
MSMEG_5462	0.1742
MSMEG_5463	NA
MSMEG_5464	NA
MSMEG_5465	NA
MSMEG_5466	NA
MSMEG_5468	0.9888
MSMEG_5469	NA
MSMEG_5470	0.5363
MSMEG_5471	NA
MSMEG_5472	NA
MSMEG_5473	NA
MSMEG_5474	NA
MSMEG_5475	NA
MSMEG_5476	NA
MSMEG_5477	NA
MSMEG_5478	NA
MSMEG_5479	NA
MSMEG_5480	0.3340
MSMEG_5481	0.9940
MSMEG_5482	0.9845
MSMEG_5483	0.9905
MSMEG_5484	NA
MSMEG_5485	NA
MSMEG_5486	0.9788
MSMEG_5487	NA
MSMEG_5488	NA
MSMEG_5489	0.9915
MSMEG_5490	NA
MSMEG_5491	NA
MSMEG_5492	NA
MSMEG_5493	NA
MSMEG_5494	NA
MSMEG_5495	NA
MSMEG_5496	NA
MSMEG_5497	NA
MSMEG_5498	NA
MSMEG_5499	NA
MSMEG_5500	0.2773
MSMEG_5501	NA
MSMEG_5502	0.8918
MSMEG_5503	0.8827
MSMEG_5504	NA
MSMEG_5505	NA
MSMEG_5506	NA
MSMEG_5507	0.9702
MSMEG_5508	NA
MSMEG_5509	NA
MSMEG_5511	NA
MSMEG_5512	NA
MSMEG_5513	NA
MSMEG_5514	NA
MSMEG_5515	0.9216
MSMEG_5516	NA
MSMEG_5517	0.7184
MSMEG_5518	0.5211
MSMEG_5519	NA
MSMEG_5520	NA
MSMEG_5521	NA
MSMEG_5522	NA
MSMEG_5523	NA
MSMEG_5524	NA
MSMEG_5525	0.9650
MSMEG_5526	NA
MSMEG_5527	NA
MSMEG_5528	NA
MSMEG_5529	NA
MSMEG_5530	NA
MSMEG_5531	NA
MSMEG_5532	NA
MSMEG_5533	NA
MSMEG_5534	NA
MSMEG_5535	NA
MSMEG_5536	0.7693
MSMEG_5537	NA
MSMEG_5538	NA
MSMEG_5539	NA
MSMEG_5540	NA
MSMEG_5541	NA
MSMEG_5542	NA
MSMEG_5543	0.9552
MSMEG_5544	NA
MSMEG_5545	NA
MSMEG_5546	NA
MSMEG_5547	NA
MSMEG_5548	NA
MSMEG_5549	NA
MSMEG_5551	NA
MSMEG_5552	NA
MSMEG_5553	NA
MSMEG_5554	NA
MSMEG_5556	0.9414
MSMEG_5557	0.9868
MSMEG_5558	0.9990
MSMEG_5559	0.8028
MSMEG_5560	NA
MSMEG_5561	NA
MSMEG_5562	NA
MSMEG_5563	NA
MSMEG_5564	NA
MSMEG_5565	NA
MSMEG_5566	NA
MSMEG_5567	NA
MSMEG_5568	0.1206
MSMEG_5569	NA
MSMEG_5570	NA
MSMEG_5571	NA
MSMEG_5572	NA
MSMEG_5573	NA
MSMEG_5574	NA
MSMEG_5575	NA
MSMEG_5576	NA
MSMEG_5577	NA
MSMEG_5578	NA
MSMEG_5579	0.8022
MSMEG_5580	NA
MSMEG_5581	NA
MSMEG_5582	NA
MSMEG_5583	NA
MSMEG_5584	NA
MSMEG_5585	NA
MSMEG_5586	NA
MSMEG_5587	NA
MSMEG_5588	NA
MSMEG_5589	0.8664
MSMEG_5590	NA
MSMEG_5591	0.8328
MSMEG_5592	NA
MSMEG_5593	NA
MSMEG_5594	NA
MSMEG_5595	NA
MSMEG_5596	NA
MSMEG_5597	NA
MSMEG_5599	NA
MSMEG_5600	NA
MSMEG_5601	0.9914
MSMEG_5602	NA
MSMEG_5603	NA
MSMEG_5604	NA
MSMEG_5605	NA
MSMEG_5606	NA
MSMEG_5607	0.8784
MSMEG_5608	NA
MSMEG_5609	NA
MSMEG_5610	0.8285
MSMEG_5611	0.2313
MSMEG_5612	0.1225
MSMEG_5613	NA
MSMEG_5614	NA
MSMEG_5615	NA
MSMEG_5616	NA
MSMEG_5617	0.8473
MSMEG_5618	NA
MSMEG_5619	NA
MSMEG_5620	NA
MSMEG_5621	NA
MSMEG_5622	NA
MSMEG_5623	NA
MSMEG_5624	NA
MSMEG_5625	NA
MSMEG_5626	NA
MSMEG_5627	NA
MSMEG_5628	NA
MSMEG_5629	NA
MSMEG_5630	NA
MSMEG_5631	NA
MSMEG_5632	NA
MSMEG_5633	NA
MSMEG_5634	0.9460
MSMEG_5635	NA
MSMEG_5636	0.9800
MSMEG_5637	NA
MSMEG_5638	NA
MSMEG_5639	NA
MSMEG_5640	NA
MSMEG_5641	0.0272
MSMEG_5642	NA
MSMEG_5643	NA
MSMEG_5644	NA
MSMEG_5645	NA
MSMEG_5646	0.9999
MSMEG_5648	NA
MSMEG_5649	0.4557
MSMEG_5650	NA
MSMEG_5651	0.9793
MSMEG_5652	NA
MSMEG_5653	NA
MSMEG_5654	NA
MSMEG_5655	NA
MSMEG_5656	0.5173
MSMEG_5657	NA
MSMEG_5658	0.6014
MSMEG_5659	NA
MSMEG_5660	0.0216
MSMEG_5661	0.9013
MSMEG_5662	NA
MSMEG_5663	NA
MSMEG_5664	NA
MSMEG_5665	NA
MSMEG_5666	NA
MSMEG_5667	NA
MSMEG_5668	NA
MSMEG_5669	NA
MSMEG_5670	NA
MSMEG_5671	NA
MSMEG_5672	0.6217
MSMEG_5673	NA
MSMEG_5674	NA
MSMEG_5675	NA
MSMEG_5676	NA
MSMEG_5677	NA
MSMEG_5678	NA
MSMEG_5679	NA
MSMEG_5680	0.5950
MSMEG_5681	NA
MSMEG_5682	0.8293
MSMEG_5683	NA
MSMEG_5684	NA
MSMEG_5685	NA
MSMEG_5686	NA
MSMEG_5687	NA
MSMEG_5688	NA
MSMEG_5689	NA
MSMEG_5690	0.9797
MSMEG_5691	NA
MSMEG_5692	NA
MSMEG_5693	NA
MSMEG_5694	0.9589
MSMEG_5695	NA
MSMEG_5696	0.7158
MSMEG_5697	NA
MSMEG_5698	NA
MSMEG_5699	0.4708
MSMEG_5700	0.0309
MSMEG_5701	NA
MSMEG_5702	0.7096
MSMEG_5703	0.0008
MSMEG_5704	0.9492
MSMEG_5705	NA
MSMEG_5706	NA
MSMEG_5707	NA
MSMEG_5708	0.9643
MSMEG_5709	0.6921
MSMEG_5710	0.9987
MSMEG_5711	NA
MSMEG_5712	NA
MSMEG_5713	0.6214
MSMEG_5714	NA
MSMEG_5715	NA
MSMEG_5716	NA
MSMEG_5717	NA
MSMEG_5718	NA
MSMEG_5719	0.0345
MSMEG_5720	NA
MSMEG_5721	0.9651
MSMEG_5722	0.0537
MSMEG_5723	NA
MSMEG_5724	NA
MSMEG_5725	NA
MSMEG_5726	NA
MSMEG_5727	0.9460
MSMEG_5728	NA
MSMEG_5729	NA
MSMEG_5730	0.9724
MSMEG_5731	NA
MSMEG_5732	NA
MSMEG_5733	NA
MSMEG_5734	NA
MSMEG_5735	NA
MSMEG_5736	NA
MSMEG_5737	NA
MSMEG_5738	NA
MSMEG_5739	NA
MSMEG_5740	NA
MSMEG_5741	NA
MSMEG_5742	NA
MSMEG_5743	NA
MSMEG_5744	NA
MSMEG_5745	NA
MSMEG_5746	NA
MSMEG_5747	NA
MSMEG_5748	NA
MSMEG_5749	0.6784
MSMEG_5750	0.9999
MSMEG_5751	NA
MSMEG_5752	NA
MSMEG_5753	NA
MSMEG_5754	NA
MSMEG_5759	NA
MSMEG_5760	NA
MSMEG_5761	NA
MSMEG_5762	NA
MSMEG_5763	NA
MSMEG_5764	0.9797
