 	fprUTR_MFE_20_10nt_5pUTR	fprUTR_MFE_20_10nt_5p	fprUTR_MFE_20_10nt_mid	fprUTR_MFE_20_10nt_3p
MSMEG_0612	NA	NA	NA	NA
MSMEG_0613	NA	NA	NA	NA
MSMEG_0614	NA	NA	NA	NA
MSMEG_0615	-3.5333	-4.175	-2.5667	-3.7
MSMEG_0616	NA	NA	NA	NA
MSMEG_0617	NA	NA	NA	NA
MSMEG_0618	NA	NA	NA	NA
MSMEG_0619	NA	NA	NA	NA
MSMEG_0620	NA	NA	NA	NA
MSMEG_0621	NA	NA	NA	NA
MSMEG_0622	NA	NA	NA	NA
MSMEG_0623	-3.2444	-3.6714	-3.6333	-2.18
MSMEG_0624	NA	NA	NA	NA
MSMEG_0625	NA	NA	NA	NA
MSMEG_0626	NA	NA	NA	NA
MSMEG_0627	NA	NA	NA	NA
MSMEG_0628	NA	NA	NA	NA
MSMEG_0629	NA	NA	NA	NA
MSMEG_0630	NA	NA	NA	NA
MSMEG_0632	NA	NA	NA	NA
MSMEG_0633	NA	NA	NA	NA
MSMEG_0634	NA	NA	NA	NA
MSMEG_0635	NA	NA	NA	NA
MSMEG_0636	NA	NA	NA	NA
MSMEG_0637	NA	NA	NA	NA
MSMEG_0638	NA	NA	NA	NA
MSMEG_0639	NA	NA	NA	NA
MSMEG_0640	NA	NA	NA	NA
MSMEG_0641	-2.0077	-1.82	-2.7	-1.55
MSMEG_0642	NA	NA	NA	NA
MSMEG_0643	NA	NA	NA	NA
MSMEG_0644	NA	NA	NA	NA
MSMEG_0645	NA	NA	NA	NA
MSMEG_0646	NA	NA	NA	NA
MSMEG_0647	NA	NA	NA	NA
MSMEG_0648	NA	NA	NA	NA
MSMEG_0649	NA	NA	NA	NA
MSMEG_0650	NA	NA	NA	NA
MSMEG_0651	NA	NA	NA	NA
MSMEG_0652	NA	NA	NA	NA
MSMEG_0654	NA	NA	NA	NA
MSMEG_0655	NA	NA	NA	NA
MSMEG_0656	NA	NA	NA	NA
MSMEG_0657	NA	NA	NA	NA
MSMEG_0658	NA	NA	NA	NA
MSMEG_0659	NA	NA	NA	NA
MSMEG_0660	NA	NA	NA	NA
MSMEG_0661	-1.58	-0.85	-0.85	-4.5
MSMEG_0662	-3.9529	-4.3	-3.4	-4.2
MSMEG_0663	-2.1	-3.0	-1.2	-1.2
MSMEG_0664	NA	NA	NA	NA
MSMEG_0665	NA	NA	NA	NA
MSMEG_0666	NA	NA	NA	NA
MSMEG_0667	-2.9333	-2.0333	-4.3	-2.9
MSMEG_0668	NA	NA	NA	NA
MSMEG_0669	NA	NA	NA	NA
MSMEG_0670	NA	NA	NA	NA
MSMEG_0671	-1.5	-3.0	0.0	0.0
MSMEG_0672	NA	NA	NA	NA
MSMEG_0673	-2.8	-3.3	-2.9667	-0.8
MSMEG_0674	0.0	0.0	0.0	0.0
MSMEG_0675	NA	NA	NA	NA
MSMEG_0676	NA	NA	NA	NA
MSMEG_0678	NA	NA	NA	NA
MSMEG_0679	-1.5562	-1.9833	-1.32	-1.28
MSMEG_0680	NA	NA	NA	NA
MSMEG_0681	NA	NA	NA	NA
MSMEG_0682	NA	NA	NA	NA
MSMEG_0683	NA	NA	NA	NA
MSMEG_0684	NA	NA	NA	NA
MSMEG_0685	NA	NA	NA	NA
MSMEG_0686	NA	NA	NA	NA
MSMEG_0687	NA	NA	NA	NA
MSMEG_0688	NA	NA	NA	NA
MSMEG_0689	-1.92	-0.45	-4.35	0.0
MSMEG_0690	-2.56	-3.85	-0.6	-3.9
MSMEG_0691	NA	NA	NA	NA
MSMEG_0692	NA	NA	NA	NA
MSMEG_0693	NA	NA	NA	NA
MSMEG_0695	NA	NA	NA	NA
MSMEG_0696	NA	NA	NA	NA
MSMEG_0697	NA	NA	NA	NA
MSMEG_0698	-0.4	-0.8	0.0	0.0
MSMEG_0699	NA	NA	NA	NA
MSMEG_0700	-3.017	-3.1375	-2.9187	-2.9933
MSMEG_0701	NA	NA	NA	NA
MSMEG_0702	NA	NA	NA	NA
MSMEG_0703	-3.4348	-4.275	-3.3	-2.6286
MSMEG_0704	NA	NA	NA	NA
MSMEG_0705	NA	NA	NA	NA
MSMEG_0706	NA	NA	NA	NA
MSMEG_0707	NA	NA	NA	NA
MSMEG_0708	NA	NA	NA	NA
MSMEG_0709	-2.0778	-2.325	-2.7333	-0.6
MSMEG_0710	NA	NA	NA	NA
MSMEG_0711	NA	NA	NA	NA
MSMEG_0712	NA	NA	NA	NA
MSMEG_0713	NA	NA	NA	NA
MSMEG_0714	NA	NA	NA	NA
MSMEG_0715	NA	NA	NA	NA
MSMEG_0716	-1.9465	-2.74	-1.8429	-1.2
MSMEG_0717	NA	NA	NA	NA
MSMEG_0718	NA	NA	NA	NA
MSMEG_0719	NA	NA	NA	NA
MSMEG_0720	NA	NA	NA	NA
MSMEG_0722	-1.6643	-1.68	-1.68	-1.625
MSMEG_0723	NA	NA	NA	NA
MSMEG_0724	NA	NA	NA	NA
MSMEG_0725	NA	NA	NA	NA
MSMEG_0726	NA	NA	NA	NA
MSMEG_0727	NA	NA	NA	NA
MSMEG_0728	-1.5	-1.8	-1.96	-0.475
MSMEG_0729	NA	NA	NA	NA
MSMEG_0730	NA	NA	NA	NA
MSMEG_0731	NA	NA	NA	NA
MSMEG_0732	0.0	0.0	0.0	0.0
MSMEG_0733	NA	NA	NA	NA
MSMEG_0734	NA	NA	NA	NA
MSMEG_0735	NA	NA	NA	NA
MSMEG_0736	NA	NA	NA	NA
MSMEG_0737	NA	NA	NA	NA
MSMEG_0738	NA	NA	NA	NA
MSMEG_0739	-4.2086	-4.3083	-4.575	-3.7
MSMEG_0740	-3.9895	-4.3286	-3.9833	-3.6
MSMEG_0741	NA	NA	NA	NA
MSMEG_0742	NA	NA	NA	NA
MSMEG_0743	NA	NA	NA	NA
MSMEG_0744	NA	NA	NA	NA
MSMEG_0745	NA	NA	NA	NA
MSMEG_0746	NA	NA	NA	NA
MSMEG_0747	NA	NA	NA	NA
MSMEG_0748	NA	NA	NA	NA
MSMEG_0749	NA	NA	NA	NA
MSMEG_0750	NA	NA	NA	NA
MSMEG_0751	NA	NA	NA	NA
MSMEG_0752	-2.925	-3.6	-3.0	-1.8
MSMEG_0753	NA	NA	NA	NA
MSMEG_0754	NA	NA	NA	NA
MSMEG_0755	NA	NA	NA	NA
MSMEG_0756	NA	NA	NA	NA
MSMEG_0757	NA	NA	NA	NA
MSMEG_0758	-1.8364	-2.6	-1.525	-1.2333
MSMEG_0759	-2.7	-2.5	-2.9	-2.9
MSMEG_0760	NA	NA	NA	NA
MSMEG_0761	NA	NA	NA	NA
MSMEG_0762	NA	NA	NA	NA
MSMEG_0763	NA	NA	NA	NA
MSMEG_0764	-3.4286	-5.8	-3.58	-0.275
MSMEG_0765	NA	NA	NA	NA
MSMEG_0766	NA	NA	NA	NA
MSMEG_0767	NA	NA	NA	NA
MSMEG_0768	NA	NA	NA	NA
MSMEG_0769	NA	NA	NA	NA
MSMEG_0770	NA	NA	NA	NA
MSMEG_0771	NA	NA	NA	NA
MSMEG_0772	NA	NA	NA	NA
MSMEG_0773	NA	NA	NA	NA
MSMEG_0775	NA	NA	NA	NA
MSMEG_0776	NA	NA	NA	NA
MSMEG_0777	NA	NA	NA	NA
MSMEG_0778	NA	NA	NA	NA
MSMEG_0779	NA	NA	NA	NA
MSMEG_0780	NA	NA	NA	NA
MSMEG_0781	-1.6143	-1.4333	-0.3	-3.2
MSMEG_0782	NA	NA	NA	NA
MSMEG_0783	NA	NA	NA	NA
MSMEG_0784	NA	NA	NA	NA
MSMEG_0785	NA	NA	NA	NA
MSMEG_0786	NA	NA	NA	NA
MSMEG_0787	-3.087	-2.675	-3.24	-3.3733
MSMEG_0788	-0.7333	-1.1	0.0	0.0
MSMEG_0789	NA	NA	NA	NA
MSMEG_0790	NA	NA	NA	NA
MSMEG_0791	-3.6375	-5.0333	-3.0667	-2.4
MSMEG_0792	NA	NA	NA	NA
MSMEG_0793	NA	NA	NA	NA
MSMEG_0794	NA	NA	NA	NA
MSMEG_0795	NA	NA	NA	NA
MSMEG_0796	-3.645	-4.25	-3.6857	-2.8917
MSMEG_0798	-2.0	-4.0	0.0	0.0
MSMEG_0799	-1.3769	-1.26	-2.1	-0.8
MSMEG_0800	NA	NA	NA	NA
MSMEG_0801	-2.7333	-3.1667	-2.95	-1.65
MSMEG_0802	NA	NA	NA	NA
MSMEG_0803	NA	NA	NA	NA
MSMEG_0804	NA	NA	NA	NA
MSMEG_0805	NA	NA	NA	NA
MSMEG_0806	-3.0026	-2.8846	-3.9	-2.1583
MSMEG_0807	-3.3364	-5.225	-1.05	-3.8667
MSMEG_0808	NA	NA	NA	NA
MSMEG_0809	NA	NA	NA	NA
MSMEG_0810	NA	NA	NA	NA
MSMEG_0811	NA	NA	NA	NA
MSMEG_0812	NA	NA	NA	NA
MSMEG_0813	NA	NA	NA	NA
MSMEG_0814	-3.2222	-5.375	-2.1667	-0.5
MSMEG_0815	NA	NA	NA	NA
MSMEG_0816	NA	NA	NA	NA
MSMEG_0817	NA	NA	NA	NA
MSMEG_0818	NA	NA	NA	NA
MSMEG_0819	NA	NA	NA	NA
MSMEG_0820	NA	NA	NA	NA
MSMEG_0821	NA	NA	NA	NA
MSMEG_0822	NA	NA	NA	NA
MSMEG_0823	NA	NA	NA	NA
MSMEG_0824	NA	NA	NA	NA
MSMEG_0825	NA	NA	NA	NA
MSMEG_0826	-3.8286	-4.94	-3.22	-3.2
MSMEG_0827	NA	NA	NA	NA
MSMEG_0828	-4.55	-6.65	-4.65	-2.35
MSMEG_0829	NA	NA	NA	NA
MSMEG_0830	NA	NA	NA	NA
MSMEG_0831	NA	NA	NA	NA
MSMEG_0832	NA	NA	NA	NA
MSMEG_0833	-0.3667	-0.1	-0.9	-0.9
MSMEG_0834	NA	NA	NA	NA
MSMEG_0835	NA	NA	NA	NA
MSMEG_0836	NA	NA	NA	NA
MSMEG_0837	NA	NA	NA	NA
MSMEG_0838	NA	NA	NA	NA
MSMEG_0839	-3.8	-3.4	-3.6	-5.0
MSMEG_0840	-1.6312	-1.5667	-1.04	-2.3
MSMEG_0842	NA	NA	NA	NA
MSMEG_0843	NA	NA	NA	NA
MSMEG_0844	-2.4379	-3.45	-1.33	-2.5444
MSMEG_0845	NA	NA	NA	NA
MSMEG_0846	NA	NA	NA	NA
MSMEG_0847	NA	NA	NA	NA
MSMEG_0848	NA	NA	NA	NA
MSMEG_0849	-2.8	-4.5	-3.9	0.0
MSMEG_0850	NA	NA	NA	NA
MSMEG_0851	NA	NA	NA	NA
MSMEG_0852	NA	NA	NA	NA
MSMEG_0853	NA	NA	NA	NA
MSMEG_0854	NA	NA	NA	NA
MSMEG_0855	NA	NA	NA	NA
MSMEG_0856	NA	NA	NA	NA
MSMEG_0857	NA	NA	NA	NA
MSMEG_0858	NA	NA	NA	NA
MSMEG_0859	-0.9	-1.8	0.0	0.0
MSMEG_0860	NA	NA	NA	NA
MSMEG_0861	NA	NA	NA	NA
MSMEG_0862	-1.7857	-0.8333	-4.2	-0.8
MSMEG_0863	NA	NA	NA	NA
MSMEG_0864	NA	NA	NA	NA
MSMEG_0865	NA	NA	NA	NA
MSMEG_0866	NA	NA	NA	NA
MSMEG_0867	NA	NA	NA	NA
MSMEG_0868	NA	NA	NA	NA
MSMEG_0869	NA	NA	NA	NA
MSMEG_0870	NA	NA	NA	NA
MSMEG_0871	NA	NA	NA	NA
MSMEG_0872	NA	NA	NA	NA
MSMEG_0873	NA	NA	NA	NA
MSMEG_0874	NA	NA	NA	NA
MSMEG_0875	NA	NA	NA	NA
MSMEG_0876	-4.9	-8.8	-1.0	-1.0
MSMEG_0877	NA	NA	NA	NA
MSMEG_0878	NA	NA	NA	NA
MSMEG_0879	NA	NA	NA	NA
MSMEG_0880	-2.2083	-2.82	-3.1	0.0
MSMEG_0881	NA	NA	NA	NA
MSMEG_0882	NA	NA	NA	NA
MSMEG_0883	NA	NA	NA	NA
MSMEG_0884	NA	NA	NA	NA
MSMEG_0885	NA	NA	NA	NA
MSMEG_0886	NA	NA	NA	NA
MSMEG_0887	NA	NA	NA	NA
MSMEG_0888	NA	NA	NA	NA
MSMEG_0889	NA	NA	NA	NA
MSMEG_0890	NA	NA	NA	NA
MSMEG_0891	NA	NA	NA	NA
MSMEG_0892	-3.65	-4.65	-2.1667	-3.8
MSMEG_0893	NA	NA	NA	NA
MSMEG_0894	-0.675	-1.35	0.0	0.0
MSMEG_0895	-7.5	-7.2	-8.1	-8.1
MSMEG_0896	-2.6784	-2.3769	-3.3923	-2.1909
MSMEG_0897	NA	NA	NA	NA
MSMEG_0898	NA	NA	NA	NA
MSMEG_0899	NA	NA	NA	NA
MSMEG_0900	NA	NA	NA	NA
MSMEG_0901	-2.4947	-2.8714	-1.5571	-3.28
MSMEG_0902	NA	NA	NA	NA
MSMEG_0903	NA	NA	NA	NA
MSMEG_0904	NA	NA	NA	NA
MSMEG_0905	NA	NA	NA	NA
MSMEG_0906	NA	NA	NA	NA
MSMEG_0907	NA	NA	NA	NA
MSMEG_0908	NA	NA	NA	NA
MSMEG_0909	-2.9	-4.35	0.0	0.0
MSMEG_0910	NA	NA	NA	NA
MSMEG_0911	-2.26	-1.4	-4.25	0.0
MSMEG_0912	-1.4	-2.45	-0.35	-0.7
MSMEG_0913	-3.1875	-5.0667	-3.4333	0.0
MSMEG_0914	NA	NA	NA	NA
MSMEG_0915	NA	NA	NA	NA
MSMEG_0916	NA	NA	NA	NA
MSMEG_0917	NA	NA	NA	NA
MSMEG_0918	-3.0	-3.0	-3.0	-3.0
MSMEG_0919	-1.4	0.0	-0.9333	-3.2667
MSMEG_0920	NA	NA	NA	NA
MSMEG_0921	NA	NA	NA	NA
MSMEG_0922	NA	NA	NA	NA
MSMEG_0923	NA	NA	NA	NA
MSMEG_0924	NA	NA	NA	NA
MSMEG_0925	NA	NA	NA	NA
MSMEG_0926	NA	NA	NA	NA
MSMEG_0927	NA	NA	NA	NA
MSMEG_0928	NA	NA	NA	NA
MSMEG_0929	NA	NA	NA	NA
MSMEG_0930	NA	NA	NA	NA
MSMEG_0931	NA	NA	NA	NA
MSMEG_0932	-2.5963	-2.1556	-1.75	-4.15
MSMEG_0933	NA	NA	NA	NA
MSMEG_0934	NA	NA	NA	NA
MSMEG_0935	NA	NA	NA	NA
MSMEG_0936	NA	NA	NA	NA
MSMEG_0937	NA	NA	NA	NA
MSMEG_0938	NA	NA	NA	NA
MSMEG_0939	NA	NA	NA	NA
MSMEG_0940	-2.5913	-2.9375	-2.15	-2.7
MSMEG_0941	-3.3973	-3.0538	-3.55	-3.6167
MSMEG_0942	-2.4667	-3.7	0.0	0.0
MSMEG_0943	NA	NA	NA	NA
MSMEG_0944	-3.9333	-3.55	-5.5	0.0
MSMEG_0945	-1.65	-0.7	-2.6	-2.6
MSMEG_0946	NA	NA	NA	NA
MSMEG_0947	-2.45	-2.26	-3.34	-1.575
MSMEG_0948	-2.95	-3.9	-2.0	-2.0
MSMEG_0949	NA	NA	NA	NA
MSMEG_0950	NA	NA	NA	NA
MSMEG_0951	-3.3548	-3.7727	-4.11	-2.14
MSMEG_0952	NA	NA	NA	NA
MSMEG_0953	NA	NA	NA	NA
MSMEG_0954	NA	NA	NA	NA
MSMEG_0955	NA	NA	NA	NA
MSMEG_0956	NA	NA	NA	NA
MSMEG_0957	NA	NA	NA	NA
MSMEG_0958	NA	NA	NA	NA
MSMEG_0959	NA	NA	NA	NA
MSMEG_0960	NA	NA	NA	NA
MSMEG_0962	-1.6	-2.7	-0.5	-0.5
MSMEG_0963	NA	NA	NA	NA
MSMEG_0964	NA	NA	NA	NA
MSMEG_0965	-1.7182	-1.475	-1.5	-2.3333
MSMEG_0966	NA	NA	NA	NA
MSMEG_0967	NA	NA	NA	NA
MSMEG_0968	NA	NA	NA	NA
MSMEG_0969	NA	NA	NA	NA
MSMEG_0970	NA	NA	NA	NA
MSMEG_0971	NA	NA	NA	NA
MSMEG_0972	-2.45	-2.1688	-1.9438	-3.35
MSMEG_0973	NA	NA	NA	NA
MSMEG_0974	-2.78	-3.375	-2.8	-1.9667
MSMEG_0975	NA	NA	NA	NA
MSMEG_0976	NA	NA	NA	NA
MSMEG_0977	NA	NA	NA	NA
MSMEG_0978	NA	NA	NA	NA
MSMEG_0979	NA	NA	NA	NA
MSMEG_0980	NA	NA	NA	NA
MSMEG_0981	NA	NA	NA	NA
MSMEG_0982	NA	NA	NA	NA
MSMEG_0983	NA	NA	NA	NA
MSMEG_0984	NA	NA	NA	NA
MSMEG_0985	NA	NA	NA	NA
MSMEG_0986	NA	NA	NA	NA
MSMEG_0987	-0.6	-0.6	-0.6	-0.6
MSMEG_0988	NA	NA	NA	NA
MSMEG_0989	NA	NA	NA	NA
MSMEG_0990	-4.5	-4.72	-5.275	-3.45
MSMEG_0991	-3.4065	-3.9	-2.51	-3.76
MSMEG_0992	NA	NA	NA	NA
MSMEG_0993	NA	NA	NA	NA
MSMEG_0994	NA	NA	NA	NA
MSMEG_0995	NA	NA	NA	NA
MSMEG_0996	NA	NA	NA	NA
MSMEG_0997	NA	NA	NA	NA
MSMEG_0998	NA	NA	NA	NA
MSMEG_0999	-0.7333	-0.7	-0.8	-0.8
MSMEG_1000	NA	NA	NA	NA
MSMEG_1001	NA	NA	NA	NA
MSMEG_1002	-2.7333	-3.1667	-2.95	-1.65
MSMEG_1003	-2.8208	-1.8111	-3.0625	-3.8429
MSMEG_1004	NA	NA	NA	NA
MSMEG_1005	NA	NA	NA	NA
MSMEG_1006	NA	NA	NA	NA
MSMEG_1007	NA	NA	NA	NA
MSMEG_1008	-2.71	-3.95	-3.6667	-0.1
MSMEG_1009	NA	NA	NA	NA
MSMEG_1010	NA	NA	NA	NA
MSMEG_1011	NA	NA	NA	NA
MSMEG_1012	-0.4	-0.8	0.0	0.0
MSMEG_1013	NA	NA	NA	NA
MSMEG_1014	NA	NA	NA	NA
MSMEG_1015	NA	NA	NA	NA
MSMEG_1016	NA	NA	NA	NA
MSMEG_1017	-2.8632	-3.3857	-5.1167	0.0
MSMEG_1019	-1.775	-1.45	-2.4	-1.8
MSMEG_1021	NA	NA	NA	NA
MSMEG_1022	NA	NA	NA	NA
MSMEG_1023	-3.7429	-4.1333	-5.7	-1.2
MSMEG_1024	NA	NA	NA	NA
MSMEG_1025	-2.65	-0.85	-4.45	-2.0
MSMEG_1026	NA	NA	NA	NA
MSMEG_1027	-2.66	-1.1	-5.35	-0.4
MSMEG_1028	NA	NA	NA	NA
MSMEG_1029	NA	NA	NA	NA
MSMEG_1030	-1.5	-1.6	-1.4	-0.7
MSMEG_1031	NA	NA	NA	NA
MSMEG_1032	NA	NA	NA	NA
MSMEG_1033	-2.2	-2.3	-2.0	-2.0
MSMEG_1034	NA	NA	NA	NA
MSMEG_1035	NA	NA	NA	NA
MSMEG_1037	-2.5545	-2.0	-4.675	-0.4667
MSMEG_1038	NA	NA	NA	NA
MSMEG_1039	NA	NA	NA	NA
MSMEG_1041	NA	NA	NA	NA
MSMEG_1042	NA	NA	NA	NA
MSMEG_1043	NA	NA	NA	NA
MSMEG_1044	NA	NA	NA	NA
MSMEG_1045	NA	NA	NA	NA
MSMEG_1046	NA	NA	NA	NA
MSMEG_1047	NA	NA	NA	NA
MSMEG_1048	NA	NA	NA	NA
MSMEG_1049	NA	NA	NA	NA
MSMEG_1050	NA	NA	NA	NA
MSMEG_1051	-3.9667	-5.45	-1.0	-1.0
MSMEG_1052	-0.5333	-1.6	0.0	0.0
MSMEG_1053	-1.2	0.0	-2.4	-2.4
MSMEG_1054	NA	NA	NA	NA
MSMEG_1055	NA	NA	NA	NA
MSMEG_1057	NA	NA	NA	NA
MSMEG_1058	-2.725	-2.6	-2.8667	-2.7
MSMEG_1059	NA	NA	NA	NA
MSMEG_1060	NA	NA	NA	NA
MSMEG_1061	NA	NA	NA	NA
MSMEG_1062	-2.6333	-1.7	-2.92	-3.4556
MSMEG_1063	-1.6	-3.2	0.0	0.0
MSMEG_1064	NA	NA	NA	NA
MSMEG_1065	-2.6333	0.0	-7.4	-0.5
MSMEG_1066	NA	NA	NA	NA
MSMEG_1067	NA	NA	NA	NA
MSMEG_1068	NA	NA	NA	NA
MSMEG_1069	NA	NA	NA	NA
MSMEG_1070	NA	NA	NA	NA
MSMEG_1071	NA	NA	NA	NA
MSMEG_1072	NA	NA	NA	NA
MSMEG_1073	NA	NA	NA	NA
MSMEG_1074	NA	NA	NA	NA
MSMEG_1075	NA	NA	NA	NA
MSMEG_1076	-4.25	-4.3	-4.2	-4.2
MSMEG_1077	NA	NA	NA	NA
MSMEG_1078	NA	NA	NA	NA
MSMEG_1079	NA	NA	NA	NA
MSMEG_1080	NA	NA	NA	NA
MSMEG_1081	NA	NA	NA	NA
MSMEG_1082	-1.65	-1.7	-1.6	-1.6
MSMEG_1083	NA	NA	NA	NA
MSMEG_1084	NA	NA	NA	NA
MSMEG_1085	NA	NA	NA	NA
MSMEG_1086	NA	NA	NA	NA
MSMEG_1088	NA	NA	NA	NA
MSMEG_1089	-3.7625	-5.0333	-5.0	0.0
MSMEG_1090	NA	NA	NA	NA
MSMEG_1091	NA	NA	NA	NA
MSMEG_1092	NA	NA	NA	NA
MSMEG_1093	NA	NA	NA	NA
MSMEG_1094	NA	NA	NA	NA
MSMEG_1095	NA	NA	NA	NA
MSMEG_1096	NA	NA	NA	NA
MSMEG_1097	NA	NA	NA	NA
MSMEG_1098	NA	NA	NA	NA
MSMEG_1099	NA	NA	NA	NA
MSMEG_1100	NA	NA	NA	NA
MSMEG_1101	NA	NA	NA	NA
MSMEG_1102	NA	NA	NA	NA
MSMEG_1103	NA	NA	NA	NA
MSMEG_1104	NA	NA	NA	NA
MSMEG_1106	NA	NA	NA	NA
MSMEG_1107	NA	NA	NA	NA
MSMEG_1108	NA	NA	NA	NA
MSMEG_1109	NA	NA	NA	NA
MSMEG_1110	NA	NA	NA	NA
MSMEG_1111	NA	NA	NA	NA
MSMEG_1112	-2.7667	0.0	-3.8	-4.5
MSMEG_1113	NA	NA	NA	NA
MSMEG_1114	NA	NA	NA	NA
MSMEG_1115	NA	NA	NA	NA
MSMEG_1116	-0.9	-1.8	0.0	0.0
MSMEG_1117	NA	NA	NA	NA
MSMEG_1118	NA	NA	NA	NA
MSMEG_1119	NA	NA	NA	NA
MSMEG_1120	NA	NA	NA	NA
MSMEG_1121	NA	NA	NA	NA
MSMEG_1122	NA	NA	NA	NA
MSMEG_1123	NA	NA	NA	NA
MSMEG_1124	NA	NA	NA	NA
MSMEG_1125	NA	NA	NA	NA
MSMEG_1126	NA	NA	NA	NA
MSMEG_1127	NA	NA	NA	NA
MSMEG_1128	NA	NA	NA	NA
MSMEG_1129	NA	NA	NA	NA
MSMEG_1130	NA	NA	NA	NA
MSMEG_1131	NA	NA	NA	NA
MSMEG_1132	NA	NA	NA	NA
MSMEG_1133	NA	NA	NA	NA
MSMEG_1134	-2.2	-3.3	0.0	0.0
MSMEG_1135	NA	NA	NA	NA
MSMEG_1136	NA	NA	NA	NA
MSMEG_1137	NA	NA	NA	NA
MSMEG_1138	-1.075	-1.1	-1.05	-1.3
MSMEG_1139	-1.6125	-2.2333	-1.8333	-0.35
MSMEG_1140	NA	NA	NA	NA
MSMEG_1141	-2.6	-4.15	-2.35	0.0
MSMEG_1142	NA	NA	NA	NA
MSMEG_1143	NA	NA	NA	NA
MSMEG_1144	NA	NA	NA	NA
MSMEG_1145	NA	NA	NA	NA
MSMEG_1146	NA	NA	NA	NA
MSMEG_1147	NA	NA	NA	NA
MSMEG_1148	NA	NA	NA	NA
MSMEG_1149	NA	NA	NA	NA
MSMEG_1150	NA	NA	NA	NA
MSMEG_1151	NA	NA	NA	NA
MSMEG_1152	NA	NA	NA	NA
MSMEG_1153	-1.8333	-2.3	-1.6	0.0
MSMEG_1154	NA	NA	NA	NA
MSMEG_1155	NA	NA	NA	NA
MSMEG_1156	NA	NA	NA	NA
MSMEG_1157	NA	NA	NA	NA
MSMEG_1158	NA	NA	NA	NA
MSMEG_1159	NA	NA	NA	NA
MSMEG_1160	NA	NA	NA	NA
MSMEG_1161	NA	NA	NA	NA
MSMEG_1162	NA	NA	NA	NA
MSMEG_1163	NA	NA	NA	NA
MSMEG_1165	-0.7	-0.55	-1.0	-1.0
MSMEG_1167	-2.0333	-2.4	-2.1	-0.8
MSMEG_1168	-2.4333	-3.65	0.0	0.0
MSMEG_1169	-0.85	-1.05	-0.65	-0.9
MSMEG_1170	NA	NA	NA	NA
MSMEG_1171	NA	NA	NA	NA
MSMEG_1172	NA	NA	NA	NA
MSMEG_1173	NA	NA	NA	NA
MSMEG_1174	-2.0	0.0	-4.0	-4.0
MSMEG_1175	NA	NA	NA	NA
MSMEG_1176	NA	NA	NA	NA
MSMEG_1177	-2.4	-4.25	-1.75	0.0
MSMEG_1178	NA	NA	NA	NA
MSMEG_1179	NA	NA	NA	NA
MSMEG_1180	NA	NA	NA	NA
MSMEG_1181	NA	NA	NA	NA
MSMEG_1182	NA	NA	NA	NA
MSMEG_1183	NA	NA	NA	NA
MSMEG_1184	NA	NA	NA	NA
MSMEG_1185	-0.1	-0.2	0.0	0.0
MSMEG_1186	NA	NA	NA	NA
MSMEG_1187	NA	NA	NA	NA
MSMEG_1188	-2.2	-3.3	-1.1	-1.1
MSMEG_1189	-2.8	-3.0333	-3.75	-1.5
MSMEG_1190	NA	NA	NA	NA
MSMEG_1191	NA	NA	NA	NA
MSMEG_1192	NA	NA	NA	NA
MSMEG_1193	-2.569	-3.71	-1.53	-2.4556
MSMEG_1194	NA	NA	NA	NA
MSMEG_1195	NA	NA	NA	NA
MSMEG_1196	NA	NA	NA	NA
MSMEG_1197	NA	NA	NA	NA
MSMEG_1198	NA	NA	NA	NA
MSMEG_1199	NA	NA	NA	NA
MSMEG_1200	-3.15	0.0	-6.3	-6.3
MSMEG_1201	NA	NA	NA	NA
MSMEG_1202	NA	NA	NA	NA
MSMEG_1203	NA	NA	NA	NA
MSMEG_1204	-0.9	-0.8	-1.0	-1.0
MSMEG_1205	-1.25	-2.5	0.0	0.0
MSMEG_1206	-2.95	-5.9	0.0	0.0
MSMEG_1207	-3.0545	-2.5733	-2.8067	-3.8357
MSMEG_1208	NA	NA	NA	NA
MSMEG_1209	NA	NA	NA	NA
MSMEG_1210	NA	NA	NA	NA
MSMEG_1211	-2.55	-5.1	0.0	0.0
MSMEG_1212	-2.55	-5.1	0.0	0.0
MSMEG_1213	NA	NA	NA	NA
MSMEG_1214	NA	NA	NA	NA
MSMEG_1215	NA	NA	NA	NA
MSMEG_1216	NA	NA	NA	NA
MSMEG_1217	NA	NA	NA	NA
MSMEG_1218	NA	NA	NA	NA
MSMEG_1219	NA	NA	NA	NA
MSMEG_1220	-1.7615	-2.02	-0.3	-2.9
MSMEG_1221	NA	NA	NA	NA
MSMEG_1222	NA	NA	NA	NA
MSMEG_1223	-2.0324	-1.6692	-2.3	-2.1583
MSMEG_1224	NA	NA	NA	NA
MSMEG_1225	NA	NA	NA	NA
MSMEG_1226	NA	NA	NA	NA
MSMEG_1227	NA	NA	NA	NA
MSMEG_1228	NA	NA	NA	NA
MSMEG_1229	NA	NA	NA	NA
MSMEG_1230	NA	NA	NA	NA
MSMEG_1231	NA	NA	NA	NA
MSMEG_1232	NA	NA	NA	NA
MSMEG_1234	NA	NA	NA	NA
MSMEG_1235	NA	NA	NA	NA
MSMEG_1236	-3.6	-5.6	-1.6	-1.6
MSMEG_1237	NA	NA	NA	NA
MSMEG_1238	-1.98	-1.85	-2.6917	-1.3455
MSMEG_1239	NA	NA	NA	NA
MSMEG_1240	-1.5188	-1.85	-1.2167	-1.475
