 	CDS_length
MSMEG_5063	450
MSMEG_5064	957
MSMEG_5065	1287
MSMEG_5066	549
MSMEG_5067	1302
MSMEG_5068	1137
MSMEG_5069	399
MSMEG_5070	1497
MSMEG_5071	399
MSMEG_5072	774
MSMEG_5073	633
MSMEG_5074	651
MSMEG_5075	903
MSMEG_5076	1563
MSMEG_5077	675
MSMEG_5078	1215
MSMEG_5079	618
MSMEG_5080	1164
MSMEG_5081	168
MSMEG_5082	630
MSMEG_5083	384
MSMEG_5084	912
MSMEG_5085	876
MSMEG_5086	1779
MSMEG_5087	558
MSMEG_5088	2091
MSMEG_5089	2259
MSMEG_5090	723
MSMEG_5091	939
MSMEG_5092	135
MSMEG_5093	702
MSMEG_5094	1323
MSMEG_5095	912
MSMEG_5096	336
MSMEG_5097	714
MSMEG_5098	117
MSMEG_5099	1020
MSMEG_5100	3486
MSMEG_5101	831
MSMEG_5102	1623
MSMEG_5103	1068
MSMEG_5104	945
MSMEG_5105	462
MSMEG_5106	1740
MSMEG_5107	666
MSMEG_5108	399
MSMEG_5109	840
MSMEG_5110	738
MSMEG_5111	372
MSMEG_5112	324
MSMEG_5114	1407
MSMEG_5115	414
MSMEG_5116	495
MSMEG_5117	954
MSMEG_5118	540
MSMEG_5119	1629
MSMEG_5120	1578
MSMEG_5121	1104
MSMEG_5122	324
MSMEG_5124	2016
MSMEG_5125	549
MSMEG_5126	2625
MSMEG_5127	1155
MSMEG_5128	405
MSMEG_5129	873
MSMEG_5130	1878
MSMEG_5131	1188
MSMEG_5132	1902
MSMEG_5133	114
MSMEG_5134	168
MSMEG_5135	264
MSMEG_5136	453
MSMEG_5137	732
MSMEG_5138	639
MSMEG_5139	1647
MSMEG_5140	3675
MSMEG_5141	1230
MSMEG_5142	1428
MSMEG_5143	1062
MSMEG_5144	2448
MSMEG_5145	1386
MSMEG_5146	921
MSMEG_5147	900
MSMEG_5148	393
MSMEG_5149	1134
MSMEG_5150	285
MSMEG_5151	609
MSMEG_5152	690
MSMEG_5153	984
MSMEG_5154	150
MSMEG_5155	654
MSMEG_5156	582
MSMEG_5157	297
MSMEG_5158	1200
MSMEG_5159	786
MSMEG_5160	312
MSMEG_5161	1743
MSMEG_5162	393
MSMEG_5163	720
MSMEG_5164	999
MSMEG_5165	348
MSMEG_5166	1632
MSMEG_5167	1206
MSMEG_5168	1314
MSMEG_5169	171
MSMEG_5170	444
MSMEG_5171	1014
MSMEG_5172	516
MSMEG_5173	837
MSMEG_5174	366
MSMEG_5175	723
MSMEG_5176	651
MSMEG_5177	720
MSMEG_5178	2274
MSMEG_5179	561
MSMEG_5180	132
MSMEG_5181	1512
MSMEG_5182	1014
MSMEG_5183	762
MSMEG_5184	1092
MSMEG_5185	828
MSMEG_5186	390
MSMEG_5187	1290
MSMEG_5188	684
MSMEG_5189	1137
MSMEG_5190	597
MSMEG_5191	522
MSMEG_5192	1038
MSMEG_5193	963
MSMEG_5194	1314
MSMEG_5195	144
MSMEG_5196	756
MSMEG_5197	1143
MSMEG_5198	795
MSMEG_5199	1158
MSMEG_5200	294
MSMEG_5201	792
MSMEG_5202	1755
MSMEG_5203	525
MSMEG_5204	765
MSMEG_5205	1266
MSMEG_5206	603
MSMEG_5207	696
MSMEG_5208	579
MSMEG_5209	864
MSMEG_5210	759
MSMEG_5211	2934
MSMEG_5212	168
MSMEG_5213	696
MSMEG_5214	525
MSMEG_5215	495
MSMEG_5216	408
MSMEG_5217	339
MSMEG_5218	402
MSMEG_5219	558
MSMEG_5220	948
MSMEG_5221	402
MSMEG_5222	1107
MSMEG_5223	1176
MSMEG_5224	945
MSMEG_5225	618
MSMEG_5226	1215
MSMEG_5227	213
MSMEG_5228	1071
MSMEG_5229	525
MSMEG_5230	336
MSMEG_5231	210
MSMEG_5232	147
MSMEG_5233	1080
MSMEG_5234	771
MSMEG_5235	834
MSMEG_5236	825
MSMEG_5237	1188
MSMEG_5238	624
MSMEG_5239	1029
MSMEG_5240	1407
MSMEG_5241	1716
MSMEG_5242	1407
MSMEG_5243	444
MSMEG_5244	636
MSMEG_5245	843
MSMEG_5246	990
MSMEG_5247	1314
MSMEG_5248	828
MSMEG_5249	1473
MSMEG_5250	1266
MSMEG_5251	1518
MSMEG_5252	939
MSMEG_5253	408
MSMEG_5254	408
MSMEG_5255	1365
MSMEG_5256	792
MSMEG_5257	771
MSMEG_5258	375
MSMEG_5259	1974
MSMEG_5260	279
MSMEG_5261	867
MSMEG_5262	429
MSMEG_5263	495
MSMEG_5264	681
MSMEG_5265	1155
MSMEG_5266	738
MSMEG_5267	1191
MSMEG_5268	1134
MSMEG_5269	486
MSMEG_5270	1392
MSMEG_5271	1047
MSMEG_5272	954
MSMEG_5273	1218
MSMEG_5274	1203
MSMEG_5275	837
MSMEG_5276	1047
MSMEG_5277	777
MSMEG_5278	1731
MSMEG_5279	369
MSMEG_5280	549
MSMEG_5281	471
MSMEG_5282	645
MSMEG_5283	1686
MSMEG_5284	807
MSMEG_5285	873
MSMEG_5286	1050
MSMEG_5287	1044
MSMEG_5288	2169
MSMEG_5289	213
MSMEG_5290	264
MSMEG_5291	1629
MSMEG_5292	306
MSMEG_5293	111
MSMEG_5294	162
MSMEG_5295	1527
MSMEG_5296	123
MSMEG_5297	1731
MSMEG_5298	315
MSMEG_5299	276
MSMEG_5300	729
MSMEG_5301	591
MSMEG_5302	1374
MSMEG_5303	1527
MSMEG_5304	1584
MSMEG_5305	1404
MSMEG_5306	693
MSMEG_5307	714
MSMEG_5308	1107
MSMEG_5309	729
MSMEG_5310	810
MSMEG_5311	780
MSMEG_5312	624
MSMEG_5313	453
MSMEG_5314	915
MSMEG_5315	828
MSMEG_5316	774
MSMEG_5317	747
MSMEG_5318	1407
MSMEG_5319	447
MSMEG_5320	168
MSMEG_5321	321
MSMEG_5322	1341
MSMEG_5323	798
MSMEG_5324	750
MSMEG_5325	324
MSMEG_5326	450
MSMEG_5327	324
MSMEG_5328	300
MSMEG_5329	741
MSMEG_5330	1002
MSMEG_5332	609
MSMEG_5333	342
MSMEG_5334	609
MSMEG_5335	1248
MSMEG_5336	642
MSMEG_5338	429
MSMEG_5339	1074
MSMEG_5340	606
MSMEG_5341	1197
MSMEG_5342	330
MSMEG_5343	348
MSMEG_5344	231
MSMEG_5345	792
MSMEG_5346	633
MSMEG_5347	1323
MSMEG_5348	1596
MSMEG_5349	609
MSMEG_5350	1422
MSMEG_5351	183
MSMEG_5352	312
MSMEG_5353	765
MSMEG_5354	1026
MSMEG_5355	576
MSMEG_5356	225
MSMEG_5357	138
MSMEG_5358	1359
MSMEG_5359	450
MSMEG_5360	861
MSMEG_5361	681
MSMEG_5362	765
MSMEG_5363	375
MSMEG_5364	954
MSMEG_5365	288
MSMEG_5366	492
MSMEG_5367	540
MSMEG_5368	936
MSMEG_5369	699
MSMEG_5370	669
MSMEG_5371	765
MSMEG_5372	2496
MSMEG_5373	1026
MSMEG_5374	1434
MSMEG_5375	699
MSMEG_5376	396
MSMEG_5377	585
MSMEG_5378	1323
MSMEG_5379	702
MSMEG_5381	852
MSMEG_5383	771
MSMEG_5384	126
MSMEG_5385	1380
MSMEG_5386	588
MSMEG_5387	873
MSMEG_5388	249
MSMEG_5389	714
MSMEG_5390	402
MSMEG_5391	210
MSMEG_5392	1671
MSMEG_5393	2148
MSMEG_5394	867
MSMEG_5395	2520
MSMEG_5396	693
MSMEG_5397	1146
MSMEG_5398	1368
MSMEG_5399	525
MSMEG_5400	1593
MSMEG_5401	480
MSMEG_5402	789
MSMEG_5403	1944
MSMEG_5404	1872
MSMEG_5405	354
MSMEG_5406	117
MSMEG_5407	702
MSMEG_5408	786
MSMEG_5409	294
MSMEG_5410	1569
MSMEG_5411	261
MSMEG_5412	1041
MSMEG_5413	951
MSMEG_5414	1170
MSMEG_5415	1284
MSMEG_5416	675
MSMEG_5417	153
MSMEG_5418	933
MSMEG_5420	1287
MSMEG_5421	2931
MSMEG_5422	975
MSMEG_5423	3648
MSMEG_5424	636
MSMEG_5426	1449
MSMEG_5427	981
MSMEG_5428	348
MSMEG_5429	639
MSMEG_5430	873
MSMEG_5431	648
MSMEG_5432	576
MSMEG_5433	1038
MSMEG_5434	435
MSMEG_5435	1638
MSMEG_5436	963
MSMEG_5437	858
MSMEG_5438	894
MSMEG_5439	1128
MSMEG_5440	855
MSMEG_5441	1548
MSMEG_5442	1350
MSMEG_5443	1194
MSMEG_5444	906
MSMEG_5445	837
MSMEG_5446	1254
MSMEG_5447	1551
MSMEG_5448	1209
MSMEG_5449	1014
MSMEG_5450	426
MSMEG_5451	597
MSMEG_5452	678
MSMEG_5453	663
MSMEG_5454	972
MSMEG_5455	1464
MSMEG_5456	717
MSMEG_5457	849
MSMEG_5458	1002
MSMEG_5459	165
MSMEG_5460	555
MSMEG_5461	273
MSMEG_5462	939
MSMEG_5463	879
MSMEG_5464	1158
MSMEG_5465	852
MSMEG_5466	726
MSMEG_5468	1155
MSMEG_5469	630
MSMEG_5470	1248
MSMEG_5471	924
MSMEG_5472	585
MSMEG_5473	1827
MSMEG_5474	897
MSMEG_5475	765
MSMEG_5476	1797
MSMEG_5477	915
MSMEG_5478	834
MSMEG_5479	321
MSMEG_5480	207
MSMEG_5481	651
MSMEG_5482	471
MSMEG_5483	648
MSMEG_5484	159
MSMEG_5485	537
MSMEG_5486	1335
MSMEG_5487	1521
MSMEG_5488	687
MSMEG_5489	174
MSMEG_5490	1707
MSMEG_5491	1149
MSMEG_5492	1596
MSMEG_5493	1947
MSMEG_5494	1161
MSMEG_5495	768
MSMEG_5496	1257
MSMEG_5497	129
MSMEG_5498	363
MSMEG_5499	315
MSMEG_5500	153
MSMEG_5501	2280
MSMEG_5502	2178
MSMEG_5503	1041
MSMEG_5504	762
MSMEG_5505	585
MSMEG_5506	513
MSMEG_5507	1329
MSMEG_5508	1584
MSMEG_5509	798
MSMEG_5511	2001
MSMEG_5512	1383
MSMEG_5513	1857
MSMEG_5514	654
MSMEG_5515	1584
MSMEG_5516	630
MSMEG_5517	1464
MSMEG_5518	900
MSMEG_5519	1131
MSMEG_5520	849
MSMEG_5521	1524
MSMEG_5522	618
MSMEG_5523	1854
MSMEG_5524	903
MSMEG_5525	1164
MSMEG_5526	1044
MSMEG_5527	684
MSMEG_5528	120
MSMEG_5529	969
MSMEG_5530	873
MSMEG_5531	729
MSMEG_5532	1593
MSMEG_5533	402
MSMEG_5534	2352
MSMEG_5535	282
MSMEG_5536	267
MSMEG_5537	2010
MSMEG_5538	1449
MSMEG_5539	1014
MSMEG_5540	576
MSMEG_5541	1650
MSMEG_5542	282
MSMEG_5543	342
MSMEG_5544	750
MSMEG_5545	867
MSMEG_5546	390
MSMEG_5547	1761
MSMEG_5548	741
MSMEG_5549	1230
MSMEG_5551	762
MSMEG_5552	138
MSMEG_5553	1851
MSMEG_5554	717
MSMEG_5556	1215
MSMEG_5557	564
MSMEG_5558	312
MSMEG_5559	1416
MSMEG_5560	627
MSMEG_5561	546
MSMEG_5562	480
MSMEG_5563	981
MSMEG_5564	777
MSMEG_5565	627
MSMEG_5566	462
MSMEG_5567	603
MSMEG_5568	762
MSMEG_5569	768
MSMEG_5570	2268
MSMEG_5571	1086
MSMEG_5572	879
MSMEG_5573	963
MSMEG_5574	1344
MSMEG_5575	927
MSMEG_5576	1428
MSMEG_5577	921
MSMEG_5578	1479
MSMEG_5579	471
MSMEG_5580	957
MSMEG_5581	723
MSMEG_5582	465
MSMEG_5583	1896
MSMEG_5584	795
MSMEG_5585	531
MSMEG_5586	1077
MSMEG_5587	267
MSMEG_5588	180
MSMEG_5589	1224
MSMEG_5590	1098
MSMEG_5591	1059
MSMEG_5592	819
MSMEG_5593	1956
MSMEG_5594	1629
MSMEG_5595	474
MSMEG_5596	756
MSMEG_5597	621
MSMEG_5599	135
MSMEG_5600	1152
MSMEG_5601	558
MSMEG_5602	417
MSMEG_5603	339
MSMEG_5604	666
MSMEG_5605	1389
MSMEG_5606	999
MSMEG_5607	249
MSMEG_5608	1215
MSMEG_5609	1524
MSMEG_5610	951
MSMEG_5611	459
MSMEG_5612	594
MSMEG_5613	393
MSMEG_5614	729
MSMEG_5615	447
MSMEG_5616	771
MSMEG_5617	477
MSMEG_5618	1029
MSMEG_5619	1176
MSMEG_5620	780
MSMEG_5621	921
MSMEG_5622	1158
MSMEG_5623	1152
MSMEG_5624	921
MSMEG_5625	1839
MSMEG_5626	1173
MSMEG_5627	1389
MSMEG_5628	846
MSMEG_5629	1605
MSMEG_5630	738
MSMEG_5631	1533
MSMEG_5632	774
MSMEG_5633	1473
MSMEG_5634	444
MSMEG_5635	189
MSMEG_5636	2376
MSMEG_5637	1617
MSMEG_5638	1116
MSMEG_5639	732
MSMEG_5640	2127
MSMEG_5641	1152
MSMEG_5642	1470
MSMEG_5643	837
MSMEG_5644	2007
MSMEG_5645	729
MSMEG_5646	174
MSMEG_5648	390
MSMEG_5649	1614
MSMEG_5650	1689
MSMEG_5651	843
MSMEG_5652	921
MSMEG_5653	1488
MSMEG_5654	885
MSMEG_5655	846
MSMEG_5656	1356
MSMEG_5657	957
MSMEG_5658	1113
MSMEG_5659	1833
MSMEG_5660	1953
MSMEG_5661	1917
MSMEG_5662	711
MSMEG_5663	1341
MSMEG_5664	363
MSMEG_5665	348
MSMEG_5666	249
MSMEG_5667	1560
MSMEG_5668	450
MSMEG_5669	1086
MSMEG_5670	1458
MSMEG_5671	465
MSMEG_5672	1305
MSMEG_5673	642
MSMEG_5674	1308
MSMEG_5675	693
MSMEG_5676	1134
MSMEG_5677	603
MSMEG_5678	387
MSMEG_5679	315
MSMEG_5680	456
MSMEG_5681	1674
MSMEG_5682	978
MSMEG_5683	765
MSMEG_5684	1113
MSMEG_5685	831
MSMEG_5686	276
MSMEG_5687	834
MSMEG_5688	432
MSMEG_5689	270
MSMEG_5690	453
MSMEG_5691	786
MSMEG_5692	387
MSMEG_5693	1653
MSMEG_5694	489
MSMEG_5695	1023
MSMEG_5696	450
MSMEG_5697	411
MSMEG_5698	1086
MSMEG_5699	243
MSMEG_5700	1461
MSMEG_5701	429
MSMEG_5702	498
MSMEG_5703	474
MSMEG_5704	198
MSMEG_5705	2256
MSMEG_5706	1650
MSMEG_5707	345
MSMEG_5708	615
MSMEG_5709	534
MSMEG_5710	525
MSMEG_5711	675
MSMEG_5712	933
MSMEG_5713	1233
MSMEG_5714	699
MSMEG_5715	993
MSMEG_5716	366
MSMEG_5717	426
MSMEG_5718	546
MSMEG_5719	1209
MSMEG_5720	2163
MSMEG_5721	1212
MSMEG_5722	189
MSMEG_5723	432
MSMEG_5724	468
MSMEG_5725	1173
MSMEG_5726	1218
MSMEG_5727	963
MSMEG_5728	900
MSMEG_5729	708
MSMEG_5730	1563
MSMEG_5731	696
MSMEG_5732	915
MSMEG_5733	879
MSMEG_5734	1083
MSMEG_5735	1668
MSMEG_5736	441
MSMEG_5737	168
MSMEG_5738	348
MSMEG_5739	3522
MSMEG_5740	246
MSMEG_5741	636
MSMEG_5742	999
MSMEG_5743	819
MSMEG_5744	291
MSMEG_5745	201
MSMEG_5746	717
MSMEG_5747	564
MSMEG_5748	642
MSMEG_5749	165
MSMEG_5750	114
MSMEG_5751	294
MSMEG_5752	504
MSMEG_5753	570
MSMEG_5754	1215
MSMEG_5759	1152
MSMEG_5760	1392
MSMEG_5761	408
MSMEG_5762	924
MSMEG_5763	675
MSMEG_5764	600
MSMEG_5765	366
MSMEG_5766	372
MSMEG_5767	1014
MSMEG_5768	585
MSMEG_5769	435
MSMEG_5770	459
MSMEG_5771	414
MSMEG_5772	459
MSMEG_5773	1005
MSMEG_5774	1170
MSMEG_5775	2169
MSMEG_5776	669
MSMEG_5777	516
MSMEG_5778	975
MSMEG_5779	777
MSMEG_5780	927
MSMEG_5781	1056
MSMEG_5782	1137
MSMEG_5784	786
MSMEG_5785	798
MSMEG_5786	465
MSMEG_5787	183
MSMEG_5788	480
MSMEG_5789	834
MSMEG_5790	273
MSMEG_5791	99
MSMEG_5792	657
MSMEG_5793	282
MSMEG_5794	378
MSMEG_5795	888
MSMEG_5796	1080
MSMEG_5797	174
MSMEG_5798	1083
MSMEG_5799	1398
MSMEG_5800	1536
MSMEG_5801	1350
MSMEG_5802	732
MSMEG_5803	360
MSMEG_5804	696
MSMEG_5805	147
MSMEG_5806	114
MSMEG_5807	948
MSMEG_5808	684
MSMEG_5809	900
MSMEG_5810	1410
MSMEG_5811	627
MSMEG_5812	831
MSMEG_5813	804
MSMEG_5814	813
MSMEG_5815	1464
MSMEG_5816	1266
MSMEG_5817	387
MSMEG_5818	1215
MSMEG_5819	423
MSMEG_5820	432
MSMEG_5821	657
MSMEG_5822	1260
MSMEG_5823	1731
MSMEG_5824	2298
MSMEG_5825	1209
MSMEG_5826	1740
MSMEG_5827	351
MSMEG_5828	1266
MSMEG_5829	1032
MSMEG_5830	798
MSMEG_5831	675
MSMEG_5832	249
MSMEG_5834	639
MSMEG_5835	1644
MSMEG_5836	717
MSMEG_5837	486
MSMEG_5838	546
MSMEG_5839	2157
MSMEG_5840	450
MSMEG_5841	900
MSMEG_5842	624
MSMEG_5843	648
MSMEG_5844	900
MSMEG_5845	933
MSMEG_5846	1206
MSMEG_5847	1419
MSMEG_5848	1425
MSMEG_5849	1704
MSMEG_5850	621
MSMEG_5851	894
MSMEG_5852	1269
MSMEG_5853	1236
MSMEG_5854	624
MSMEG_5855	1227
MSMEG_5856	456
MSMEG_5857	855
MSMEG_5858	765
MSMEG_5859	1470
MSMEG_5860	600
MSMEG_5861	1203
MSMEG_5862	828
MSMEG_5863	1356
MSMEG_5864	204
MSMEG_5865	453
MSMEG_5866	1128
MSMEG_5867	438
MSMEG_5868	309
MSMEG_5869	828
MSMEG_5870	1428
MSMEG_5871	417
MSMEG_5872	720
MSMEG_5873	819
MSMEG_5875	171
MSMEG_5876	339
MSMEG_5877	1137
MSMEG_5878	699
MSMEG_5879	657
MSMEG_5880	2355
MSMEG_5881	711
MSMEG_5882	888
MSMEG_5883	513
MSMEG_5884	900
MSMEG_5885	837
MSMEG_5886	948
MSMEG_5887	372
MSMEG_5888	333
MSMEG_5889	390
MSMEG_5890	165
MSMEG_5891	1062
MSMEG_5892	1512
MSMEG_5893	486
MSMEG_5894	633
MSMEG_5895	1695
MSMEG_5896	1149
MSMEG_5897	1365
MSMEG_5898	1059
MSMEG_5899	1035
MSMEG_5900	1203
MSMEG_5901	864
MSMEG_5902	765
MSMEG_5903	951
MSMEG_5904	192
MSMEG_5905	96
MSMEG_5906	1179
MSMEG_5907	1098
MSMEG_5908	1545
MSMEG_5909	990
MSMEG_5910	396
MSMEG_5911	735
MSMEG_5912	1554
MSMEG_5913	1122
MSMEG_5914	1656
MSMEG_5915	801
MSMEG_5916	282
MSMEG_5917	849
MSMEG_5918	1206
MSMEG_5919	717
MSMEG_5920	1032
MSMEG_5921	903
MSMEG_5922	1044
MSMEG_5923	1179
MSMEG_5924	633
MSMEG_5925	1152
MSMEG_5926	1494
MSMEG_5927	477
MSMEG_5928	678
MSMEG_5929	900
MSMEG_5930	1128
MSMEG_5931	783
MSMEG_5932	1128
MSMEG_5933	909
MSMEG_5934	333
MSMEG_5935	2076
MSMEG_5936	384
MSMEG_5937	1050
MSMEG_5938	612
MSMEG_5939	966
MSMEG_5940	786
MSMEG_5941	1701
MSMEG_5942	2622
MSMEG_5943	861
MSMEG_5944	1602
MSMEG_5945	579
MSMEG_5946	1320
MSMEG_5947	519
MSMEG_5948	906
MSMEG_5949	1137
MSMEG_5950	549
MSMEG_5951	1125
MSMEG_5952	660
MSMEG_5953	753
MSMEG_5954	636
MSMEG_5955	666
MSMEG_5956	972
MSMEG_5957	1452
MSMEG_5958	741
MSMEG_5959	1062
MSMEG_5960	1269
MSMEG_5961	942
MSMEG_5962	768
MSMEG_5963	2088
MSMEG_5964	1284
MSMEG_5965	1533
MSMEG_5966	648
MSMEG_5967	1656
MSMEG_5968	1533
MSMEG_5969	1215
MSMEG_5970	1377
MSMEG_5971	477
MSMEG_5972	693
MSMEG_5973	231
MSMEG_5974	159
MSMEG_5975	1074
MSMEG_5976	1029
MSMEG_5977	555
MSMEG_5978	669
MSMEG_5979	801
MSMEG_5980	1257
MSMEG_5981	1035
MSMEG_5982	1362
MSMEG_5983	879
MSMEG_5984	1557
MSMEG_5985	960
MSMEG_5986	1788
MSMEG_5987	918
MSMEG_5988	816
MSMEG_5989	1107
MSMEG_5990	1164
MSMEG_5991	414
MSMEG_5992	966
MSMEG_5993	1164
MSMEG_5994	1005
MSMEG_5995	1284
MSMEG_5996	1164
MSMEG_5997	381
MSMEG_5998	480
MSMEG_5999	906
MSMEG_6000	783
MSMEG_6001	756
MSMEG_6002	888
MSMEG_6003	750
MSMEG_6004	1077
MSMEG_6005	528
MSMEG_6006	747
MSMEG_6008	1149
MSMEG_6009	618
MSMEG_6010	519
MSMEG_6011	789
MSMEG_6012	1179
MSMEG_6014	1143
MSMEG_6015	957
MSMEG_6016	936
MSMEG_6017	1170
MSMEG_6018	1320
MSMEG_6019	780
MSMEG_6020	1080
MSMEG_6021	1224
MSMEG_6022	1182
MSMEG_6023	1200
MSMEG_6024	1935
MSMEG_6025	1317
MSMEG_6026	747
MSMEG_6027	1329
MSMEG_6028	912
MSMEG_6029	852
MSMEG_6030	1290
MSMEG_6031	840
MSMEG_6032	609
MSMEG_6033	1542
MSMEG_6034	150
MSMEG_6035	570
MSMEG_6036	900
MSMEG_6037	879
MSMEG_6038	1191
MSMEG_6039	1062
MSMEG_6040	576
MSMEG_6041	2145
MSMEG_6042	615
MSMEG_6043	750
MSMEG_6044	1101
MSMEG_6045	873
MSMEG_6046	780
MSMEG_6047	966
MSMEG_6048	1137
MSMEG_6049	1167
MSMEG_6050	903
MSMEG_6052	711
MSMEG_6053	660
MSMEG_6054	786
MSMEG_6055	255
MSMEG_6057	624
MSMEG_6058	2139
MSMEG_6059	285
MSMEG_6060	1038
MSMEG_6061	717
MSMEG_6062	792
MSMEG_6063	1035
MSMEG_6064	981
MSMEG_6065	258
MSMEG_6066	306
MSMEG_6067	165
MSMEG_6068	237
MSMEG_6069	1200
MSMEG_6070	249
MSMEG_6071	945
MSMEG_6072	1284
MSMEG_6073	945
MSMEG_6074	1434
MSMEG_6075	492
MSMEG_6076	669
MSMEG_6077	489
MSMEG_6078	561
MSMEG_6079	1401
MSMEG_6080	1119
MSMEG_6081	789
MSMEG_6082	621
MSMEG_6083	882
MSMEG_6085	774
MSMEG_6086	318
MSMEG_6087	1320
MSMEG_6088	549
MSMEG_6089	807
MSMEG_6090	213
MSMEG_6091	2547
MSMEG_6092	345
MSMEG_6093	480
MSMEG_6094	1524
MSMEG_6095	1239
MSMEG_6096	816
MSMEG_6097	945
MSMEG_6098	948
MSMEG_6099	1551
MSMEG_6100	477
MSMEG_6101	537
MSMEG_6102	372
MSMEG_6103	858
MSMEG_6104	612
MSMEG_6105	2313
MSMEG_6106	972
MSMEG_6107	1188
MSMEG_6108	1017
MSMEG_6109	732
MSMEG_6110	576
MSMEG_6111	969
MSMEG_6112	1074
MSMEG_6113	1443
MSMEG_6114	489
MSMEG_6115	1005
MSMEG_6116	531
MSMEG_6117	1350
MSMEG_6118	801
MSMEG_6119	723
MSMEG_6120	999
MSMEG_6121	1032
MSMEG_6122	987
MSMEG_6123	930
MSMEG_6124	1563
MSMEG_6125	930
MSMEG_6126	1005
MSMEG_6127	360
MSMEG_6128	447
MSMEG_6129	447
MSMEG_6130	1578
MSMEG_6131	1209
MSMEG_6132	1272
MSMEG_6133	924
MSMEG_6134	1599
MSMEG_6135	417
MSMEG_6136	969
MSMEG_6137	3936
MSMEG_6138	1338
MSMEG_6139	594
MSMEG_6140	1281
MSMEG_6141	1782
MSMEG_6142	942
MSMEG_6143	1764
MSMEG_6144	1470
MSMEG_6145	717
MSMEG_6146	1407
MSMEG_6147	1092
MSMEG_6148	1323
MSMEG_6149	702
MSMEG_6150	366
MSMEG_6151	876
MSMEG_6153	1209
MSMEG_6154	1692
MSMEG_6155	1323
MSMEG_6156	702
MSMEG_6157	2811
MSMEG_6158	594
MSMEG_6159	204
MSMEG_6160	2331
MSMEG_6161	1323
MSMEG_6162	702
MSMEG_6163	1017
MSMEG_6164	327
MSMEG_6165	561
MSMEG_6166	444
MSMEG_6167	570
MSMEG_6168	633
MSMEG_6169	1158
MSMEG_6170	195
MSMEG_6171	951
MSMEG_6172	549
MSMEG_6173	870
MSMEG_6174	783
MSMEG_6175	981
MSMEG_6176	627
MSMEG_6177	1149
MSMEG_6178	1332
MSMEG_6179	2823
MSMEG_6180	681
MSMEG_6181	510
MSMEG_6182	510
MSMEG_6183	1191
MSMEG_6184	951
MSMEG_6185	789
MSMEG_6186	648
MSMEG_6187	780
MSMEG_6188	294
MSMEG_6189	675
MSMEG_6190	795
MSMEG_6191	477
MSMEG_6192	162
MSMEG_6193	1035
MSMEG_6194	819
MSMEG_6195	1131
MSMEG_6196	1077
MSMEG_6197	1380
MSMEG_6198	1617
MSMEG_6199	357
MSMEG_6200	144
MSMEG_6201	2367
MSMEG_6202	987
MSMEG_6203	1098
MSMEG_6205	162
MSMEG_6206	1224
MSMEG_6207	498
MSMEG_6208	798
MSMEG_6209	219
MSMEG_6210	693
MSMEG_6211	153
MSMEG_6212	585
MSMEG_6213	894
MSMEG_6214	465
MSMEG_6215	726
MSMEG_6216	1074
MSMEG_6217	651
MSMEG_6218	1122
MSMEG_6219	972
MSMEG_6220	1323
MSMEG_6221	993
MSMEG_6222	924
MSMEG_6223	570
MSMEG_6224	1320
MSMEG_6225	1515
MSMEG_6226	525
MSMEG_6227	741
MSMEG_6228	681
MSMEG_6229	1518
MSMEG_6230	1152
MSMEG_6231	747
MSMEG_6232	1662
MSMEG_6233	807
MSMEG_6234	1470
MSMEG_6235	672
MSMEG_6236	651
MSMEG_6237	882
MSMEG_6238	1152
MSMEG_6239	1200
MSMEG_6240	1494
MSMEG_6241	1059
MSMEG_6242	1272
MSMEG_6243	474
MSMEG_6244	561
MSMEG_6245	1206
MSMEG_6246	1116
MSMEG_6247	966
MSMEG_6248	684
MSMEG_6249	1287
MSMEG_6250	1272
MSMEG_6251	654
MSMEG_6252	429
MSMEG_6253	465
MSMEG_6254	471
MSMEG_6255	1107
MSMEG_6256	1041
MSMEG_6257	1266
MSMEG_6258	621
MSMEG_6259	1251
MSMEG_6260	1305
MSMEG_6261	870
MSMEG_6262	696
MSMEG_6263	1341
MSMEG_6264	1188
MSMEG_6265	651
MSMEG_6266	801
MSMEG_6267	711
MSMEG_6268	342
MSMEG_6269	1371
MSMEG_6270	150
MSMEG_6271	1809
MSMEG_6272	3213
MSMEG_6273	387
MSMEG_6274	225
MSMEG_6275	1014
MSMEG_6276	1224
MSMEG_6277	720
MSMEG_6278	711
MSMEG_6279	612
MSMEG_6280	309
MSMEG_6281	786
MSMEG_6282	438
MSMEG_6283	1401
MSMEG_6284	1314
MSMEG_6285	1998
MSMEG_6286	1287
MSMEG_6288	882
MSMEG_6289	1023
MSMEG_6290	1512
MSMEG_6291	1251
MSMEG_6292	474
MSMEG_6293	573
MSMEG_6294	1251
MSMEG_6295	1359
MSMEG_6296	1131
MSMEG_6297	1536
MSMEG_6298	897
MSMEG_6299	954
MSMEG_6300	678
MSMEG_6301	1053
MSMEG_6302	1047
MSMEG_6303	1233
MSMEG_6304	1065
MSMEG_6305	369
MSMEG_6306	879
MSMEG_6307	1476
MSMEG_6308	114
MSMEG_6309	774
MSMEG_6310	1326
MSMEG_6311	1218
MSMEG_6312	1230
MSMEG_6313	1245
MSMEG_6314	909
MSMEG_6315	492
MSMEG_6316	531
MSMEG_6317	651
MSMEG_6318	1737
MSMEG_6319	1779
MSMEG_6320	345
