 	fpr_UTR_length
MSMEG_4979	45
MSMEG_4980	0
MSMEG_4981	NA
MSMEG_4982	NA
MSMEG_4983	NA
MSMEG_4984	NA
MSMEG_4985	0
MSMEG_4986	NA
MSMEG_4987	NA
MSMEG_4988	NA
MSMEG_4989	414
MSMEG_4990	0
MSMEG_4991	64
MSMEG_4992	NA
MSMEG_4993	356
MSMEG_4994	NA
MSMEG_4995	17
MSMEG_4996	NA
MSMEG_4997	NA
MSMEG_4998	1
MSMEG_4999	0
MSMEG_5000	328
MSMEG_5001	NA
MSMEG_5002	NA
MSMEG_5003	NA
MSMEG_5004	48
MSMEG_5005	NA
MSMEG_5006	NA
MSMEG_5007	0
MSMEG_5008	0
MSMEG_5009	NA
MSMEG_5010	0
MSMEG_5011	0
MSMEG_5012	23
MSMEG_5013	31
MSMEG_5014	NA
MSMEG_5015	NA
MSMEG_5016	206
MSMEG_5017	NA
MSMEG_5018	NA
MSMEG_5019	NA
MSMEG_5020	NA
MSMEG_5021	0
MSMEG_5022	0
MSMEG_5023	NA
MSMEG_5024	NA
MSMEG_5025	0
MSMEG_5026	NA
MSMEG_5027	NA
MSMEG_5028	0
MSMEG_5029	0
MSMEG_5030	0
MSMEG_5031	NA
MSMEG_5032	NA
MSMEG_5034	NA
MSMEG_5035	NA
MSMEG_5036	NA
MSMEG_5037	0
MSMEG_5038	0
MSMEG_5039	28
MSMEG_5040	NA
MSMEG_5041	NA
MSMEG_5042	1
MSMEG_5043	0
MSMEG_5044	0
MSMEG_5045	NA
MSMEG_5046	NA
MSMEG_5047	0
MSMEG_5048	57
MSMEG_5049	97
MSMEG_5050	23
MSMEG_5051	26
MSMEG_5052	0
MSMEG_5053	36
MSMEG_5054	324
MSMEG_5055	0
MSMEG_5056	26
MSMEG_5057	410
MSMEG_5058	NA
MSMEG_5059	126
MSMEG_5060	283
MSMEG_5061	63
MSMEG_5062	113
MSMEG_5063	NA
MSMEG_5064	0
MSMEG_5065	NA
MSMEG_5066	NA
MSMEG_5067	47
MSMEG_5068	NA
MSMEG_5069	NA
MSMEG_5070	38
MSMEG_5071	NA
MSMEG_5072	61
MSMEG_5073	157
MSMEG_5074	NA
MSMEG_5075	NA
MSMEG_5076	NA
MSMEG_5077	NA
MSMEG_5078	0
MSMEG_5079	0
MSMEG_5080	433
MSMEG_5081	101
MSMEG_5082	NA
MSMEG_5083	0
MSMEG_5084	NA
MSMEG_5085	0
MSMEG_5086	35
MSMEG_5087	NA
MSMEG_5088	0
MSMEG_5089	29
MSMEG_5090	284
MSMEG_5091	325
MSMEG_5092	NA
MSMEG_5093	NA
MSMEG_5094	NA
MSMEG_5095	NA
MSMEG_5096	0
MSMEG_5097	NA
MSMEG_5098	NA
MSMEG_5099	NA
MSMEG_5100	65
MSMEG_5101	26
MSMEG_5102	66
MSMEG_5103	0
MSMEG_5104	0
MSMEG_5105	NA
MSMEG_5106	NA
MSMEG_5107	NA
MSMEG_5108	NA
MSMEG_5109	24
MSMEG_5110	NA
MSMEG_5111	47
MSMEG_5112	NA
MSMEG_5114	0
MSMEG_5115	NA
MSMEG_5116	0
MSMEG_5117	NA
MSMEG_5118	NA
MSMEG_5119	341
MSMEG_5120	0
MSMEG_5121	NA
MSMEG_5122	61
MSMEG_5124	39
MSMEG_5125	NA
MSMEG_5126	25
MSMEG_5127	47
MSMEG_5128	78
MSMEG_5129	1
MSMEG_5130	NA
MSMEG_5131	40
MSMEG_5132	0
MSMEG_5133	NA
MSMEG_5134	83
MSMEG_5135	NA
MSMEG_5136	NA
MSMEG_5137	NA
MSMEG_5138	NA
MSMEG_5139	NA
MSMEG_5140	NA
MSMEG_5141	NA
MSMEG_5142	NA
MSMEG_5143	NA
MSMEG_5144	82
MSMEG_5145	97
MSMEG_5146	NA
MSMEG_5147	NA
MSMEG_5148	1
MSMEG_5149	60
MSMEG_5150	0
MSMEG_5151	NA
MSMEG_5152	NA
MSMEG_5153	NA
MSMEG_5154	470
MSMEG_5155	NA
MSMEG_5156	0
MSMEG_5157	34
MSMEG_5158	NA
MSMEG_5159	86
MSMEG_5160	NA
MSMEG_5161	NA
MSMEG_5162	438
MSMEG_5163	NA
MSMEG_5164	0
MSMEG_5165	35
MSMEG_5166	NA
MSMEG_5167	NA
MSMEG_5168	NA
MSMEG_5169	0
MSMEG_5170	NA
MSMEG_5171	1
MSMEG_5172	0
MSMEG_5173	135
MSMEG_5174	0
MSMEG_5175	0
MSMEG_5176	NA
MSMEG_5177	NA
MSMEG_5178	28
MSMEG_5179	NA
MSMEG_5180	0
MSMEG_5181	0
MSMEG_5182	NA
MSMEG_5183	NA
MSMEG_5184	37
MSMEG_5185	0
MSMEG_5186	NA
MSMEG_5187	0
MSMEG_5188	NA
MSMEG_5189	17
MSMEG_5190	0
MSMEG_5191	0
MSMEG_5192	NA
MSMEG_5193	0
MSMEG_5194	0
MSMEG_5195	NA
MSMEG_5196	117
MSMEG_5197	NA
MSMEG_5198	NA
MSMEG_5199	44
MSMEG_5200	NA
MSMEG_5201	NA
MSMEG_5202	NA
MSMEG_5203	0
MSMEG_5204	NA
MSMEG_5205	NA
MSMEG_5206	NA
MSMEG_5207	388
MSMEG_5208	107
MSMEG_5209	23
MSMEG_5210	0
MSMEG_5211	140
MSMEG_5212	NA
MSMEG_5213	0
MSMEG_5214	NA
MSMEG_5215	0
MSMEG_5216	43
MSMEG_5217	0
MSMEG_5218	27
MSMEG_5219	90
MSMEG_5220	339
MSMEG_5221	NA
MSMEG_5222	0
MSMEG_5223	0
MSMEG_5224	NA
MSMEG_5225	0
MSMEG_5226	NA
MSMEG_5227	NA
MSMEG_5228	NA
MSMEG_5229	296
MSMEG_5230	NA
MSMEG_5231	148
MSMEG_5232	NA
MSMEG_5233	154
MSMEG_5234	NA
MSMEG_5235	NA
MSMEG_5236	53
MSMEG_5237	16
MSMEG_5238	0
MSMEG_5239	0
MSMEG_5240	NA
MSMEG_5241	204
MSMEG_5242	NA
MSMEG_5243	NA
MSMEG_5244	0
MSMEG_5245	NA
MSMEG_5246	NA
MSMEG_5247	NA
MSMEG_5248	0
MSMEG_5249	0
MSMEG_5250	NA
MSMEG_5251	NA
MSMEG_5252	0
MSMEG_5253	NA
MSMEG_5254	NA
MSMEG_5255	NA
MSMEG_5256	0
MSMEG_5257	33
MSMEG_5258	0
MSMEG_5259	NA
MSMEG_5260	NA
MSMEG_5261	105
MSMEG_5262	NA
MSMEG_5263	143
MSMEG_5264	1
MSMEG_5265	3
MSMEG_5266	NA
MSMEG_5267	0
MSMEG_5268	219
MSMEG_5269	NA
MSMEG_5270	0
MSMEG_5271	45
MSMEG_5272	0
MSMEG_5273	22
MSMEG_5274	1
MSMEG_5275	40
MSMEG_5276	0
MSMEG_5277	NA
MSMEG_5278	421
MSMEG_5279	NA
MSMEG_5280	96
MSMEG_5281	0
MSMEG_5282	28
MSMEG_5283	NA
MSMEG_5284	NA
MSMEG_5285	0
MSMEG_5286	NA
MSMEG_5287	41
MSMEG_5288	209
MSMEG_5289	NA
MSMEG_5290	NA
MSMEG_5291	0
MSMEG_5292	51
MSMEG_5293	NA
MSMEG_5294	NA
MSMEG_5295	NA
MSMEG_5296	NA
MSMEG_5297	NA
MSMEG_5298	17
MSMEG_5299	NA
MSMEG_5300	NA
MSMEG_5301	47
MSMEG_5302	39
MSMEG_5303	105
MSMEG_5304	NA
MSMEG_5305	NA
MSMEG_5306	NA
MSMEG_5307	NA
MSMEG_5308	368
MSMEG_5309	NA
MSMEG_5310	17
MSMEG_5311	NA
MSMEG_5312	NA
MSMEG_5313	NA
MSMEG_5314	NA
MSMEG_5315	NA
MSMEG_5316	NA
MSMEG_5317	NA
MSMEG_5318	101
MSMEG_5319	NA
MSMEG_5320	NA
MSMEG_5321	NA
MSMEG_5322	NA
MSMEG_5323	NA
MSMEG_5324	363
MSMEG_5325	NA
MSMEG_5326	NA
MSMEG_5327	43
MSMEG_5328	174
MSMEG_5329	188
MSMEG_5330	NA
MSMEG_5332	0
MSMEG_5333	36
MSMEG_5334	NA
MSMEG_5335	NA
MSMEG_5336	NA
MSMEG_5338	67
MSMEG_5339	34
MSMEG_5340	0
MSMEG_5341	NA
MSMEG_5342	NA
MSMEG_5343	25
MSMEG_5344	NA
MSMEG_5345	NA
MSMEG_5346	86
MSMEG_5347	92
MSMEG_5348	NA
MSMEG_5349	24
MSMEG_5350	NA
MSMEG_5351	0
MSMEG_5352	19
MSMEG_5353	NA
MSMEG_5354	70
MSMEG_5355	145
MSMEG_5356	NA
MSMEG_5357	NA
MSMEG_5358	NA
MSMEG_5359	NA
MSMEG_5360	440
MSMEG_5361	NA
MSMEG_5362	0
MSMEG_5363	NA
MSMEG_5364	NA
MSMEG_5365	NA
MSMEG_5366	NA
MSMEG_5367	NA
MSMEG_5368	76
MSMEG_5369	NA
MSMEG_5370	241
MSMEG_5371	NA
MSMEG_5372	60
MSMEG_5373	NA
MSMEG_5374	NA
MSMEG_5375	30
MSMEG_5376	289
MSMEG_5377	NA
MSMEG_5378	301
MSMEG_5379	107
MSMEG_5381	NA
MSMEG_5383	NA
MSMEG_5384	NA
MSMEG_5385	NA
MSMEG_5386	NA
MSMEG_5387	NA
MSMEG_5388	47
MSMEG_5389	NA
MSMEG_5390	NA
MSMEG_5391	NA
MSMEG_5392	NA
MSMEG_5393	NA
MSMEG_5394	NA
MSMEG_5395	0
MSMEG_5396	NA
MSMEG_5397	76
MSMEG_5398	NA
MSMEG_5399	NA
MSMEG_5400	NA
MSMEG_5401	60
MSMEG_5402	NA
MSMEG_5403	27
MSMEG_5404	0
MSMEG_5405	0
MSMEG_5406	76
MSMEG_5407	NA
MSMEG_5408	NA
MSMEG_5409	350
MSMEG_5410	NA
MSMEG_5411	NA
MSMEG_5412	52
MSMEG_5413	NA
MSMEG_5414	232
MSMEG_5415	39
MSMEG_5416	261
MSMEG_5417	NA
MSMEG_5418	57
MSMEG_5420	149
MSMEG_5421	NA
MSMEG_5422	NA
MSMEG_5423	NA
MSMEG_5424	0
MSMEG_5426	NA
MSMEG_5427	31
MSMEG_5428	NA
MSMEG_5429	333
MSMEG_5430	NA
MSMEG_5431	119
MSMEG_5432	NA
MSMEG_5433	NA
MSMEG_5434	NA
MSMEG_5435	288
MSMEG_5436	NA
MSMEG_5437	NA
MSMEG_5438	143
MSMEG_5439	67
MSMEG_5440	0
MSMEG_5441	NA
MSMEG_5442	17
MSMEG_5443	NA
MSMEG_5444	70
MSMEG_5445	0
MSMEG_5446	0
MSMEG_5447	0
MSMEG_5448	0
MSMEG_5449	NA
MSMEG_5450	NA
MSMEG_5451	0
MSMEG_5452	1
MSMEG_5453	NA
MSMEG_5454	0
MSMEG_5455	NA
MSMEG_5456	NA
MSMEG_5457	NA
MSMEG_5458	0
MSMEG_5459	NA
MSMEG_5460	53
MSMEG_5461	27
MSMEG_5462	35
MSMEG_5463	16
MSMEG_5464	NA
MSMEG_5465	NA
MSMEG_5466	NA
MSMEG_5468	62
MSMEG_5469	NA
MSMEG_5470	126
MSMEG_5471	0
MSMEG_5472	NA
MSMEG_5473	NA
MSMEG_5474	NA
MSMEG_5475	24
MSMEG_5476	NA
MSMEG_5477	NA
MSMEG_5478	NA
MSMEG_5479	NA
MSMEG_5480	45
MSMEG_5481	354
MSMEG_5482	40
MSMEG_5483	153
MSMEG_5484	NA
MSMEG_5485	NA
MSMEG_5486	182
MSMEG_5487	NA
MSMEG_5488	NA
MSMEG_5489	65
MSMEG_5490	NA
MSMEG_5491	NA
MSMEG_5492	NA
MSMEG_5493	NA
MSMEG_5494	NA
MSMEG_5495	NA
MSMEG_5496	NA
MSMEG_5497	NA
MSMEG_5498	NA
MSMEG_5499	NA
MSMEG_5500	414
MSMEG_5501	NA
MSMEG_5502	39
MSMEG_5503	450
MSMEG_5504	NA
MSMEG_5505	1
MSMEG_5506	NA
MSMEG_5507	81
MSMEG_5508	NA
MSMEG_5509	NA
MSMEG_5511	NA
MSMEG_5512	NA
MSMEG_5513	0
MSMEG_5514	NA
MSMEG_5515	127
MSMEG_5516	0
MSMEG_5517	50
MSMEG_5518	84
MSMEG_5519	0
MSMEG_5520	0
MSMEG_5521	NA
MSMEG_5522	18
MSMEG_5523	NA
MSMEG_5524	NA
MSMEG_5525	123
MSMEG_5526	NA
MSMEG_5527	0
MSMEG_5528	NA
MSMEG_5529	NA
MSMEG_5530	NA
MSMEG_5531	NA
MSMEG_5532	NA
MSMEG_5533	NA
MSMEG_5534	3
MSMEG_5535	NA
MSMEG_5536	165
MSMEG_5537	NA
MSMEG_5538	0
MSMEG_5539	24
MSMEG_5540	NA
MSMEG_5541	0
MSMEG_5542	NA
MSMEG_5543	260
MSMEG_5544	0
MSMEG_5545	NA
MSMEG_5546	0
MSMEG_5547	NA
MSMEG_5548	0
MSMEG_5549	27
MSMEG_5551	NA
MSMEG_5552	NA
MSMEG_5553	27
MSMEG_5554	NA
MSMEG_5556	66
MSMEG_5557	50
MSMEG_5558	54
MSMEG_5559	448
MSMEG_5560	NA
MSMEG_5561	NA
MSMEG_5562	0
MSMEG_5563	NA
MSMEG_5564	NA
MSMEG_5565	22
MSMEG_5566	0
MSMEG_5567	0
MSMEG_5568	32
MSMEG_5569	NA
MSMEG_5570	0
MSMEG_5571	NA
MSMEG_5572	NA
MSMEG_5573	NA
MSMEG_5574	NA
MSMEG_5575	NA
MSMEG_5576	NA
MSMEG_5577	0
MSMEG_5578	NA
MSMEG_5579	420
MSMEG_5580	NA
MSMEG_5581	NA
MSMEG_5582	NA
MSMEG_5583	NA
MSMEG_5584	17
MSMEG_5585	NA
MSMEG_5586	NA
MSMEG_5587	24
MSMEG_5588	1
MSMEG_5589	31
MSMEG_5590	NA
MSMEG_5591	33
MSMEG_5592	NA
MSMEG_5593	NA
MSMEG_5594	NA
MSMEG_5595	27
MSMEG_5596	NA
MSMEG_5597	29
MSMEG_5599	NA
MSMEG_5600	NA
MSMEG_5601	215
MSMEG_5602	NA
MSMEG_5603	NA
MSMEG_5604	NA
MSMEG_5605	NA
MSMEG_5606	NA
MSMEG_5607	45
MSMEG_5608	0
MSMEG_5609	NA
MSMEG_5610	182
MSMEG_5611	60
MSMEG_5612	124
MSMEG_5613	NA
MSMEG_5614	NA
MSMEG_5615	0
MSMEG_5616	NA
MSMEG_5617	62
MSMEG_5618	NA
MSMEG_5619	NA
MSMEG_5620	NA
MSMEG_5621	NA
MSMEG_5622	NA
MSMEG_5623	NA
MSMEG_5624	NA
MSMEG_5625	NA
MSMEG_5626	NA
MSMEG_5627	NA
MSMEG_5628	NA
MSMEG_5629	NA
MSMEG_5630	NA
MSMEG_5631	NA
MSMEG_5632	NA
MSMEG_5633	NA
MSMEG_5634	193
MSMEG_5635	0
MSMEG_5636	56
MSMEG_5637	0
MSMEG_5638	NA
MSMEG_5639	NA
MSMEG_5640	NA
MSMEG_5641	55
MSMEG_5642	0
MSMEG_5643	NA
MSMEG_5644	NA
MSMEG_5645	0
MSMEG_5646	409
MSMEG_5648	0
MSMEG_5649	83
MSMEG_5650	0
MSMEG_5651	38
MSMEG_5652	NA
MSMEG_5653	NA
MSMEG_5654	0
MSMEG_5655	NA
MSMEG_5656	493
MSMEG_5657	NA
MSMEG_5658	450
MSMEG_5659	NA
MSMEG_5660	350
MSMEG_5661	112
MSMEG_5662	0
MSMEG_5663	NA
MSMEG_5664	0
MSMEG_5665	NA
MSMEG_5666	0
MSMEG_5667	NA
MSMEG_5668	NA
MSMEG_5669	0
MSMEG_5670	0
MSMEG_5671	NA
MSMEG_5672	63
MSMEG_5673	0
MSMEG_5674	NA
MSMEG_5675	0
MSMEG_5676	NA
MSMEG_5677	NA
MSMEG_5678	NA
MSMEG_5679	0
MSMEG_5680	70
MSMEG_5681	NA
MSMEG_5682	86
MSMEG_5683	NA
MSMEG_5684	NA
MSMEG_5685	11
MSMEG_5686	NA
MSMEG_5687	NA
MSMEG_5688	0
MSMEG_5689	0
MSMEG_5690	50
MSMEG_5691	10
MSMEG_5692	NA
MSMEG_5693	0
MSMEG_5694	122
MSMEG_5695	NA
MSMEG_5696	35
MSMEG_5697	27
MSMEG_5698	NA
MSMEG_5699	96
MSMEG_5700	249
MSMEG_5701	NA
MSMEG_5702	65
MSMEG_5703	191
MSMEG_5704	46
MSMEG_5705	3
MSMEG_5706	NA
MSMEG_5707	NA
MSMEG_5708	359
MSMEG_5709	310
MSMEG_5710	239
MSMEG_5711	NA
MSMEG_5712	0
MSMEG_5713	37
MSMEG_5714	NA
MSMEG_5715	0
MSMEG_5716	NA
MSMEG_5717	0
MSMEG_5718	0
MSMEG_5719	33
MSMEG_5720	4
MSMEG_5721	69
MSMEG_5722	241
MSMEG_5723	NA
MSMEG_5724	0
MSMEG_5725	NA
MSMEG_5726	NA
MSMEG_5727	178
MSMEG_5728	NA
MSMEG_5729	NA
MSMEG_5730	62
MSMEG_5731	2
MSMEG_5732	NA
MSMEG_5733	NA
MSMEG_5734	0
MSMEG_5735	NA
MSMEG_5736	0
MSMEG_5737	NA
MSMEG_5738	0
MSMEG_5739	0
MSMEG_5740	NA
MSMEG_5741	20
MSMEG_5742	NA
MSMEG_5743	NA
MSMEG_5744	NA
MSMEG_5745	NA
MSMEG_5746	NA
MSMEG_5747	NA
MSMEG_5748	NA
MSMEG_5749	53
MSMEG_5750	179
MSMEG_5751	NA
MSMEG_5752	0
MSMEG_5753	0
MSMEG_5754	NA
MSMEG_5759	NA
MSMEG_5760	11
MSMEG_5761	NA
MSMEG_5762	NA
MSMEG_5763	NA
MSMEG_5764	86
MSMEG_5765	NA
MSMEG_5766	0
MSMEG_5767	NA
MSMEG_5768	78
MSMEG_5769	114
MSMEG_5770	12
MSMEG_5771	73
MSMEG_5772	NA
MSMEG_5773	34
MSMEG_5774	NA
MSMEG_5775	346
MSMEG_5776	0
MSMEG_5777	0
MSMEG_5778	52
MSMEG_5779	NA
MSMEG_5780	NA
MSMEG_5781	7
MSMEG_5782	37
MSMEG_5784	105
MSMEG_5785	NA
MSMEG_5786	48
MSMEG_5787	NA
MSMEG_5788	184
MSMEG_5789	NA
MSMEG_5790	NA
MSMEG_5791	0
MSMEG_5792	NA
MSMEG_5793	NA
MSMEG_5794	NA
MSMEG_5795	0
MSMEG_5796	0
MSMEG_5797	74
MSMEG_5798	1
MSMEG_5799	NA
MSMEG_5800	33
MSMEG_5801	NA
MSMEG_5802	NA
MSMEG_5803	27
MSMEG_5804	NA
MSMEG_5805	NA
MSMEG_5806	NA
MSMEG_5807	NA
MSMEG_5808	NA
MSMEG_5809	NA
MSMEG_5810	NA
MSMEG_5811	52
MSMEG_5812	63
MSMEG_5813	NA
MSMEG_5814	NA
MSMEG_5815	NA
MSMEG_5816	90
MSMEG_5817	0
MSMEG_5818	NA
MSMEG_5819	0
MSMEG_5820	1
MSMEG_5821	NA
MSMEG_5822	NA
MSMEG_5823	NA
MSMEG_5824	0
MSMEG_5825	NA
MSMEG_5826	NA
MSMEG_5827	0
MSMEG_5828	135
MSMEG_5829	0
MSMEG_5830	NA
MSMEG_5831	236
MSMEG_5832	NA
MSMEG_5834	NA
MSMEG_5835	NA
MSMEG_5836	NA
MSMEG_5837	0
MSMEG_5838	0
MSMEG_5839	NA
MSMEG_5840	NA
MSMEG_5841	0
MSMEG_5842	NA
MSMEG_5843	NA
MSMEG_5844	NA
MSMEG_5845	NA
MSMEG_5846	NA
MSMEG_5847	NA
MSMEG_5848	227
MSMEG_5849	NA
MSMEG_5850	0
MSMEG_5851	459
MSMEG_5852	0
MSMEG_5853	35
MSMEG_5854	NA
MSMEG_5855	103
MSMEG_5856	NA
MSMEG_5857	NA
MSMEG_5858	NA
MSMEG_5859	44
MSMEG_5860	0
MSMEG_5861	NA
MSMEG_5862	NA
MSMEG_5863	NA
MSMEG_5864	NA
MSMEG_5865	NA
MSMEG_5866	57
MSMEG_5867	NA
MSMEG_5868	33
MSMEG_5869	NA
MSMEG_5870	NA
MSMEG_5871	NA
MSMEG_5872	NA
MSMEG_5873	0
MSMEG_5875	NA
MSMEG_5876	144
MSMEG_5877	0
MSMEG_5878	37
MSMEG_5879	89
MSMEG_5880	NA
MSMEG_5881	NA
MSMEG_5882	NA
MSMEG_5883	NA
MSMEG_5884	NA
MSMEG_5885	32
MSMEG_5886	5
MSMEG_5887	86
MSMEG_5888	0
MSMEG_5889	35
MSMEG_5890	0
MSMEG_5891	0
MSMEG_5892	NA
MSMEG_5893	NA
MSMEG_5894	179
MSMEG_5895	NA
MSMEG_5896	NA
MSMEG_5897	NA
MSMEG_5898	NA
MSMEG_5899	NA
MSMEG_5900	NA
MSMEG_5901	0
MSMEG_5902	121
MSMEG_5903	NA
MSMEG_5904	45
MSMEG_5905	NA
MSMEG_5906	36
MSMEG_5907	NA
MSMEG_5908	NA
MSMEG_5909	NA
MSMEG_5910	NA
MSMEG_5911	NA
MSMEG_5912	35
MSMEG_5913	NA
MSMEG_5914	0
MSMEG_5915	NA
MSMEG_5916	81
MSMEG_5917	NA
MSMEG_5918	NA
MSMEG_5919	NA
MSMEG_5920	241
MSMEG_5921	NA
MSMEG_5922	NA
MSMEG_5923	NA
MSMEG_5924	NA
MSMEG_5925	23
MSMEG_5926	NA
MSMEG_5927	NA
MSMEG_5928	NA
MSMEG_5929	44
MSMEG_5930	NA
MSMEG_5931	NA
MSMEG_5932	NA
MSMEG_5933	59
MSMEG_5934	30
MSMEG_5935	NA
MSMEG_5936	NA
MSMEG_5937	89
MSMEG_5938	NA
MSMEG_5939	13
MSMEG_5940	157
MSMEG_5941	0
MSMEG_5942	NA
MSMEG_5943	130
MSMEG_5944	104
MSMEG_5945	NA
MSMEG_5946	NA
MSMEG_5947	NA
MSMEG_5948	NA
MSMEG_5949	NA
MSMEG_5950	NA
MSMEG_5951	NA
MSMEG_5952	474
MSMEG_5953	NA
MSMEG_5954	NA
MSMEG_5955	NA
MSMEG_5956	144
MSMEG_5957	NA
MSMEG_5958	NA
MSMEG_5959	399
MSMEG_5960	NA
MSMEG_5961	NA
MSMEG_5962	270
MSMEG_5963	NA
MSMEG_5964	NA
MSMEG_5965	NA
MSMEG_5966	NA
MSMEG_5967	114
MSMEG_5968	32
MSMEG_5969	224
MSMEG_5970	29
MSMEG_5971	229
MSMEG_5972	NA
MSMEG_5973	NA
MSMEG_5974	NA
MSMEG_5975	NA
MSMEG_5976	78
MSMEG_5977	NA
MSMEG_5978	NA
MSMEG_5979	NA
MSMEG_5980	NA
MSMEG_5981	242
MSMEG_5982	NA
MSMEG_5983	NA
MSMEG_5984	NA
MSMEG_5985	NA
MSMEG_5986	NA
MSMEG_5987	NA
MSMEG_5988	121
MSMEG_5989	30
MSMEG_5990	NA
MSMEG_5991	NA
MSMEG_5992	NA
MSMEG_5993	NA
MSMEG_5994	NA
MSMEG_5995	32
MSMEG_5996	0
MSMEG_5997	182
MSMEG_5998	NA
MSMEG_5999	NA
MSMEG_6000	0
MSMEG_6001	43
MSMEG_6002	NA
MSMEG_6003	NA
MSMEG_6004	NA
MSMEG_6005	NA
MSMEG_6006	158
MSMEG_6008	NA
MSMEG_6009	0
MSMEG_6010	126
MSMEG_6011	NA
MSMEG_6012	0
MSMEG_6014	NA
MSMEG_6015	NA
MSMEG_6016	NA
MSMEG_6017	NA
MSMEG_6018	50
MSMEG_6019	250
MSMEG_6020	160
MSMEG_6021	46
MSMEG_6022	37
MSMEG_6023	NA
MSMEG_6024	207
MSMEG_6025	NA
MSMEG_6026	NA
MSMEG_6027	77
MSMEG_6028	NA
MSMEG_6029	2
MSMEG_6030	NA
MSMEG_6031	31
MSMEG_6032	74
MSMEG_6033	36
MSMEG_6034	NA
MSMEG_6035	NA
MSMEG_6036	NA
MSMEG_6037	NA
MSMEG_6038	31
MSMEG_6039	161
MSMEG_6040	22
MSMEG_6041	NA
MSMEG_6042	198
MSMEG_6043	0
MSMEG_6044	2
MSMEG_6045	NA
MSMEG_6046	NA
MSMEG_6047	NA
MSMEG_6048	NA
MSMEG_6049	NA
MSMEG_6050	NA
MSMEG_6052	NA
MSMEG_6053	0
MSMEG_6054	0
MSMEG_6055	NA
MSMEG_6057	NA
MSMEG_6058	NA
MSMEG_6059	0
MSMEG_6060	0
MSMEG_6061	NA
MSMEG_6062	NA
MSMEG_6063	NA
MSMEG_6064	152
MSMEG_6065	NA
MSMEG_6066	NA
MSMEG_6067	NA
MSMEG_6068	24
MSMEG_6069	NA
MSMEG_6070	NA
MSMEG_6071	NA
MSMEG_6072	NA
MSMEG_6073	66
MSMEG_6074	0
MSMEG_6075	NA
MSMEG_6076	257
MSMEG_6077	20
MSMEG_6078	31
MSMEG_6079	0
MSMEG_6080	25
MSMEG_6081	0
MSMEG_6082	0
MSMEG_6083	62
MSMEG_6085	17
MSMEG_6086	0
MSMEG_6087	NA
MSMEG_6088	NA
MSMEG_6089	NA
MSMEG_6090	120
MSMEG_6091	75
MSMEG_6092	59
MSMEG_6093	NA
MSMEG_6094	0
MSMEG_6095	NA
MSMEG_6096	NA
MSMEG_6097	NA
MSMEG_6098	66
MSMEG_6099	NA
MSMEG_6100	NA
MSMEG_6101	NA
MSMEG_6102	NA
MSMEG_6103	NA
MSMEG_6104	115
MSMEG_6105	75
MSMEG_6106	0
MSMEG_6107	NA
MSMEG_6108	NA
MSMEG_6109	NA
MSMEG_6110	NA
MSMEG_6111	NA
MSMEG_6112	305
MSMEG_6113	45
MSMEG_6114	70
MSMEG_6115	NA
MSMEG_6116	NA
MSMEG_6117	NA
MSMEG_6118	NA
MSMEG_6119	NA
MSMEG_6120	NA
MSMEG_6121	NA
MSMEG_6122	NA
MSMEG_6123	NA
MSMEG_6124	NA
MSMEG_6125	0
MSMEG_6126	NA
MSMEG_6127	NA
MSMEG_6128	NA
MSMEG_6129	NA
MSMEG_6130	NA
MSMEG_6131	66
MSMEG_6132	NA
MSMEG_6133	NA
MSMEG_6134	NA
MSMEG_6135	0
MSMEG_6136	130
MSMEG_6137	0
MSMEG_6138	NA
MSMEG_6139	NA
MSMEG_6140	NA
MSMEG_6141	22
MSMEG_6142	NA
MSMEG_6143	0
MSMEG_6144	0
MSMEG_6145	135
MSMEG_6146	NA
MSMEG_6147	NA
MSMEG_6148	354
MSMEG_6149	107
MSMEG_6150	0
MSMEG_6151	NA
MSMEG_6153	1
MSMEG_6154	0
MSMEG_6155	NA
MSMEG_6156	107
MSMEG_6157	44
MSMEG_6158	NA
MSMEG_6159	183
MSMEG_6160	46
MSMEG_6161	NA
MSMEG_6162	107
MSMEG_6163	NA
MSMEG_6164	NA
MSMEG_6165	NA
MSMEG_6166	NA
MSMEG_6167	NA
MSMEG_6168	NA
MSMEG_6169	NA
MSMEG_6170	NA
MSMEG_6171	423
MSMEG_6172	NA
MSMEG_6173	NA
MSMEG_6174	0
MSMEG_6175	NA
MSMEG_6176	NA
MSMEG_6177	NA
MSMEG_6178	NA
MSMEG_6179	NA
MSMEG_6180	68
MSMEG_6181	NA
MSMEG_6182	31
MSMEG_6183	NA
MSMEG_6184	NA
MSMEG_6185	87
MSMEG_6186	NA
MSMEG_6187	0
MSMEG_6188	0
MSMEG_6189	NA
MSMEG_6190	NA
MSMEG_6191	NA
MSMEG_6192	0
MSMEG_6193	0
MSMEG_6194	NA
MSMEG_6195	NA
MSMEG_6196	NA
MSMEG_6197	NA
MSMEG_6198	23
MSMEG_6199	117
MSMEG_6200	NA
MSMEG_6201	392
MSMEG_6202	0
MSMEG_6203	NA
MSMEG_6205	NA
MSMEG_6206	NA
MSMEG_6207	NA
MSMEG_6208	0
MSMEG_6209	0
MSMEG_6210	NA
MSMEG_6211	0
MSMEG_6212	NA
MSMEG_6213	NA
MSMEG_6214	0
MSMEG_6215	NA
MSMEG_6216	NA
MSMEG_6217	NA
MSMEG_6218	NA
