 	CDS_5pUnpairedNt
MSMEG_5233	0
MSMEG_5234	1
MSMEG_5235	10
MSMEG_5236	2
MSMEG_5237	1
MSMEG_5238	4
MSMEG_5239	5
MSMEG_5240	2
MSMEG_5241	2
MSMEG_5242	11
MSMEG_5243	0
MSMEG_5244	2
MSMEG_5245	1
MSMEG_5246	0
MSMEG_5247	0
MSMEG_5248	2
MSMEG_5249	2
MSMEG_5250	1
MSMEG_5251	0
MSMEG_5252	3
MSMEG_5253	2
MSMEG_5254	4
MSMEG_5255	2
MSMEG_5256	1
MSMEG_5257	0
MSMEG_5258	1
MSMEG_5259	2
MSMEG_5260	0
MSMEG_5261	2
MSMEG_5262	0
MSMEG_5263	1
MSMEG_5264	2
MSMEG_5265	4
MSMEG_5266	7
MSMEG_5267	2
MSMEG_5268	1
MSMEG_5269	0
MSMEG_5270	1
MSMEG_5271	0
MSMEG_5272	0
MSMEG_5273	2
MSMEG_5274	2
MSMEG_5275	4
MSMEG_5276	0
MSMEG_5277	1
MSMEG_5278	2
MSMEG_5279	7
MSMEG_5280	2
MSMEG_5281	2
MSMEG_5282	2
MSMEG_5283	3
MSMEG_5284	0
MSMEG_5285	0
MSMEG_5286	1
MSMEG_5287	0
MSMEG_5288	0
MSMEG_5289	0
MSMEG_5290	0
MSMEG_5291	0
MSMEG_5292	5
MSMEG_5293	6
MSMEG_5294	9
MSMEG_5295	1
MSMEG_5296	4
MSMEG_5297	16
MSMEG_5298	2
MSMEG_5299	1
MSMEG_5300	4
MSMEG_5301	0
MSMEG_5302	2
MSMEG_5303	8
MSMEG_5304	0
MSMEG_5305	2
MSMEG_5306	0
MSMEG_5307	2
MSMEG_5308	1
MSMEG_5309	2
MSMEG_5310	4
MSMEG_5311	5
MSMEG_5312	3
MSMEG_5313	2
MSMEG_5314	3
MSMEG_5315	2
MSMEG_5316	10
MSMEG_5317	2
MSMEG_5318	0
MSMEG_5319	7
MSMEG_5320	0
MSMEG_5321	4
MSMEG_5322	1
MSMEG_5323	5
MSMEG_5324	0
MSMEG_5325	3
MSMEG_5326	4
MSMEG_5327	17
MSMEG_5328	21
MSMEG_5329	0
MSMEG_5330	9
MSMEG_5332	0
MSMEG_5333	5
MSMEG_5334	0
MSMEG_5335	2
MSMEG_5336	2
MSMEG_5338	4
MSMEG_5339	0
MSMEG_5340	0
MSMEG_5341	7
MSMEG_5342	0
MSMEG_5343	1
MSMEG_5344	2
MSMEG_5345	0
MSMEG_5346	0
MSMEG_5347	7
MSMEG_5348	2
MSMEG_5349	2
MSMEG_5350	9
MSMEG_5351	1
MSMEG_5352	2
MSMEG_5353	4
MSMEG_5354	2
MSMEG_5355	6
MSMEG_5356	0
MSMEG_5357	1
MSMEG_5358	2
MSMEG_5359	2
MSMEG_5360	6
MSMEG_5361	5
MSMEG_5362	0
MSMEG_5363	0
MSMEG_5364	0
MSMEG_5365	0
MSMEG_5366	4
MSMEG_5367	15
MSMEG_5368	0
MSMEG_5369	13
MSMEG_5370	0
MSMEG_5371	0
MSMEG_5372	6
MSMEG_5373	0
MSMEG_5374	1
MSMEG_5375	0
MSMEG_5376	2
MSMEG_5377	6
MSMEG_5378	0
MSMEG_5379	0
MSMEG_5381	0
MSMEG_5383	6
MSMEG_5384	1
MSMEG_5385	0
MSMEG_5386	10
MSMEG_5387	8
MSMEG_5388	4
MSMEG_5389	2
MSMEG_5390	2
MSMEG_5391	0
MSMEG_5392	0
MSMEG_5393	1
MSMEG_5394	16
MSMEG_5395	0
MSMEG_5396	5
MSMEG_5397	0
MSMEG_5398	4
MSMEG_5399	1
MSMEG_5400	4
MSMEG_5401	9
MSMEG_5402	2
MSMEG_5403	6
MSMEG_5404	2
MSMEG_5405	2
MSMEG_5406	7
MSMEG_5407	0
MSMEG_5408	0
MSMEG_5409	0
MSMEG_5410	2
MSMEG_5411	3
MSMEG_5412	0
MSMEG_5413	3
MSMEG_5414	0
MSMEG_5415	1
MSMEG_5416	6
MSMEG_5417	0
MSMEG_5418	10
MSMEG_5420	0
MSMEG_5421	9
MSMEG_5422	4
MSMEG_5423	2
MSMEG_5424	2
MSMEG_5426	0
MSMEG_5427	0
MSMEG_5428	11
MSMEG_5429	0
MSMEG_5430	1
MSMEG_5431	1
MSMEG_5432	3
MSMEG_5433	1
MSMEG_5434	0
MSMEG_5435	0
MSMEG_5436	0
MSMEG_5437	6
MSMEG_5438	2
MSMEG_5439	0
MSMEG_5440	0
MSMEG_5441	1
MSMEG_5442	4
MSMEG_5443	5
MSMEG_5444	9
MSMEG_5445	7
MSMEG_5446	1
MSMEG_5447	0
MSMEG_5448	0
MSMEG_5449	7
MSMEG_5450	1
MSMEG_5451	2
MSMEG_5452	8
MSMEG_5453	1
MSMEG_5454	6
MSMEG_5455	0
MSMEG_5456	2
MSMEG_5457	0
MSMEG_5458	0
MSMEG_5459	2
MSMEG_5460	0
MSMEG_5461	2
MSMEG_5462	1
MSMEG_5463	3
MSMEG_5464	0
MSMEG_5465	0
MSMEG_5466	4
MSMEG_5468	2
MSMEG_5469	6
MSMEG_5470	1
MSMEG_5471	5
MSMEG_5472	1
MSMEG_5473	3
MSMEG_5474	12
MSMEG_5475	1
MSMEG_5476	4
MSMEG_5477	2
MSMEG_5478	5
MSMEG_5479	0
MSMEG_5480	2
MSMEG_5481	1
MSMEG_5482	1
MSMEG_5483	5
MSMEG_5484	1
MSMEG_5485	2
MSMEG_5486	13
MSMEG_5487	1
MSMEG_5488	0
MSMEG_5489	4
MSMEG_5490	6
MSMEG_5491	0
MSMEG_5492	0
MSMEG_5493	5
MSMEG_5494	0
MSMEG_5495	1
MSMEG_5496	0
MSMEG_5497	7
MSMEG_5498	8
MSMEG_5499	1
MSMEG_5500	0
MSMEG_5501	2
MSMEG_5502	7
MSMEG_5503	9
MSMEG_5504	0
MSMEG_5505	1
MSMEG_5506	0
MSMEG_5507	2
MSMEG_5508	0
MSMEG_5509	6
MSMEG_5511	3
MSMEG_5512	3
MSMEG_5513	1
MSMEG_5514	4
MSMEG_5515	13
MSMEG_5516	0
MSMEG_5517	10
MSMEG_5518	0
MSMEG_5519	2
MSMEG_5520	1
MSMEG_5521	2
MSMEG_5522	0
MSMEG_5523	5
MSMEG_5524	16
MSMEG_5525	6
MSMEG_5526	4
MSMEG_5527	0
MSMEG_5528	7
MSMEG_5529	0
MSMEG_5530	2
MSMEG_5531	3
MSMEG_5532	6
MSMEG_5533	8
MSMEG_5534	1
MSMEG_5535	0
MSMEG_5536	1
MSMEG_5537	0
MSMEG_5538	1
MSMEG_5539	11
MSMEG_5540	2
MSMEG_5541	6
MSMEG_5542	0
MSMEG_5543	0
MSMEG_5544	0
MSMEG_5545	2
MSMEG_5546	13
MSMEG_5547	1
MSMEG_5548	4
MSMEG_5549	0
MSMEG_5551	0
MSMEG_5552	7
MSMEG_5553	2
MSMEG_5554	1
MSMEG_5556	4
MSMEG_5557	16
MSMEG_5558	9
MSMEG_5559	2
MSMEG_5560	4
MSMEG_5561	6
MSMEG_5562	4
MSMEG_5563	3
MSMEG_5564	4
MSMEG_5565	5
MSMEG_5566	1
MSMEG_5567	0
MSMEG_5568	0
MSMEG_5569	0
MSMEG_5570	1
MSMEG_5571	2
MSMEG_5572	1
MSMEG_5573	5
MSMEG_5574	0
MSMEG_5575	0
MSMEG_5576	0
MSMEG_5577	6
MSMEG_5578	2
MSMEG_5579	3
MSMEG_5580	1
MSMEG_5581	2
MSMEG_5582	11
MSMEG_5583	4
MSMEG_5584	7
MSMEG_5585	2
MSMEG_5586	2
MSMEG_5587	11
MSMEG_5588	3
MSMEG_5589	3
MSMEG_5590	18
MSMEG_5591	0
MSMEG_5592	1
MSMEG_5593	0
MSMEG_5594	2
MSMEG_5595	5
MSMEG_5596	11
MSMEG_5597	3
MSMEG_5599	0
MSMEG_5600	4
MSMEG_5601	7
MSMEG_5602	3
MSMEG_5603	1
MSMEG_5604	1
MSMEG_5605	2
MSMEG_5606	5
MSMEG_5607	2
MSMEG_5608	5
MSMEG_5609	1
MSMEG_5610	1
MSMEG_5611	10
MSMEG_5612	0
MSMEG_5613	10
MSMEG_5614	2
MSMEG_5615	0
MSMEG_5616	0
MSMEG_5617	11
MSMEG_5618	0
MSMEG_5619	6
MSMEG_5620	4
MSMEG_5621	2
MSMEG_5622	1
MSMEG_5623	2
MSMEG_5624	1
MSMEG_5625	0
MSMEG_5626	11
MSMEG_5627	19
MSMEG_5628	11
MSMEG_5629	0
MSMEG_5630	1
MSMEG_5631	1
MSMEG_5632	1
MSMEG_5633	10
MSMEG_5634	13
MSMEG_5635	2
MSMEG_5636	1
MSMEG_5637	0
MSMEG_5638	5
MSMEG_5639	3
MSMEG_5640	6
MSMEG_5641	0
MSMEG_5642	0
MSMEG_5643	2
MSMEG_5644	6
MSMEG_5645	4
MSMEG_5646	1
MSMEG_5648	3
MSMEG_5649	9
MSMEG_5650	2
MSMEG_5651	2
MSMEG_5652	1
MSMEG_5653	2
MSMEG_5654	0
MSMEG_5655	6
MSMEG_5656	14
MSMEG_5657	13
MSMEG_5658	8
MSMEG_5659	1
MSMEG_5660	0
MSMEG_5661	1
MSMEG_5662	10
MSMEG_5663	1
MSMEG_5664	14
MSMEG_5665	5
MSMEG_5666	0
MSMEG_5667	10
MSMEG_5668	2
MSMEG_5669	0
MSMEG_5670	6
MSMEG_5671	8
MSMEG_5672	0
MSMEG_5673	2
MSMEG_5674	0
MSMEG_5675	1
MSMEG_5676	4
MSMEG_5677	2
MSMEG_5678	1
MSMEG_5679	0
MSMEG_5680	13
MSMEG_5681	2
MSMEG_5682	2
MSMEG_5683	0
MSMEG_5684	3
MSMEG_5685	2
MSMEG_5686	0
MSMEG_5687	1
MSMEG_5688	7
MSMEG_5689	5
MSMEG_5690	2
MSMEG_5691	4
MSMEG_5692	0
MSMEG_5693	13
MSMEG_5694	0
MSMEG_5695	2
MSMEG_5696	1
MSMEG_5697	3
MSMEG_5698	4
MSMEG_5699	6
MSMEG_5700	4
MSMEG_5701	2
MSMEG_5702	1
MSMEG_5703	2
MSMEG_5704	3
MSMEG_5705	6
MSMEG_5706	6
MSMEG_5707	2
MSMEG_5708	13
MSMEG_5709	14
MSMEG_5710	1
MSMEG_5711	6
MSMEG_5712	0
MSMEG_5713	6
MSMEG_5714	9
MSMEG_5715	4
MSMEG_5716	3
MSMEG_5717	0
MSMEG_5718	5
MSMEG_5719	10
MSMEG_5720	2
MSMEG_5721	5
MSMEG_5722	2
MSMEG_5723	9
MSMEG_5724	5
MSMEG_5725	3
MSMEG_5726	0
MSMEG_5727	11
MSMEG_5728	1
MSMEG_5729	7
MSMEG_5730	11
MSMEG_5731	4
MSMEG_5732	9
MSMEG_5733	0
MSMEG_5734	6
MSMEG_5735	0
MSMEG_5736	1
MSMEG_5737	6
MSMEG_5738	2
MSMEG_5739	2
MSMEG_5740	2
MSMEG_5741	15
MSMEG_5742	2
MSMEG_5743	0
MSMEG_5744	14
MSMEG_5745	2
MSMEG_5746	0
MSMEG_5747	6
MSMEG_5748	0
MSMEG_5749	2
MSMEG_5750	0
MSMEG_5751	3
MSMEG_5752	2
MSMEG_5753	0
MSMEG_5754	2
MSMEG_5759	2
MSMEG_5760	5
MSMEG_5761	0
MSMEG_5762	7
MSMEG_5763	2
MSMEG_5764	10
MSMEG_5765	7
MSMEG_5766	0
MSMEG_5767	8
MSMEG_5768	0
MSMEG_5769	11
MSMEG_5770	0
MSMEG_5771	0
MSMEG_5772	4
MSMEG_5773	5
MSMEG_5774	3
MSMEG_5775	0
MSMEG_5776	2
MSMEG_5777	16
MSMEG_5778	6
MSMEG_5779	2
MSMEG_5780	2
MSMEG_5781	2
MSMEG_5782	4
MSMEG_5784	13
MSMEG_5785	2
MSMEG_5786	6
MSMEG_5787	13
MSMEG_5788	2
MSMEG_5789	7
MSMEG_5790	4
MSMEG_5791	0
MSMEG_5792	5
MSMEG_5793	2
MSMEG_5794	17
MSMEG_5795	0
MSMEG_5796	2
MSMEG_5797	2
MSMEG_5798	2
MSMEG_5799	0
MSMEG_5800	0
MSMEG_5801	0
MSMEG_5802	1
MSMEG_5803	0
MSMEG_5804	2
MSMEG_5805	0
MSMEG_5806	2
MSMEG_5807	6
MSMEG_5808	0
MSMEG_5809	0
MSMEG_5810	0
MSMEG_5811	0
MSMEG_5812	0
MSMEG_5813	4
MSMEG_5814	0
MSMEG_5815	0
MSMEG_5816	2
MSMEG_5817	0
MSMEG_5818	0
MSMEG_5819	2
MSMEG_5820	2
MSMEG_5821	15
MSMEG_5822	2
MSMEG_5823	0
MSMEG_5824	0
MSMEG_5825	1
MSMEG_5826	0
MSMEG_5827	0
MSMEG_5828	2
MSMEG_5829	0
MSMEG_5830	8
MSMEG_5831	2
MSMEG_5832	5
MSMEG_5834	8
MSMEG_5835	3
MSMEG_5836	0
MSMEG_5837	0
MSMEG_5838	9
MSMEG_5839	4
MSMEG_5840	2
MSMEG_5841	0
MSMEG_5842	4
MSMEG_5843	2
MSMEG_5844	0
MSMEG_5845	0
MSMEG_5846	1
MSMEG_5847	0
MSMEG_5848	2
MSMEG_5849	0
MSMEG_5850	4
MSMEG_5851	6
MSMEG_5852	0
MSMEG_5853	0
MSMEG_5854	1
MSMEG_5855	11
MSMEG_5856	9
MSMEG_5857	2
MSMEG_5858	0
MSMEG_5859	1
MSMEG_5860	1
MSMEG_5861	4
MSMEG_5862	1
MSMEG_5863	1
MSMEG_5864	0
MSMEG_5865	2
MSMEG_5866	7
MSMEG_5867	1
MSMEG_5868	0
MSMEG_5869	0
MSMEG_5870	0
MSMEG_5871	2
MSMEG_5872	1
MSMEG_5873	1
MSMEG_5875	0
MSMEG_5876	8
MSMEG_5877	0
MSMEG_5878	5
MSMEG_5879	1
MSMEG_5880	2
MSMEG_5881	1
MSMEG_5882	0
MSMEG_5883	8
MSMEG_5884	7
MSMEG_5885	3
MSMEG_5886	0
MSMEG_5887	12
MSMEG_5888	6
MSMEG_5889	0
MSMEG_5890	6
MSMEG_5891	16
MSMEG_5892	2
MSMEG_5893	2
MSMEG_5894	5
MSMEG_5895	16
MSMEG_5896	1
MSMEG_5897	6
MSMEG_5898	0
MSMEG_5899	3
MSMEG_5900	2
MSMEG_5901	1
MSMEG_5902	2
MSMEG_5903	16
MSMEG_5904	1
MSMEG_5905	2
MSMEG_5906	1
MSMEG_5907	0
MSMEG_5908	5
MSMEG_5909	4
MSMEG_5910	12
MSMEG_5911	3
MSMEG_5912	0
MSMEG_5913	21
MSMEG_5914	1
MSMEG_5915	0
MSMEG_5916	1
MSMEG_5917	4
MSMEG_5918	3
MSMEG_5919	0
MSMEG_5920	4
MSMEG_5921	4
MSMEG_5922	2
MSMEG_5923	0
MSMEG_5924	2
MSMEG_5925	2
MSMEG_5926	0
MSMEG_5927	0
MSMEG_5928	14
MSMEG_5929	1
MSMEG_5930	0
MSMEG_5931	0
MSMEG_5932	9
MSMEG_5933	4
MSMEG_5934	2
MSMEG_5935	2
MSMEG_5936	8
MSMEG_5937	2
MSMEG_5938	2
MSMEG_5939	1
MSMEG_5940	2
MSMEG_5941	5
MSMEG_5942	3
MSMEG_5943	1
MSMEG_5944	6
MSMEG_5945	2
MSMEG_5946	4
MSMEG_5947	0
MSMEG_5948	4
MSMEG_5949	0
MSMEG_5950	0
MSMEG_5951	2
MSMEG_5952	2
MSMEG_5953	8
MSMEG_5954	2
MSMEG_5955	6
MSMEG_5956	0
MSMEG_5957	2
MSMEG_5958	3
MSMEG_5959	1
MSMEG_5960	0
MSMEG_5961	2
MSMEG_5962	0
MSMEG_5963	5
MSMEG_5964	0
MSMEG_5965	2
MSMEG_5966	8
MSMEG_5967	2
MSMEG_5968	5
MSMEG_5969	3
MSMEG_5970	3
MSMEG_5971	5
MSMEG_5972	10
MSMEG_5973	5
MSMEG_5974	0
MSMEG_5975	10
MSMEG_5976	3
MSMEG_5977	0
MSMEG_5978	4
MSMEG_5979	4
MSMEG_5980	4
MSMEG_5981	6
MSMEG_5982	2
MSMEG_5983	0
MSMEG_5984	7
MSMEG_5985	2
MSMEG_5986	2
MSMEG_5987	1
MSMEG_5988	9
MSMEG_5989	0
MSMEG_5990	5
MSMEG_5991	3
MSMEG_5992	1
MSMEG_5993	4
MSMEG_5994	3
MSMEG_5995	1
MSMEG_5996	2
MSMEG_5997	0
MSMEG_5998	2
MSMEG_5999	3
MSMEG_6000	0
MSMEG_6001	2
MSMEG_6002	0
MSMEG_6003	2
MSMEG_6004	0
MSMEG_6005	0
MSMEG_6006	5
MSMEG_6008	6
MSMEG_6009	1
MSMEG_6010	0
MSMEG_6011	1
MSMEG_6012	0
MSMEG_6014	2
MSMEG_6015	2
MSMEG_6016	8
MSMEG_6017	0
MSMEG_6018	0
MSMEG_6019	1
MSMEG_6020	0
MSMEG_6021	7
MSMEG_6022	2
MSMEG_6023	0
MSMEG_6024	2
MSMEG_6025	5
MSMEG_6026	0
MSMEG_6027	0
MSMEG_6028	3
MSMEG_6029	2
MSMEG_6030	6
MSMEG_6031	2
MSMEG_6032	0
MSMEG_6033	10
MSMEG_6034	1
MSMEG_6035	0
MSMEG_6036	3
MSMEG_6037	0
MSMEG_6038	2
MSMEG_6039	0
MSMEG_6040	1
MSMEG_6041	5
MSMEG_6042	0
MSMEG_6043	4
MSMEG_6044	6
MSMEG_6045	2
MSMEG_6046	0
MSMEG_6047	0
MSMEG_6048	1
MSMEG_6049	2
MSMEG_6050	0
MSMEG_6052	0
MSMEG_6053	0
MSMEG_6054	1
MSMEG_6055	0
MSMEG_6057	0
MSMEG_6058	2
MSMEG_6059	4
MSMEG_6060	0
MSMEG_6061	6
MSMEG_6062	3
MSMEG_6063	0
MSMEG_6064	3
MSMEG_6065	0
MSMEG_6066	1
MSMEG_6067	1
MSMEG_6068	2
MSMEG_6069	0
MSMEG_6070	0
MSMEG_6071	2
MSMEG_6072	2
MSMEG_6073	12
MSMEG_6074	0
MSMEG_6075	4
MSMEG_6076	0
MSMEG_6077	10
MSMEG_6078	0
MSMEG_6079	0
MSMEG_6080	3
MSMEG_6081	4
MSMEG_6082	2
MSMEG_6083	7
MSMEG_6085	1
MSMEG_6086	0
MSMEG_6087	1
MSMEG_6088	1
MSMEG_6089	9
MSMEG_6090	11
MSMEG_6091	13
MSMEG_6092	3
MSMEG_6093	5
MSMEG_6094	0
MSMEG_6095	2
MSMEG_6096	0
MSMEG_6097	7
MSMEG_6098	5
MSMEG_6099	5
MSMEG_6100	2
MSMEG_6101	1
MSMEG_6102	1
MSMEG_6103	0
MSMEG_6104	1
MSMEG_6105	5
MSMEG_6106	4
MSMEG_6107	10
MSMEG_6108	8
MSMEG_6109	2
MSMEG_6110	0
MSMEG_6111	2
MSMEG_6112	1
MSMEG_6113	1
MSMEG_6114	0
MSMEG_6115	1
MSMEG_6116	2
MSMEG_6117	4
MSMEG_6118	2
MSMEG_6119	4
MSMEG_6120	6
MSMEG_6121	5
MSMEG_6122	8
MSMEG_6123	14
MSMEG_6124	2
MSMEG_6125	9
MSMEG_6126	0
MSMEG_6127	0
MSMEG_6128	4
MSMEG_6129	6
MSMEG_6130	1
MSMEG_6131	2
MSMEG_6132	2
MSMEG_6133	1
MSMEG_6134	2
MSMEG_6135	0
MSMEG_6136	0
MSMEG_6137	0
MSMEG_6138	0
MSMEG_6139	2
MSMEG_6140	0
MSMEG_6141	8
MSMEG_6142	9
MSMEG_6143	5
MSMEG_6144	1
MSMEG_6145	5
MSMEG_6146	5
MSMEG_6147	0
MSMEG_6148	0
MSMEG_6149	0
MSMEG_6150	2
MSMEG_6151	3
MSMEG_6153	4
MSMEG_6154	4
MSMEG_6155	0
MSMEG_6156	0
MSMEG_6157	0
MSMEG_6158	0
MSMEG_6159	4
MSMEG_6160	1
MSMEG_6161	0
MSMEG_6162	0
MSMEG_6163	5
MSMEG_6164	0
MSMEG_6165	2
MSMEG_6166	0
MSMEG_6167	4
MSMEG_6168	10
MSMEG_6169	0
MSMEG_6170	0
MSMEG_6171	0
MSMEG_6172	1
MSMEG_6173	0
MSMEG_6174	4
MSMEG_6175	0
MSMEG_6176	8
MSMEG_6177	7
MSMEG_6178	5
MSMEG_6179	2
MSMEG_6180	1
MSMEG_6181	1
MSMEG_6182	1
MSMEG_6183	2
MSMEG_6184	2
MSMEG_6185	2
MSMEG_6186	2
MSMEG_6187	1
MSMEG_6188	0
MSMEG_6189	0
MSMEG_6190	0
MSMEG_6191	0
MSMEG_6192	2
MSMEG_6193	0
MSMEG_6194	4
MSMEG_6195	4
MSMEG_6196	6
MSMEG_6197	8
MSMEG_6198	1
MSMEG_6199	0
MSMEG_6200	6
MSMEG_6201	0
MSMEG_6202	1
MSMEG_6203	14
MSMEG_6205	8
MSMEG_6206	2
MSMEG_6207	6
MSMEG_6208	0
MSMEG_6209	0
MSMEG_6210	0
MSMEG_6211	9
MSMEG_6212	1
MSMEG_6213	0
MSMEG_6214	10
MSMEG_6215	2
MSMEG_6216	0
MSMEG_6217	0
MSMEG_6218	1
MSMEG_6219	5
MSMEG_6220	2
MSMEG_6221	0
MSMEG_6222	2
MSMEG_6223	2
MSMEG_6224	22
MSMEG_6225	3
MSMEG_6226	8
MSMEG_6227	5
MSMEG_6228	0
MSMEG_6229	1
MSMEG_6230	3
MSMEG_6231	2
MSMEG_6232	4
MSMEG_6233	1
MSMEG_6234	3
MSMEG_6235	20
MSMEG_6236	10
MSMEG_6237	2
MSMEG_6238	0
MSMEG_6239	0
MSMEG_6240	0
MSMEG_6241	5
MSMEG_6242	1
MSMEG_6243	1
MSMEG_6244	6
MSMEG_6245	2
MSMEG_6246	0
MSMEG_6247	2
MSMEG_6248	2
MSMEG_6249	6
MSMEG_6250	2
MSMEG_6251	8
MSMEG_6252	0
MSMEG_6253	0
MSMEG_6254	2
MSMEG_6255	1
MSMEG_6256	2
MSMEG_6257	2
MSMEG_6258	6
MSMEG_6259	9
MSMEG_6260	2
MSMEG_6261	4
MSMEG_6262	1
MSMEG_6263	22
MSMEG_6264	4
MSMEG_6265	0
MSMEG_6266	0
MSMEG_6267	4
MSMEG_6268	0
MSMEG_6269	8
MSMEG_6270	3
MSMEG_6271	12
MSMEG_6272	0
MSMEG_6273	5
MSMEG_6274	2
MSMEG_6275	7
MSMEG_6276	2
MSMEG_6277	11
MSMEG_6278	2
MSMEG_6279	2
MSMEG_6280	2
MSMEG_6281	1
MSMEG_6282	2
MSMEG_6283	2
MSMEG_6284	2
MSMEG_6285	0
MSMEG_6286	1
MSMEG_6288	4
MSMEG_6289	1
MSMEG_6290	2
MSMEG_6291	0
MSMEG_6292	4
MSMEG_6293	2
MSMEG_6294	18
MSMEG_6295	11
MSMEG_6296	5
MSMEG_6297	4
MSMEG_6298	2
MSMEG_6299	13
MSMEG_6300	1
MSMEG_6301	6
MSMEG_6302	6
MSMEG_6303	2
MSMEG_6304	8
MSMEG_6305	2
MSMEG_6306	3
MSMEG_6307	1
MSMEG_6308	6
MSMEG_6309	8
MSMEG_6310	0
MSMEG_6311	2
MSMEG_6312	2
MSMEG_6313	0
MSMEG_6314	2
MSMEG_6315	5
MSMEG_6316	7
MSMEG_6317	2
MSMEG_6318	5
MSMEG_6319	1
MSMEG_6320	1
MSMEG_6321	0
MSMEG_6322	6
MSMEG_6323	0
MSMEG_6324	1
MSMEG_6325	1
MSMEG_6327	7
MSMEG_6328	2
MSMEG_6329	0
MSMEG_6330	6
MSMEG_6331	5
MSMEG_6332	0
MSMEG_6333	1
MSMEG_6334	2
MSMEG_6335	1
MSMEG_6336	5
MSMEG_6337	0
MSMEG_6338	0
MSMEG_6339	1
MSMEG_6340	2
MSMEG_6341	10
MSMEG_6342	15
MSMEG_6343	0
MSMEG_6344	2
MSMEG_6345	0
MSMEG_6346	1
MSMEG_6347	0
MSMEG_6348	1
MSMEG_6351	0
MSMEG_6352	8
MSMEG_6353	12
MSMEG_6354	8
MSMEG_6355	0
MSMEG_6356	1
MSMEG_6357	2
MSMEG_6358	1
MSMEG_6359	2
MSMEG_6361	2
MSMEG_6362	1
MSMEG_6363	7
MSMEG_6365	11
MSMEG_6366	8
MSMEG_6367	0
MSMEG_6368	2
MSMEG_6369	2
MSMEG_6370	13
MSMEG_6371	0
MSMEG_6372	1
MSMEG_6373	5
MSMEG_6374	2
MSMEG_6375	2
MSMEG_6376	0
MSMEG_6377	0
MSMEG_6378	2
MSMEG_6379	9
MSMEG_6380	6
MSMEG_6381	6
MSMEG_6382	1
MSMEG_6383	8
MSMEG_6384	4
MSMEG_6385	0
MSMEG_6386	2
MSMEG_6387	2
MSMEG_6388	0
MSMEG_6389	0
MSMEG_6390	6
MSMEG_6391	0
MSMEG_6392	2
MSMEG_6393	2
MSMEG_6394	2
MSMEG_6395	2
MSMEG_6396	4
MSMEG_6397	0
MSMEG_6398	5
MSMEG_6399	1
MSMEG_6400	2
MSMEG_6401	6
MSMEG_6402	3
MSMEG_6403	8
MSMEG_6404	4
MSMEG_6405	0
MSMEG_6406	0
MSMEG_6407	0
MSMEG_6408	5
MSMEG_6409	7
MSMEG_6410	1
MSMEG_6411	0
MSMEG_6412	4
MSMEG_6413	5
MSMEG_6414	0
MSMEG_6415	0
MSMEG_6416	2
MSMEG_6417	4
MSMEG_6418	0
MSMEG_6419	4
MSMEG_6420	0
MSMEG_6421	3
MSMEG_6422	2
MSMEG_6423	5
MSMEG_6424	5
MSMEG_6425	3
MSMEG_6426	7
MSMEG_6427	0
MSMEG_6428	2
MSMEG_6429	16
MSMEG_6430	3
MSMEG_6431	5
MSMEG_6432	4
MSMEG_6433	2
MSMEG_6434	2
MSMEG_6435	9
MSMEG_6436	3
MSMEG_6437	0
MSMEG_6438	4
MSMEG_6439	4
MSMEG_6440	10
MSMEG_6441	8
MSMEG_6442	5
MSMEG_6443	6
MSMEG_6444	0
MSMEG_6445	7
MSMEG_6446	0
MSMEG_6447	1
MSMEG_6448	4
MSMEG_6449	3
MSMEG_6450	3
MSMEG_6451	0
MSMEG_6452	0
MSMEG_6453	0
MSMEG_6454	0
MSMEG_6455	0
MSMEG_6456	14
MSMEG_6457	2
MSMEG_6458	2
MSMEG_6459	1
MSMEG_6460	0
MSMEG_6461	1
MSMEG_6462	0
MSMEG_6463	0
MSMEG_6464	2
MSMEG_6465	0
MSMEG_6466	2
MSMEG_6467	4
MSMEG_6468	0
MSMEG_6469	0
MSMEG_6470	7
MSMEG_6471	10
MSMEG_6472	2
MSMEG_6473	2
MSMEG_6474	0
MSMEG_6475	5
MSMEG_6476	2
MSMEG_6477	3
MSMEG_6478	1
MSMEG_6479	1
MSMEG_6480	2
MSMEG_6481	0
MSMEG_6482	2
MSMEG_6483	0
MSMEG_6484	4
MSMEG_6485	0
MSMEG_6486	15
MSMEG_6487	0
MSMEG_6488	19
MSMEG_6489	10
MSMEG_6490	0
MSMEG_6491	9
MSMEG_6492	0
MSMEG_6493	0
MSMEG_6494	0
MSMEG_6495	5
MSMEG_6496	4
MSMEG_6497	0
MSMEG_6498	0
MSMEG_6499	2
MSMEG_6500	2
MSMEG_6501	6
MSMEG_6502	16
MSMEG_6503	12
MSMEG_6504	1
MSMEG_6505	2
MSMEG_6506	7
MSMEG_6507	0
MSMEG_6508	0
MSMEG_6509	4
MSMEG_6510	11
MSMEG_6511	2
MSMEG_6512	11
MSMEG_6513	2
MSMEG_6514	5
MSMEG_6515	2
MSMEG_6516	0
MSMEG_6517	1
MSMEG_6518	7
MSMEG_6519	0
MSMEG_6520	1
MSMEG_6521	5
MSMEG_6522	4
MSMEG_6523	2
MSMEG_6524	2
MSMEG_6525	1
MSMEG_6526	1
MSMEG_6527	7
MSMEG_6528	0
MSMEG_6529	2
MSMEG_6530	0
MSMEG_6531	1
MSMEG_6532	2
MSMEG_6533	2
MSMEG_6534	1
MSMEG_6535	2
