 	MFE_unfold
MSMEG_4491	NA
MSMEG_4492	NA
MSMEG_4493	NA
MSMEG_4494	NA
MSMEG_4495	NA
MSMEG_4496	NA
MSMEG_4497	7.9000
MSMEG_4498	NA
MSMEG_4499	3.8000
MSMEG_4500	NA
MSMEG_4501	NA
MSMEG_4502	NA
MSMEG_4503	NA
MSMEG_4504	12.0000
MSMEG_4505	NA
MSMEG_4506	NA
MSMEG_4507	15.8000
MSMEG_4508	NA
MSMEG_4509	NA
MSMEG_4510	NA
MSMEG_4511	NA
MSMEG_4512	NA
MSMEG_4513	NA
MSMEG_4514	NA
MSMEG_4515	NA
MSMEG_4516	NA
MSMEG_4517	NA
MSMEG_4518	7.8000
MSMEG_4519	NA
MSMEG_4520	NA
MSMEG_4521	NA
MSMEG_4522	NA
MSMEG_4523	NA
MSMEG_4524	NA
MSMEG_4525	0.7000
MSMEG_4526	NA
MSMEG_4527	10.5000
MSMEG_4528	NA
MSMEG_4529	NA
MSMEG_4530	NA
MSMEG_4531	NA
MSMEG_4532	NA
MSMEG_4533	6.7000
MSMEG_4534	12.1000
MSMEG_4535	NA
MSMEG_4536	16.0000
MSMEG_4537	7.0000
MSMEG_4538	NA
MSMEG_4539	NA
MSMEG_4540	NA
MSMEG_4541	NA
MSMEG_4542	NA
MSMEG_4543	NA
MSMEG_4544	9.2000
MSMEG_4545	NA
MSMEG_4547	NA
MSMEG_4548	NA
MSMEG_4549	NA
MSMEG_4550	10.7000
MSMEG_4551	NA
MSMEG_4552	NA
MSMEG_4553	3.9000
MSMEG_4554	NA
MSMEG_4555	14.3600
MSMEG_4556	NA
MSMEG_4557	NA
MSMEG_4558	10.9000
MSMEG_4559	16.9000
MSMEG_4560	NA
MSMEG_4561	13.1000
MSMEG_4563	6.7000
MSMEG_4564	11.1000
MSMEG_4565	8.3000
MSMEG_4567	NA
MSMEG_4568	NA
MSMEG_4569	NA
MSMEG_4570	1.5000
MSMEG_4571	7.2000
MSMEG_4572	NA
MSMEG_4573	NA
MSMEG_4574	NA
MSMEG_4575	NA
MSMEG_4576	NA
MSMEG_4577	NA
MSMEG_4578	NA
MSMEG_4579	NA
MSMEG_4580	10.4000
MSMEG_4581	7.6000
MSMEG_4582	NA
MSMEG_4583	NA
MSMEG_4584	NA
MSMEG_4585	NA
MSMEG_4586	NA
MSMEG_4587	NA
MSMEG_4588	NA
MSMEG_4589	NA
MSMEG_4590	NA
MSMEG_4591	NA
MSMEG_4592	NA
MSMEG_4593	NA
MSMEG_4594	NA
MSMEG_4595	7.5000
MSMEG_4596	NA
MSMEG_4597	NA
MSMEG_4598	13.1300
MSMEG_4599	14.6000
MSMEG_4600	NA
MSMEG_4601	15.2000
MSMEG_4602	NA
MSMEG_4604	12.0000
MSMEG_4606	NA
MSMEG_4607	NA
MSMEG_4608	NA
MSMEG_4609	10.7000
MSMEG_4610	NA
MSMEG_4611	NA
MSMEG_4613	NA
MSMEG_4614	17.9000
MSMEG_4617	NA
MSMEG_4618	9.8000
MSMEG_4619	NA
MSMEG_4620	NA
MSMEG_4621	NA
MSMEG_4622	8.1000
MSMEG_4623	NA
MSMEG_4624	NA
MSMEG_4625	8.2000
MSMEG_4626	6.3000
MSMEG_4627	6.6000
MSMEG_4628	6.5300
MSMEG_4630	5.1000
MSMEG_4631	8.9000
MSMEG_4632	8.2000
MSMEG_4633	0.3000
MSMEG_4634	15.3000
MSMEG_4635	NA
MSMEG_4636	NA
MSMEG_4637	NA
MSMEG_4638	NA
MSMEG_4639	NA
MSMEG_4640	9.7000
MSMEG_4641	NA
MSMEG_4642	NA
MSMEG_4643	7.1000
MSMEG_4644	NA
MSMEG_4645	15.8000
MSMEG_4646	13.8000
MSMEG_4647	14.6000
MSMEG_4648	NA
MSMEG_4649	NA
MSMEG_4650	NA
MSMEG_4651	NA
MSMEG_4652	NA
MSMEG_4653	NA
MSMEG_4654	7.4000
MSMEG_4655	9.2300
MSMEG_4656	NA
MSMEG_4657	8.0000
MSMEG_4658	13.5000
MSMEG_4659	11.8000
MSMEG_4660	NA
MSMEG_4661	5.2000
MSMEG_4662	NA
MSMEG_4663	NA
MSMEG_4664	NA
MSMEG_4665	NA
MSMEG_4666	NA
MSMEG_4667	NA
MSMEG_4668	3.7000
MSMEG_4669	NA
MSMEG_4670	NA
MSMEG_4671	7.9000
MSMEG_4672	NA
MSMEG_4673	10.5000
MSMEG_4674	NA
MSMEG_4677	NA
MSMEG_4678	8.1000
MSMEG_4679	12.0000
MSMEG_4680	NA
MSMEG_4681	NA
MSMEG_4682	6.4000
MSMEG_4683	NA
MSMEG_4684	0.8000
MSMEG_4685	NA
MSMEG_4686	NA
MSMEG_4687	0.0000
MSMEG_4688	6.5000
MSMEG_4689	6.3000
MSMEG_4690	5.3000
MSMEG_4691	8.2000
MSMEG_4692	NA
MSMEG_4693	7.7000
MSMEG_4694	15.1000
MSMEG_4695	6.4000
MSMEG_4696	NA
MSMEG_4697	NA
MSMEG_4698	7.3000
MSMEG_4699	13.3000
MSMEG_4700	8.7000
MSMEG_4701	NA
MSMEG_4702	NA
MSMEG_4703	NA
MSMEG_4704	NA
MSMEG_4705	12.6000
MSMEG_4707	NA
MSMEG_4708	7.1000
MSMEG_4709	3.5000
MSMEG_4710	NA
MSMEG_4711	NA
MSMEG_4712	20.2000
MSMEG_4713	NA
MSMEG_4714	NA
MSMEG_4715	NA
MSMEG_4716	NA
MSMEG_4717	7.9900
MSMEG_4718	10.6000
MSMEG_4719	NA
MSMEG_4720	NA
MSMEG_4721	NA
MSMEG_4722	4.6000
MSMEG_4723	8.6000
MSMEG_4724	NA
MSMEG_4726	NA
MSMEG_4727	6.8000
MSMEG_4728	NA
MSMEG_4729	NA
MSMEG_4730	NA
MSMEG_4731	NA
MSMEG_4732	NA
MSMEG_4733	NA
MSMEG_4734	NA
MSMEG_4735	NA
MSMEG_4736	NA
MSMEG_4737	14.3000
MSMEG_4738	11.6000
MSMEG_4739	8.3000
MSMEG_4740	8.1000
MSMEG_4741	14.1000
MSMEG_4742	4.0600
MSMEG_4743	6.3100
MSMEG_4744	NA
MSMEG_4745	NA
MSMEG_4747	NA
MSMEG_4748	10.3000
MSMEG_4749	NA
MSMEG_4750	NA
MSMEG_4751	9.3000
MSMEG_4752	8.7300
MSMEG_4753	10.9000
MSMEG_4754	NA
MSMEG_4755	NA
MSMEG_4756	11.4000
MSMEG_4757	NA
MSMEG_4758	NA
MSMEG_4759	NA
MSMEG_4760	NA
MSMEG_4761	5.5000
MSMEG_4762	NA
MSMEG_4763	16.4000
MSMEG_4764	NA
MSMEG_4765	NA
MSMEG_4766	NA
MSMEG_4767	8.5000
MSMEG_4768	NA
MSMEG_4769	NA
MSMEG_4770	NA
MSMEG_4771	11.4000
MSMEG_4772	NA
MSMEG_4773	8.3000
MSMEG_4774	NA
MSMEG_4775	6.8200
MSMEG_4776	12.7000
MSMEG_4777	NA
MSMEG_4778	NA
MSMEG_4779	14.1000
MSMEG_4780	NA
MSMEG_4781	NA
MSMEG_4782	NA
MSMEG_4783	NA
MSMEG_4784	10.5000
MSMEG_4785	NA
MSMEG_4786	NA
MSMEG_4787	NA
MSMEG_4788	NA
MSMEG_4789	NA
MSMEG_4790	NA
MSMEG_4791	7.7000
MSMEG_4792	NA
MSMEG_4793	NA
MSMEG_4794	NA
MSMEG_4795	NA
MSMEG_4796	NA
MSMEG_4797	10.5000
MSMEG_4798	NA
MSMEG_4799	NA
MSMEG_4800	12.3000
MSMEG_4801	NA
MSMEG_4802	NA
MSMEG_4803	NA
MSMEG_4804	12.2600
MSMEG_4805	NA
MSMEG_4806	NA
MSMEG_4807	8.0000
MSMEG_4808	NA
MSMEG_4809	NA
MSMEG_4810	NA
MSMEG_4811	10.3000
MSMEG_4812	NA
MSMEG_4813	NA
MSMEG_4814	NA
MSMEG_4815	NA
MSMEG_4816	NA
MSMEG_4817	NA
MSMEG_4818	NA
MSMEG_4819	NA
MSMEG_4820	NA
MSMEG_4821	NA
MSMEG_4822	NA
MSMEG_4823	NA
MSMEG_4824	NA
MSMEG_4825	5.8000
MSMEG_4826	NA
MSMEG_4827	NA
MSMEG_4828	NA
MSMEG_4829	8.1000
MSMEG_4830	NA
MSMEG_4831	16.9000
MSMEG_4832	NA
MSMEG_4833	NA
MSMEG_4834	NA
MSMEG_4835	3.5300
MSMEG_4836	NA
MSMEG_4837	NA
MSMEG_4838	NA
MSMEG_4839	12.3000
MSMEG_4840	NA
MSMEG_4841	NA
MSMEG_4842	NA
MSMEG_4843	NA
MSMEG_4844	NA
MSMEG_4845	NA
MSMEG_4846	NA
MSMEG_4847	11.7000
MSMEG_4848	NA
MSMEG_4849	10.4000
MSMEG_4850	NA
MSMEG_4851	NA
MSMEG_4852	NA
MSMEG_4853	NA
MSMEG_4854	NA
MSMEG_4855	NA
MSMEG_4856	NA
MSMEG_4857	NA
MSMEG_4858	NA
MSMEG_4859	NA
MSMEG_4860	NA
MSMEG_4861	NA
MSMEG_4862	NA
MSMEG_4863	NA
MSMEG_4864	NA
MSMEG_4865	NA
MSMEG_4866	NA
MSMEG_4867	NA
MSMEG_4868	10.5000
MSMEG_4869	NA
MSMEG_4870	NA
MSMEG_4871	NA
MSMEG_4872	NA
MSMEG_4873	NA
MSMEG_4874	NA
MSMEG_4875	NA
MSMEG_4876	NA
MSMEG_4877	NA
MSMEG_4878	NA
MSMEG_4879	NA
MSMEG_4880	15.3000
MSMEG_4881	NA
MSMEG_4882	NA
MSMEG_4883	NA
MSMEG_4884	NA
MSMEG_4885	NA
MSMEG_4886	NA
MSMEG_4887	8.4000
MSMEG_4888	NA
MSMEG_4889	NA
MSMEG_4890	NA
MSMEG_4891	6.7000
MSMEG_4892	NA
MSMEG_4893	11.1000
MSMEG_4894	NA
MSMEG_4895	NA
MSMEG_4896	4.3000
MSMEG_4898	NA
MSMEG_4899	NA
MSMEG_4900	NA
MSMEG_4901	0.8000
MSMEG_4902	1.1000
MSMEG_4903	NA
MSMEG_4904	13.4000
MSMEG_4905	NA
MSMEG_4906	7.8000
MSMEG_4907	11.4000
MSMEG_4908	NA
MSMEG_4909	NA
MSMEG_4910	12.2000
MSMEG_4911	6.0000
MSMEG_4912	NA
MSMEG_4913	NA
MSMEG_4914	NA
MSMEG_4915	11.6000
MSMEG_4916	12.7000
MSMEG_4917	12.2000
MSMEG_4918	NA
MSMEG_4919	NA
MSMEG_4920	10.8000
MSMEG_4921	6.9000
MSMEG_4922	NA
MSMEG_4923	8.2000
MSMEG_4924	NA
MSMEG_4925	NA
MSMEG_4926	12.9000
MSMEG_4927	7.7000
MSMEG_4928	NA
MSMEG_4932	1.1000
MSMEG_4933	29.0000
MSMEG_4934	3.6000
MSMEG_4935	8.6000
MSMEG_4936	NA
MSMEG_4937	NA
MSMEG_4938	6.6000
MSMEG_4939	7.0600
MSMEG_4940	NA
MSMEG_4941	4.3000
MSMEG_4942	NA
MSMEG_4943	8.6000
MSMEG_4944	NA
MSMEG_4945	12.9000
MSMEG_4946	7.7000
MSMEG_4947	NA
MSMEG_4948	NA
MSMEG_4949	NA
MSMEG_4950	NA
MSMEG_4951	7.8000
MSMEG_4952	NA
MSMEG_4953	6.6000
MSMEG_4954	6.7000
MSMEG_4955	NA
MSMEG_4956	10.3000
MSMEG_4957	NA
MSMEG_4958	22.8000
MSMEG_4959	4.5000
MSMEG_4961	10.0000
MSMEG_4962	NA
MSMEG_4963	NA
MSMEG_4964	NA
MSMEG_4965	NA
MSMEG_4966	NA
MSMEG_4967	9.1000
MSMEG_4968	NA
MSMEG_4969	NA
MSMEG_4970	NA
MSMEG_4971	8.2000
MSMEG_4972	NA
MSMEG_4973	NA
MSMEG_4974	9.6000
MSMEG_4975	NA
MSMEG_4976	2.0000
MSMEG_4977	10.1000
MSMEG_4978	NA
MSMEG_4979	11.1000
MSMEG_4980	3.4000
MSMEG_4981	NA
MSMEG_4982	NA
MSMEG_4983	NA
MSMEG_4984	NA
MSMEG_4985	0.7000
MSMEG_4986	NA
MSMEG_4987	NA
MSMEG_4988	NA
MSMEG_4989	19.2000
MSMEG_4990	3.2000
MSMEG_4991	7.7300
MSMEG_4992	NA
MSMEG_4993	11.2000
MSMEG_4994	NA
MSMEG_4995	16.3000
MSMEG_4996	NA
MSMEG_4997	NA
MSMEG_4998	NA
MSMEG_4999	5.9000
MSMEG_5000	5.2000
MSMEG_5001	NA
MSMEG_5002	NA
MSMEG_5003	NA
MSMEG_5004	9.7000
MSMEG_5005	NA
MSMEG_5006	NA
MSMEG_5007	1.5000
MSMEG_5008	15.0000
MSMEG_5009	NA
MSMEG_5010	0.4000
MSMEG_5011	0.0000
MSMEG_5012	9.2000
MSMEG_5013	10.0000
MSMEG_5014	NA
MSMEG_5015	NA
MSMEG_5016	6.6000
MSMEG_5017	NA
MSMEG_5018	NA
MSMEG_5019	NA
MSMEG_5020	NA
MSMEG_5021	4.5000
MSMEG_5022	0.0000
MSMEG_5023	NA
MSMEG_5024	NA
MSMEG_5025	11.4000
MSMEG_5026	NA
MSMEG_5027	NA
MSMEG_5028	1.8000
MSMEG_5029	5.2000
MSMEG_5030	4.4000
MSMEG_5031	NA
MSMEG_5032	NA
MSMEG_5034	NA
MSMEG_5035	NA
MSMEG_5036	NA
MSMEG_5037	6.7000
MSMEG_5038	4.4000
MSMEG_5039	8.6000
MSMEG_5040	NA
MSMEG_5041	NA
MSMEG_5042	NA
MSMEG_5043	8.2000
MSMEG_5044	10.3000
MSMEG_5045	NA
MSMEG_5046	NA
MSMEG_5047	0.0000
MSMEG_5048	14.4000
MSMEG_5049	10.6000
MSMEG_5050	3.9000
MSMEG_5051	6.0000
MSMEG_5052	3.9000
MSMEG_5053	9.1000
MSMEG_5054	11.4600
MSMEG_5055	10.9000
MSMEG_5056	15.8000
MSMEG_5057	19.7600
MSMEG_5058	NA
MSMEG_5059	11.4000
MSMEG_5060	9.0000
MSMEG_5061	17.6000
MSMEG_5062	17.3500
MSMEG_5063	NA
MSMEG_5064	2.8000
MSMEG_5065	NA
MSMEG_5066	NA
MSMEG_5067	10.2000
MSMEG_5068	NA
MSMEG_5069	NA
MSMEG_5070	7.3100
MSMEG_5071	NA
MSMEG_5072	14.5000
MSMEG_5073	8.3000
MSMEG_5074	NA
MSMEG_5075	NA
MSMEG_5076	NA
MSMEG_5077	NA
MSMEG_5078	2.0000
MSMEG_5079	0.0000
MSMEG_5080	9.2000
MSMEG_5081	10.0000
MSMEG_5082	NA
MSMEG_5083	4.7000
MSMEG_5084	NA
MSMEG_5085	2.7000
MSMEG_5086	8.1000
MSMEG_5087	NA
MSMEG_5088	15.7000
MSMEG_5089	16.1000
MSMEG_5090	6.9000
MSMEG_5091	13.4000
MSMEG_5092	NA
MSMEG_5093	NA
MSMEG_5094	NA
MSMEG_5095	NA
MSMEG_5096	11.7000
MSMEG_5097	NA
MSMEG_5098	NA
MSMEG_5099	NA
MSMEG_5100	8.4300
MSMEG_5101	7.1000
MSMEG_5102	3.4000
MSMEG_5103	2.8000
MSMEG_5104	1.2000
MSMEG_5105	NA
MSMEG_5106	NA
MSMEG_5107	NA
MSMEG_5108	NA
MSMEG_5109	14.0000
MSMEG_5110	NA
MSMEG_5111	10.4000
MSMEG_5112	NA
MSMEG_5114	10.5000
MSMEG_5115	NA
MSMEG_5116	11.3000
MSMEG_5117	NA
MSMEG_5118	NA
MSMEG_5119	10.2000
MSMEG_5120	5.8000
MSMEG_5121	NA
MSMEG_5122	8.4000
MSMEG_5124	10.6000
MSMEG_5125	NA
MSMEG_5126	11.7000
MSMEG_5127	10.7000
MSMEG_5128	16.4000
MSMEG_5129	NA
MSMEG_5130	NA
MSMEG_5131	2.9000
MSMEG_5132	1.5000
MSMEG_5133	NA
MSMEG_5134	9.8000
MSMEG_5135	NA
MSMEG_5136	NA
MSMEG_5137	NA
MSMEG_5138	NA
MSMEG_5139	NA
MSMEG_5140	NA
MSMEG_5141	NA
MSMEG_5142	NA
MSMEG_5143	NA
MSMEG_5144	8.5000
MSMEG_5145	18.1000
MSMEG_5146	NA
MSMEG_5147	NA
MSMEG_5148	NA
MSMEG_5149	17.4000
MSMEG_5150	12.9000
MSMEG_5151	NA
MSMEG_5152	NA
MSMEG_5153	NA
MSMEG_5154	5.2000
MSMEG_5155	NA
MSMEG_5156	5.6000
MSMEG_5157	6.0000
MSMEG_5158	NA
MSMEG_5159	9.7000
MSMEG_5160	NA
MSMEG_5161	NA
MSMEG_5162	15.5900
MSMEG_5163	NA
MSMEG_5164	5.8000
MSMEG_5165	7.4000
MSMEG_5166	NA
MSMEG_5167	NA
MSMEG_5168	NA
MSMEG_5169	0.0000
MSMEG_5170	NA
MSMEG_5171	NA
MSMEG_5172	6.0000
MSMEG_5173	8.3000
MSMEG_5174	1.9000
MSMEG_5175	3.1000
MSMEG_5176	NA
MSMEG_5177	NA
MSMEG_5178	8.0000
MSMEG_5179	NA
MSMEG_5180	10.1000
MSMEG_5181	12.2000
MSMEG_5182	NA
MSMEG_5183	NA
MSMEG_5184	13.8000
MSMEG_5185	0.0000
MSMEG_5186	NA
MSMEG_5187	1.1000
MSMEG_5188	NA
MSMEG_5189	4.3000
MSMEG_5190	7.4000
MSMEG_5191	11.8000
MSMEG_5192	NA
MSMEG_5193	11.1000
MSMEG_5194	1.9000
MSMEG_5195	NA
MSMEG_5196	7.6000
MSMEG_5197	NA
MSMEG_5198	NA
MSMEG_5199	10.6000
MSMEG_5200	NA
MSMEG_5201	NA
MSMEG_5202	NA
MSMEG_5203	5.9000
MSMEG_5204	NA
MSMEG_5205	NA
MSMEG_5206	NA
MSMEG_5207	9.0000
MSMEG_5208	4.9000
MSMEG_5209	11.2000
MSMEG_5210	4.2000
MSMEG_5211	7.4300
MSMEG_5212	NA
MSMEG_5213	1.8000
MSMEG_5214	NA
MSMEG_5215	8.1000
MSMEG_5216	7.8000
MSMEG_5217	11.4000
MSMEG_5218	6.4100
MSMEG_5219	11.8000
MSMEG_5220	9.4000
MSMEG_5221	NA
MSMEG_5222	3.3000
MSMEG_5223	4.9000
MSMEG_5224	NA
MSMEG_5225	3.3000
MSMEG_5226	NA
MSMEG_5227	NA
MSMEG_5228	NA
MSMEG_5229	14.6000
MSMEG_5230	NA
MSMEG_5231	9.5300
MSMEG_5232	NA
MSMEG_5233	9.1000
MSMEG_5234	NA
MSMEG_5235	NA
MSMEG_5236	12.5000
MSMEG_5237	11.2600
MSMEG_5238	3.0000
MSMEG_5239	3.3000
MSMEG_5240	NA
MSMEG_5241	15.4000
MSMEG_5242	NA
MSMEG_5243	NA
MSMEG_5244	7.3000
MSMEG_5245	NA
MSMEG_5246	NA
MSMEG_5247	NA
MSMEG_5248	5.6000
MSMEG_5249	8.6000
MSMEG_5250	NA
MSMEG_5251	NA
MSMEG_5252	6.4000
MSMEG_5253	NA
MSMEG_5254	NA
MSMEG_5255	NA
MSMEG_5256	3.8000
MSMEG_5257	8.6000
MSMEG_5258	8.5000
MSMEG_5259	NA
MSMEG_5260	NA
MSMEG_5261	10.9300
MSMEG_5262	NA
MSMEG_5263	10.3000
MSMEG_5264	NA
MSMEG_5265	NA
MSMEG_5266	NA
MSMEG_5267	0.8000
MSMEG_5268	12.0000
MSMEG_5269	NA
MSMEG_5270	4.6000
MSMEG_5271	13.4000
MSMEG_5272	8.4000
MSMEG_5273	6.3000
MSMEG_5274	NA
MSMEG_5275	12.6000
MSMEG_5276	4.9000
MSMEG_5277	NA
MSMEG_5278	13.9000
MSMEG_5279	NA
MSMEG_5280	5.9000
MSMEG_5281	4.1000
MSMEG_5282	10.4600
MSMEG_5283	NA
MSMEG_5284	NA
MSMEG_5285	2.2000
MSMEG_5286	NA
MSMEG_5287	3.9000
MSMEG_5288	14.2000
MSMEG_5289	NA
MSMEG_5290	NA
MSMEG_5291	2.7000
MSMEG_5292	10.2000
MSMEG_5293	NA
MSMEG_5294	NA
MSMEG_5295	NA
MSMEG_5296	NA
MSMEG_5297	NA
MSMEG_5298	16.3000
MSMEG_5299	NA
MSMEG_5300	NA
MSMEG_5301	14.9000
MSMEG_5302	8.9000
MSMEG_5303	6.6000
MSMEG_5304	NA
MSMEG_5305	NA
MSMEG_5306	NA
MSMEG_5307	NA
MSMEG_5308	15.1000
MSMEG_5309	NA
MSMEG_5310	8.0000
MSMEG_5311	NA
MSMEG_5312	NA
MSMEG_5313	NA
MSMEG_5314	NA
MSMEG_5315	NA
MSMEG_5316	NA
MSMEG_5317	NA
MSMEG_5318	13.1600
MSMEG_5319	NA
MSMEG_5320	NA
MSMEG_5321	NA
MSMEG_5322	NA
MSMEG_5323	NA
MSMEG_5324	10.7000
MSMEG_5325	NA
MSMEG_5326	NA
MSMEG_5327	9.6000
MSMEG_5328	5.8000
MSMEG_5329	9.0000
MSMEG_5330	NA
MSMEG_5332	8.1000
MSMEG_5333	11.3000
MSMEG_5334	NA
MSMEG_5335	NA
MSMEG_5336	NA
MSMEG_5338	9.9000
MSMEG_5339	9.6000
MSMEG_5340	0.0000
MSMEG_5341	NA
MSMEG_5342	NA
MSMEG_5343	6.4000
MSMEG_5344	NA
MSMEG_5345	NA
MSMEG_5346	9.3000
MSMEG_5347	7.9000
MSMEG_5348	NA
MSMEG_5349	8.5000
MSMEG_5350	NA
MSMEG_5351	4.3000
MSMEG_5352	7.5600
MSMEG_5353	NA
MSMEG_5354	7.3000
MSMEG_5355	5.1000
MSMEG_5356	NA
MSMEG_5357	NA
MSMEG_5358	NA
MSMEG_5359	NA
MSMEG_5360	9.4900
MSMEG_5361	NA
MSMEG_5362	4.7000
MSMEG_5363	NA
MSMEG_5364	NA
MSMEG_5365	NA
MSMEG_5366	NA
MSMEG_5367	NA
MSMEG_5368	17.1000
MSMEG_5369	NA
MSMEG_5370	12.7200
MSMEG_5371	NA
MSMEG_5372	7.2600
MSMEG_5373	NA
MSMEG_5374	NA
MSMEG_5375	6.1000
MSMEG_5376	8.1000
MSMEG_5377	NA
MSMEG_5378	12.9000
MSMEG_5379	7.7000
MSMEG_5381	NA
MSMEG_5383	NA
MSMEG_5384	NA
MSMEG_5385	NA
MSMEG_5386	NA
MSMEG_5387	NA
MSMEG_5388	8.0000
MSMEG_5389	NA
MSMEG_5390	NA
MSMEG_5391	NA
MSMEG_5392	NA
MSMEG_5393	NA
MSMEG_5394	NA
MSMEG_5395	8.7000
MSMEG_5396	NA
MSMEG_5397	12.1000
MSMEG_5398	NA
MSMEG_5399	NA
MSMEG_5400	NA
MSMEG_5401	10.1000
MSMEG_5402	NA
MSMEG_5403	12.7000
MSMEG_5404	7.0000
MSMEG_5405	8.0000
MSMEG_5406	11.8900
MSMEG_5407	NA
MSMEG_5408	NA
MSMEG_5409	20.8000
MSMEG_5410	NA
MSMEG_5411	NA
MSMEG_5412	7.8000
MSMEG_5413	NA
MSMEG_5414	5.5000
MSMEG_5415	6.7100
MSMEG_5416	14.9000
MSMEG_5417	NA
MSMEG_5418	10.7000
MSMEG_5420	19.1000
MSMEG_5421	NA
MSMEG_5422	NA
MSMEG_5423	NA
MSMEG_5424	12.7000
MSMEG_5426	NA
MSMEG_5427	9.9000
MSMEG_5428	NA
MSMEG_5429	15.5000
MSMEG_5430	NA
MSMEG_5431	5.8800
MSMEG_5432	NA
MSMEG_5433	NA
MSMEG_5434	NA
MSMEG_5435	12.4000
MSMEG_5436	NA
MSMEG_5437	NA
MSMEG_5438	17.2000
MSMEG_5439	7.9000
MSMEG_5440	7.3000
MSMEG_5441	NA
MSMEG_5442	0.1000
MSMEG_5443	NA
MSMEG_5444	7.5000
MSMEG_5445	5.8000
MSMEG_5446	7.4000
MSMEG_5447	17.4000
MSMEG_5448	4.0000
MSMEG_5449	NA
MSMEG_5450	NA
MSMEG_5451	8.2000
MSMEG_5452	NA
MSMEG_5453	NA
MSMEG_5454	3.7000
MSMEG_5455	NA
MSMEG_5456	NA
MSMEG_5457	NA
MSMEG_5458	6.9000
MSMEG_5459	NA
MSMEG_5460	10.1000
MSMEG_5461	14.1000
MSMEG_5462	10.2000
MSMEG_5463	9.8000
MSMEG_5464	NA
MSMEG_5465	NA
MSMEG_5466	NA
MSMEG_5468	11.7000
MSMEG_5469	NA
MSMEG_5470	10.6000
MSMEG_5471	3.8000
MSMEG_5472	NA
MSMEG_5473	NA
MSMEG_5474	NA
MSMEG_5475	9.3000
MSMEG_5476	NA
MSMEG_5477	NA
MSMEG_5478	NA
MSMEG_5479	NA
MSMEG_5480	7.0000
MSMEG_5481	13.3000
MSMEG_5482	9.8000
MSMEG_5483	2.3300
MSMEG_5484	NA
MSMEG_5485	NA
MSMEG_5486	5.2000
MSMEG_5487	NA
MSMEG_5488	NA
MSMEG_5489	10.8000
MSMEG_5490	NA
MSMEG_5491	NA
MSMEG_5492	NA
MSMEG_5493	NA
MSMEG_5494	NA
MSMEG_5495	NA
MSMEG_5496	NA
MSMEG_5497	NA
MSMEG_5498	NA
MSMEG_5499	NA
MSMEG_5500	11.2300
MSMEG_5501	NA
MSMEG_5502	5.6000
MSMEG_5503	18.6000
MSMEG_5504	NA
MSMEG_5505	NA
MSMEG_5506	NA
MSMEG_5507	11.6000
MSMEG_5508	NA
MSMEG_5509	NA
MSMEG_5511	NA
MSMEG_5512	NA
MSMEG_5513	4.2000
MSMEG_5514	NA
MSMEG_5515	3.8000
MSMEG_5516	9.6000
MSMEG_5517	11.6000
MSMEG_5518	6.1000
MSMEG_5519	9.0000
MSMEG_5520	3.3000
MSMEG_5521	NA
MSMEG_5522	10.3000
MSMEG_5523	NA
MSMEG_5524	NA
MSMEG_5525	5.3000
MSMEG_5526	NA
MSMEG_5527	5.0000
MSMEG_5528	NA
MSMEG_5529	NA
MSMEG_5530	NA
MSMEG_5531	NA
MSMEG_5532	NA
MSMEG_5533	NA
MSMEG_5534	NA
MSMEG_5535	NA
MSMEG_5536	6.3300
MSMEG_5537	NA
MSMEG_5538	0.0000
MSMEG_5539	6.6000
MSMEG_5540	NA
MSMEG_5541	8.3000
MSMEG_5542	NA
MSMEG_5543	20.1000
MSMEG_5544	0.0000
MSMEG_5545	NA
MSMEG_5546	1.2000
MSMEG_5547	NA
MSMEG_5548	5.5000
MSMEG_5549	11.8000
MSMEG_5551	NA
MSMEG_5552	NA
MSMEG_5553	9.0000
MSMEG_5554	NA
MSMEG_5556	5.9000
MSMEG_5557	7.3000
MSMEG_5558	7.5000
MSMEG_5559	5.7000
MSMEG_5560	NA
MSMEG_5561	NA
MSMEG_5562	5.6000
MSMEG_5563	NA
MSMEG_5564	NA
MSMEG_5565	7.3000
MSMEG_5566	11.5000
MSMEG_5567	0.0000
MSMEG_5568	12.5000
MSMEG_5569	NA
MSMEG_5570	13.6000
MSMEG_5571	NA
MSMEG_5572	NA
MSMEG_5573	NA
MSMEG_5574	NA
MSMEG_5575	NA
MSMEG_5576	NA
MSMEG_5577	4.1000
MSMEG_5578	NA
MSMEG_5579	16.7000
MSMEG_5580	NA
MSMEG_5581	NA
MSMEG_5582	NA
MSMEG_5583	NA
MSMEG_5584	7.5000
MSMEG_5585	NA
MSMEG_5586	NA
MSMEG_5587	4.7000
MSMEG_5588	NA
MSMEG_5589	15.3000
MSMEG_5590	NA
MSMEG_5591	12.6000
MSMEG_5592	NA
MSMEG_5593	NA
MSMEG_5594	NA
MSMEG_5595	10.6000
MSMEG_5596	NA
MSMEG_5597	9.7000
MSMEG_5599	NA
MSMEG_5600	NA
MSMEG_5601	9.7000
MSMEG_5602	NA
MSMEG_5603	NA
MSMEG_5604	NA
MSMEG_5605	NA
MSMEG_5606	NA
MSMEG_5607	9.9300
MSMEG_5608	8.8000
MSMEG_5609	NA
MSMEG_5610	11.2600
MSMEG_5611	10.0000
MSMEG_5612	16.5000
MSMEG_5613	NA
MSMEG_5614	NA
